ISO3,year,gen_govdebt_GDP,source,nGDP,gen_govdebt
ISL,1936,25.2906,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,1.837526,.4647214
ISL,1937,23.2009,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,1.998184,.4635967
ISL,1938,22.8198,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,2.058431,.4697298
ISL,1939,23.8685,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,2.359664,.5632165
ISL,1940,15.4827,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,3.554559,.5503417
ISL,1941,9.38821,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.733483,.5382714
ISL,1942,5.65926,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,8.705656,.4926757
ISL,1943,4.38189,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,10.81429,.4738704
ISL,1944,4.2333,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,12.02927,.509235
ISL,1945,2.51404,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,13.46515,.3385192
ISL,1946,2.80703,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,16.21642,.4551997
ISL,1947,5.84539,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,18.82711,1.100518
ISL,1948,9.38796,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,19.07814,1.791048
ISL,1949,12.8499,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,19.4095,2.494101
ISL,1950,14.5516,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,22.462,3.26858
ISL,1951,14.449,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,26.74047,3.863731
ISL,1952,13.6422,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,29.94933,4.085748
ISL,1953,10.719,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,36.36704,3.898183
ISL,1954,9.25505,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,40.64552,3.761763
ISL,1955,8.56259,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,47.06323,4.029831
ISL,1956,6.71081,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,55.62019,3.732565
ISL,1957,6.64771,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,58.82904,3.910784
ISL,1958,5.11313,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,68.4556,3.500224
ISL,1959,4.96171,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,78.08218,3.874212
ISL,1960,13.6321,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,90.91759,12.39398
ISL,1961,8.49493,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,103.2785,8.77344
ISL,1962,7.46651,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,123.9503,9.254761
ISL,1963,7.89444,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,148.0807,11.69014
ISL,1964,7.97481,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,189.1435,15.08383
ISL,1965,7.77939,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,228.5421,17.77918
ISL,1966,5.563,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,274.4972,15.27028
ISL,1967,8.79583,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,278.5273,24.49878
ISL,1968,14.2211,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,299.3293,42.56792
ISL,1969,14.6413,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,370.4474,54.23831
ISL,1970,11.4421,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,463.5003,53.03417
ISL,1971,11.7486,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,589.8211,69.29572
ISL,1972,14.5437,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,741.0771,107.78
ISL,1973,11.4625,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,1040.497,119.267
ISL,1974,12.5416,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,1514.433,189.9341
ISL,1975,16.3875,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,2162.367,354.3579
ISL,1976,17.174,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,3041.307,522.3141
ISL,1977,18.3753,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,4392.063,807.0546
ISL,1978,19.8034,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6809.812,1348.574
ISL,1979,21.0672,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,10061.21,2119.616
ISL,1980,24.77405,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,16222.7,4019.019
ISL,1981,22.37205,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,25234.11,5645.387
ISL,1982,28.948,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,39606.65,11465.33
ISL,1983,30.751,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,68713.95,21130.23
ISL,1984,32.425,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,90784.74,29436.95
ISL,1985,32.017,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,123861.1,39656.62
ISL,1986,29.866,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,163990.3,48977.33
ISL,1987,27.326,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,213510.5,58343.87
ISL,1988,30.588,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,262670.8,80345.76
ISL,1989,35.286,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,323573.6,114176.2
ISL,1990,35.49,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,377022.5,133805.3
ISL,1991,37.608,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,407648.5,153308.5
ISL,1992,45.401,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,407481.5,185000.7
ISL,1993,52.294,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,420396,219841.9
ISL,1994,54.808,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,446907,244940.8
ISL,1995,58.07,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,460840,267609.8
ISL,1996,55.575,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,493834.5,274448.5
ISL,1997,52.048,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,536722.4,279353.3
ISL,1998,43.953,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,603407.6,265215.8
ISL,1999,76.593,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,649719.1,497639.4
ISL,2000,75.796,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,709561.3,537819.1
ISL,2001,83.383,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,802276.6,668962.4
ISL,2002,82.16,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,854139.9,701761.4
ISL,2003,85.068,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,876732.7,745819
ISL,2004,80.861,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,970421.5,784692.5
ISL,2005,68.931,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1061428,731653.1
ISL,2006,70.651,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1225716,865980.6
ISL,2007,68.404,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1386951,948730.1
ISL,2008,110.357,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1589625,1754263
ISL,2009,128.773,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1626391,2094352
ISL,2010,133.141,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1680967,2238057
ISL,2011,138.176,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1765009,2438818
ISL,2012,133.925,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1845160,2471130
ISL,2013,121.96,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1970146,2402790
ISL,2014,115.299,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,2086360,2405552
ISL,2015,97.323,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,2310848,2248986
ISL,2016,82.471,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,2512055,2071717
ISL,2017,71.742,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,2641960,1895395
ISL,2018,63.247,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,2844055,1798779
ISL,2019,66.528,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,3026100,2013204
ISL,2020,77.512,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,2929165,2270455
ISL,2021,74.756,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,3279524,2451641
ISL,2022,67.361,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,3892031,2621711
ISL,2023,62.24274,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,4321079,2689558
ISL,2024,60.333,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,4552953,2746933
ISL,2025,55.578,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,4808192,2672297
ISL,2026,52.852,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,5061778,2675251
ISL,2027,50.104,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,5351877,2681505
ISL,2028,47.314,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,5658024,2677038
ISL,2029,44.766,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,5981311,2677594
ISR,1972,59.87856,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,3.49752,2.094265
ISR,1973,58.2037,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,4.51433,2.627507
ISR,1974,74.70676,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.513001,4.865652
ISR,1975,79.70136,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,9.183113,7.319066
ISR,1976,91.24467,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,12.10301,11.04335
ISR,1977,132.9647,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,17.31065,23.01705
ISR,1978,125.1004,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,28.53097,35.69236
ISR,1979,145.6622,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,53.59272,78.06432
ISR,1980,144.5438,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,122.7981,177.497
ISR,1981,157.3633,Derived using data on general government debt to GDP from BORDO and the spliced GDP,290.5598,457.2346
ISR,1982,125.9463,Derived using data on general government debt to GDP from BORDO and the spliced GDP,674.0311,848.9172
ISR,1983,238.2833,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,1741.131,4148.825
ISR,1984,259.7827,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,8519.255,22131.55
ISR,1985,182.0465,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,32309.52,58818.34
ISR,1986,148.6356,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,50548.84,75133.55
ISR,1987,131.0336,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,65086.32,85284.92
ISR,1988,132.9822,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,79817.28,106142.8
ISR,1989,134.8613,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,95289.95,128509.3
ISR,1990,126.4821,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,118552.8,149948.1
ISR,1991,113.1305,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,153420.5,173565.5
ISR,1992,109.4454,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,185259.9,202758.6
ISR,1993,108.2314,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,214278.3,231916.4
ISR,1994,100.8045,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,259056.1,261140.3
ISR,1995,93.62192,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,317850.2,297577.4
ISR,1996,91.80134,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,367618.7,337478.9
ISR,1997,90.89122,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,412253.5,374702.2
ISR,1998,92.37038,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,458235.6,423274
ISR,1999,86.74725,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,502666.8,436049.6
ISR,2000,77.146,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,556623.4,429412.8
ISR,2001,81.047,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,567720.4,460120.3
ISR,2002,87.128,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,593832.2,517394.1
ISR,2003,89.542,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,599069.3,536418.6
ISR,2004,88.182,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,628204,553962.9
ISR,2005,85.175,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,661674.8,563581.5
ISR,2006,77.474,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,708809.8,549143.3
ISR,2007,70.686,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,758787.8,536356.8
ISR,2008,70.15,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,793780,556836.7
ISR,2009,72.468,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,839165.9,608126.8
ISR,2010,68.94,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,896153.6,617808.3
ISR,2011,67.098,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,959277.5,643656
ISR,2012,66.788,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1016384,678822.6
ISR,2013,65.932,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1077698,710547.6
ISR,2014,64.724,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1127114,729513.3
ISR,2015,63.03,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1179537,743462.3
ISR,2016,61.565,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1236440,761214.4
ISR,2017,59.641,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1290293,769543.9
ISR,2018,59.946,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1351160,809966.3
ISR,2019,59.049,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1429164,843906.9
ISR,2020,70.688,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1422389,1005458
ISR,2021,67.423,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1591183,1072823
ISR,2022,60.182,Derived using data on general government debt to GDP from IMF_WEO and the spliced GDP,1772849,1066936
ISR,2023,61.44315,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,1883604,1157346
ISR,2024,67.98516,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,1992812,1354816
ISR,2025,69.33916,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,2103894,1458823
ISR,2026,68.78216,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,2260252,1554650
ISR,2027,69.34917,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,2387203,1655505
ISR,2028,69.76117,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,2522782,1759922
ISR,2029,70.08217,Derived using data on general government debt to GDP from IMF_WEO_forecast and the spliced GDP,2666177,1868514
ITA,1861,39.78859,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,4.791402,1.906431
ITA,1862,41.2942,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,4.848583,2.002184
ITA,1863,52.33646,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,4.779533,2.501439
ITA,1864,61.67891,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,4.791402,2.955284
ITA,1865,68.68813,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.118309,3.515671
ITA,1866,69.90829,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.453847,3.812691
ITA,1867,86.89892,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.23483,4.549011
ITA,1868,83.23461,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.521818,4.596064
ITA,1869,88.29612,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.318985,4.696457
ITA,1870,96.68408,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.437664,5.257355
ITA,1871,96.69266,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.482977,5.301637
ITA,1872,89.58905,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.859514,5.249483
ITA,1873,80.4281,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.53167,5.253298
ITA,1874,79.35925,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.652507,5.279379
ITA,1875,90.62772,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.719257,5.183232
ITA,1876,102.2566,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5.629708,5.756751
ITA,1877,92.22316,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.340704,5.847598
ITA,1878,98.06352,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.310495,6.188293
ITA,1879,99.50473,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.058032,6.028028
ITA,1880,92.44221,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.438884,5.952247
ITA,1881,112.7473,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.341783,7.150187
ITA,1882,112.4818,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.54138,7.357862
ITA,1883,117.4238,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.278128,7.372015
ITA,1884,118.2606,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.078531,7.188506
ITA,1885,110.1148,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.503618,7.161444
ITA,1886,106.8968,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.868288,7.341981
ITA,1887,116.2822,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.628771,7.708078
ITA,1888,121.0516,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.581299,7.966765
ITA,1889,122.071,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.851025,8.363117
ITA,1890,106.8019,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7.188721,7.677694
ITA,1891,106.6011,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7.195194,7.670155
ITA,1892,117.9891,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.761476,7.977801
ITA,1893,117.1603,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.695662,7.844661
ITA,1894,125.8845,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.559721,8.257674
ITA,1895,121.963,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6.954599,8.48204
ITA,1896,124.2049,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7.085146,8.800099
ITA,1897,129.2044,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7.114276,9.191959
ITA,1898,118.1233,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7.264244,8.580765
ITA,1899,117.5661,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7.540442,8.865005
ITA,1900,110.7951,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7.72925,8.563631
ITA,1901,107.8295,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7.900796,8.519388
ITA,1902,111.2433,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7.943952,8.837112
ITA,1903,103.0157,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,8.288122,8.538067
ITA,1904,104.6812,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,8.373355,8.765328
ITA,1905,101.8398,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,8.785495,8.947126
ITA,1906,96.4828,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,9.63567,9.296764
ITA,1907,86.60578,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,10.35422,8.967352
ITA,1908,91.14755,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,10.29919,9.387463
ITA,1909,85.25845,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,10.71241,9.133237
ITA,1910,87.93354,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,11.1936,9.842932
ITA,1911,80.06057,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,12.43326,9.954141
ITA,1912,78.42505,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,13.086,10.2627
ITA,1913,77.96749,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,13.67292,10.66043
ITA,1914,82.77322,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,12.92524,10.69864
ITA,1915,85.10381,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,14.37097,12.23024
ITA,1916,75.62641,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,20.47647,15.48562
ITA,1917,92.88947,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,29.26736,27.1863
ITA,1918,94.47401,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,40.23008,38.00697
ITA,1919,133.4964,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,43.59194,58.19365
ITA,1920,161.2204,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,61.50278,99.15502
ITA,1921,153.6731,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,62.01742,95.30412
ITA,1922,142.2448,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,66.08704,94.00537
ITA,1923,144.8369,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,71.49664,103.5535
ITA,1924,144.1586,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,72.70394,104.809
ITA,1925,104.7529,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,90.07857,94.35989
ITA,1926,90.23375,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,96.56708,87.13609
ITA,1927,100.5921,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,84.81461,85.31683
ITA,1928,98.65421,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,85.71657,84.563
ITA,1929,98.33797,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,87.49244,86.03828
ITA,1930,107.6296,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,76.96452,82.83663
ITA,1931,102.292,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,68.58038,70.15221
ITA,1932,80.74332,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,64.37266,51.97662
ITA,1933,87.16267,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,58.87997,51.32136
ITA,1934,90.34165,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,58.95765,53.26332
ITA,1935,81.47615,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,65.32641,53.22544
ITA,1936,80.97973,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,67.7151,54.8355
ITA,1937,72.82101,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,85.24833,62.07869
ITA,1938,72.10655,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,92.89018,66.9799
ITA,1939,70.0377,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,102.5798,71.84453
ITA,1940,73.24101,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,121.5307,89.01031
ITA,1941,90.2813,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,145.1069,131.0043
ITA,1942,101.4259,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,180.7775,183.3552
ITA,1943,103.4841,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,246.4837,255.0713
ITA,1944,91.78489,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,482.3229,442.6996
ITA,1945,73.10838,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,894.3986,653.8802
ITA,1946,40.22989,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,2006.46,807.1967
ITA,1947,24.44136,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,3880.413,948.4257
ITA,1948,27.22608,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,4568.374,1243.789
ITA,1949,29.85837,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,4827.445,1441.396
ITA,1950,29.75128,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,5461.159,1624.765
ITA,1951,30.19168,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6359.365,1919.999
ITA,1952,31.92077,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,6855.932,2188.466
ITA,1953,32.78996,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,7581.818,2486.075
ITA,1954,34.40014,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,8078.978,2779.18
ITA,1955,34.21068,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,8907.38,3047.275
ITA,1956,33.22702,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,9694.301,3221.128
ITA,1957,32.43546,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,10408.33,3375.99
ITA,1958,32.31786,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,11176.89,3612.132
ITA,1959,33.45485,Derived using data on general government debt to GDP from IMF_FPP and the spliced GDP,11868.41,3970.557
ITA,1960,31.72222,Derived using data on general government debt to GDP from AMECO and the spliced GDP,13751.57,4362.302
ITA,1961,29.86477,Derived using data on general government debt to GDP from AMECO and the spliced GDP,15294,4567.52
ITA,1962,28.72431,Derived using data on general government debt to GDP from AMECO and the spliced GDP,17183.09,4935.723
ITA,1963,26.78584,Derived using data on general government debt to GDP from AMECO and the spliced GDP,19681.92,5271.968
ITA,1964,26.61714,Derived using data on general government debt to GDP from AMECO and the spliced GDP,21545.52,5734.802
ITA,1965,27.64717,Derived using data on general government debt to GDP from AMECO and the spliced GDP,23183.36,6409.544
ITA,1966,32.29926,Derived using data on general government debt to GDP from AMECO and the spliced GDP,25119.26,8113.336
ITA,1967,31.87383,Derived using data on general government debt to GDP from AMECO and the spliced GDP,27669.64,8819.373
ITA,1968,34.23023,Derived using data on general government debt to GDP from AMECO and the spliced GDP,29991.89,10266.29
ITA,1969,34.84127,Derived using data on general government debt to GDP from AMECO and the spliced GDP,33109.95,11535.93
ITA,1970,35.77657,Derived using data on general government debt to GDP from AMECO and the spliced GDP,37262.02,13331.07
ITA,1971,40.41602,Derived using data on general government debt to GDP from AMECO and the spliced GDP,40614.46,16414.75
ITA,1972,45.90625,Derived using data on general government debt to GDP from AMECO and the spliced GDP,44410.52,20387.2
ITA,1973,48.81053,Derived using data on general government debt to GDP from AMECO and the spliced GDP,53470.52,26099.24
ITA,1974,48.51191,Derived using data on general government debt to GDP from AMECO and the spliced GDP,67630.79,32808.99
