ISO3,year,gen_govdef_GDP,source,nGDP,gen_govdef
PNG,1994,-1.009,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,8133.839,-82.07043
PNG,1995,1.077,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,9363.573,100.8457
PNG,1996,2.055,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,10270.03,211.0491
PNG,1997,.673,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,10700.67,72.01551
PNG,1998,-.165,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,11794.93,-19.46163
PNG,1999,-1.936,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,13343.66,-258.3333
PNG,2000,.304,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,14715.43,44.7349
PNG,2001,-1.329,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,15713.65,-208.8345
PNG,2002,-1.75,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,17944.51,-314.0288
PNG,2003,.188,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,20014.17,37.62663
PNG,2004,2.025,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,20343.52,411.9562
PNG,2005,2.849,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,22815.23,650.0058
PNG,2006,5.337,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,25538.75,1363.003
PNG,2007,6.899,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,28304.31,1952.715
PNG,2008,2.734,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,31512.44,861.55
PNG,2009,-5.483,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,32013.26,-1755.287
PNG,2010,3.062,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,38752.08,1186.589
PNG,2011,2.215,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,42642.22,944.5252
PNG,2012,-1.19,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,44371.64,-528.0225
PNG,2013,-6.87,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,47721.38,-3278.458
PNG,2014,-6.265,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,57130.77,-3579.243
PNG,2015,-4.55,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,60139.13,-2736.331
PNG,2016,-4.746,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,65038.28,-3086.717
PNG,2017,-2.475,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,72521.65,-1794.911
PNG,2018,-2.58,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,79404.67,-2048.64
PNG,2019,-4.976,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,83843.69,-4172.062
PNG,2020,-8.852,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,82515.01,-7304.229
PNG,2021,-6.843,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,91625.73,-6269.949
PNG,2022,-5.260283,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,111241.2,-5851.6
PNG,2023,-4.315787,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,111350.8,-4805.663
PNG,2024,-3.917,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,122340,-4792.059
PNG,2025,-2.652,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,132789.1,-3521.567
PNG,2026,-1.462,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,141533,-2069.213
PNG,2027,.001,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,149672.2,1.496722
PNG,2028,.141,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,159226.5,224.5094
PNG,2029,.361,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,168915.9,609.7864
POL,1984,-.5240875,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,884.8052,-4.637153
POL,1985,-1.360871,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,1077.64,-14.66529
POL,1986,.4265853,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,1336.391,5.700848
POL,1987,-.2481851,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,1747.74,-4.337628
POL,1988,-.6081309,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,3056.9,-18.58995
POL,1989,,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,12207.28,
POL,1990,,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,61831.45,
POL,1991,,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,89262.28,
POL,1992,,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,126852.3,
POL,1993,,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,171918.6,
POL,1994,-2.116864,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,248418.3,-5258.676
POL,1995,-4.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,340022.9,-14280.96
POL,1996,-4.6,Derived using data on general government deficit to GDP from EUS and the spliced GDP,425138.9,-19556.39
POL,1997,-4.5,Derived using data on general government deficit to GDP from EUS and the spliced GDP,518039.7,-23311.79
POL,1998,-4.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,603728.3,-25356.59
POL,1999,-2.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,668477.9,-14706.51
POL,2000,-4,Derived using data on general government deficit to GDP from EUS and the spliced GDP,749527.4,-29981.1
POL,2001,-4.7,Derived using data on general government deficit to GDP from EUS and the spliced GDP,787089.4,-36993.2
POL,2002,-4.8,Derived using data on general government deficit to GDP from EUS and the spliced GDP,815638.1,-39150.63
POL,2003,-6,Derived using data on general government deficit to GDP from EUS and the spliced GDP,850067.6,-51004.06
POL,2004,-5,Derived using data on general government deficit to GDP from EUS and the spliced GDP,936043.5,-46802.18
POL,2005,-3.9,Derived using data on general government deficit to GDP from EUS and the spliced GDP,992997.8,-38726.91
POL,2006,-3.5,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1072160,-37525.59
POL,2007,-1.9,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1188302,-22577.74
POL,2008,-3.6,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1289398,-46418.32
POL,2009,-7.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1373055,-98859.98
POL,2010,-7.4,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1439409,-106516.3
POL,2011,-5,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1560855,-78042.74
POL,2012,-3.8,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1621056,-61600.12
POL,2013,-4.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1637278,-68765.68
POL,2014,-3.7,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1709547,-63253.25
POL,2015,-2.6,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1806365,-46965.48
POL,2016,-2.4,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1866478,-44795.48
POL,2017,-1.5,Derived using data on general government deficit to GDP from EUS and the spliced GDP,1996302,-29944.54
POL,2018,-.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,2145562,-4291.124
POL,2019,-.7,Derived using data on general government deficit to GDP from EUS and the spliced GDP,2311177,-16178.24
POL,2020,-6.9,Derived using data on general government deficit to GDP from EUS and the spliced GDP,2360891,-162901.5
POL,2021,-1.7,Derived using data on general government deficit to GDP from EUS and the spliced GDP,2660589,-45230.02
POL,2022,-3.4,Derived using data on general government deficit to GDP from EUS and the spliced GDP,3096108,-105267.7
POL,2023,-5.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,3400953,-176849.5
POL,2024,-6.5,Derived using data on general government deficit to GDP from EUS and the spliced GDP,3620419,-235327.2
POL,2025,-5.755591,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,3922132,-225741.8
POL,2026,-5.094657,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,4177358,-212822.1
POL,2027,-4.649,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,4427074,-205814.7
POL,2028,-4.274,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,4672894,-199719.5
POL,2029,-3.977,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,4927196,-195954.6
PRI,2014,-3.073,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,102445.8,-3148.159
PRI,2015,-2.116,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,103375.5,-2187.426
PRI,2016,-1.844,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,104336.7,-1923.969
PRI,2017,-1.116,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,103445.5,-1154.452
PRI,2018,.025,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,100958.1,25.23952
PRI,2019,1.899,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,105126.4,1996.35
PRI,2020,-.551,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,103130.9,-568.2512
PRI,2021,-.257,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,106426.6,-273.5164
PRI,2022,1.794,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,113567.2,2037.396
PRI,2023,.328,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,117902.3,386.7195
PRI,2024,-.53,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,125416.3,-664.7065
PRI,2025,-.412,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,126725.7,-522.11
PRI,2026,-.383,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,128860.4,-493.5353
PRI,2027,-.359,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,132771,-476.6479
PRI,2028,-.573,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,136017.1,-779.3779
PRI,2029,-.169,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,139263.1,-235.3547
PRT,1880,-1.63168,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.072347,-.0501309
PRT,1881,-1.2021,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.20373,-.038512
PRT,1882,-.3861699,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.284581,-.0126841
PRT,1883,-1.10433,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.279528,-.0362168
PRT,1884,-1.48331,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.426071,-.0508192
PRT,1885,-1.68028,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.537241,-.0594356
PRT,1886,-1.4329,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.72421,-.0533642
PRT,1887,-.6653199,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.810115,-.0253495
PRT,1888,-2.13549,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.032455,-.0861127
PRT,1889,-1.94537,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.108253,-.0799207
PRT,1890,-2.00575,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.093094,-.0820972
PRT,1891,-2.15169,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.098147,-.0881794
PRT,1892,-.8048701,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.249743,-.0342049
PRT,1893,-.0169301,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.345754,-.0007357
PRT,1894,-.1638803,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.446818,-.0072875
PRT,1895,-.19555,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.704531,-.0091997
PRT,1896,-1.34549,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.815701,-.0647948
PRT,1897,-.9266,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.780329,-.0442945
PRT,1898,-.5015101,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.886446,-.024506
PRT,1899,-.7742,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.992563,-.0386524
PRT,1900,-.3505402,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.149213,-.0180501
PRT,1901,-.6904998,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.022883,-.034683
PRT,1902,-.5019598,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.043096,-.0253143
PRT,1903,-.91328,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.219958,-.0476728
PRT,1904,-.2623997,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.321022,-.0139623
PRT,1905,-.75035,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.351341,-.0401538
PRT,1906,-.4450798,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.39682,-.0240202
PRT,1907,-.68571,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.53831,-.0379767
PRT,1908,-.56142,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.659586,-.031774
PRT,1909,-.8199801,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.745491,-.0471119
PRT,1910,-.1929302,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.811182,-.0112115
PRT,1911,-.7330003,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.725278,-.0419663
PRT,1912,-.0246792,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,6.018363,-.0014853
PRT,1913,-.3383102,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,6.109321,-.0206685
PRT,1914,,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.705065,
PRT,1915,,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,6.104268,
PRT,1916,,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,6.988579,
PRT,1917,,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,7.231132,
PRT,1918,,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,8.777412,
PRT,1919,-8.83497,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,11.25348,-.9942418
PRT,1920,-5.66457,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,15.76094,-.8927894
PRT,1921,-6.50437,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,19.55589,-1.271987
PRT,1922,-10.03352,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,30.98118,-3.108503
PRT,1923,-3.46814,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,46.98973,-1.62967
PRT,1924,-3.15621,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,61.3105,-1.935088
PRT,1925,-1.47871,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,67.96557,-1.005014
PRT,1926,-4.206521,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,71.77063,-3.019046
PRT,1927,-2.26761,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,77.53634,-1.758222
PRT,1928,.1986208,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,92.21588,.1831599
PRT,1929,1.8561,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,102.6002,1.904363
PRT,1930,.7922897,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,100.4425,.7957956
PRT,1931,.0411797,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,96.976,.0399344
PRT,1932,-.0264997,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,98.57787,-.0261229
PRT,1933,-.06915,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,100.5183,-.0695084
PRT,1934,.5967999,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,104.4396,.6232952
PRT,1935,.75317,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,105.5614,.7950568
PRT,1936,.0832701,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,107.7444,.0897188
PRT,1937,-.0898399,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,112.6258,-.1011829
PRT,1938,-.0784702,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,116.9766,-.0917918
PRT,1939,-.7269802,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,118.3157,-.8601316
PRT,1940,-1.736691,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,123.571,-2.146046
PRT,1941,-.08395,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,146.7399,-.1231882
PRT,1942,-.3547697,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,172.3698,-.6115157
PRT,1943,.02598,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,183.3403,.0476318
PRT,1944,-1.437941,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,178.0142,-2.559739
PRT,1945,-2.37591,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,183.6889,-4.364284
PRT,1946,-2.31714,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,213.7201,-4.952194
PRT,1947,-1.64849,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,237.1468,-3.909341
PRT,1948,-2.0407,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,241.0024,-4.918135
PRT,1949,-.4558506,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,245.5806,-1.119481
PRT,1950,-.8266401,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,256.0154,-2.116326
PRT,1951,.9365005,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,282.7375,2.647838
PRT,1952,-.3436098,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,292.1768,-1.003948
PRT,1953,-.3455391,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,315.0511,-1.088625
PRT,1954,-.5775099,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,322.5094,-1.862524
PRT,1955,-.3087206,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,340.224,-1.050341
PRT,1956,-.1826,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,366.4758,-.6691849
PRT,1957,.0846004,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,387.1278,.3275118
PRT,1958,-.5174999,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,396.2774,-2.050735
PRT,1959,-1.733701,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,423.3714,-7.339993
PRT,1960,-3.132401,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,467.2115,-14.63493
PRT,1961,-3.1726,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,502.7732,-15.95098
PRT,1962,-1.6932,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,534.9796,-9.058274
PRT,1963,-3.3319,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,580.3179,-19.33561
PRT,1964,-1.9295,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,629.4524,-12.14528
PRT,1965,-.0269003,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,702.9249,-.1890889
PRT,1966,-2.003201,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,770.0968,-15.42658
PRT,1967,-.4574003,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,860.7996,-3.9373
PRT,1968,-1.2361,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,952.8795,-11.77854
PRT,1969,-1.5309,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1045.064,-15.99889
PRT,1970,-.2416,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1162.721,-2.809134
PRT,1971,-.2341003,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1302.027,-3.04805
PRT,1972,-7.716901,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1516.157,-117.0003
PRT,1973,-5.387499,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1845.576,-99.4304
PRT,1974,-3.200001,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2218.82,-71.00224
PRT,1975,-7.099998,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2466.82,-175.1442
PRT,1976,-10.2,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3066.191,-312.7516
PRT,1977,-2.231604,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,4092.805,-91.33522
PRT,1978,-6.357486,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,5148.485,-327.3142
PRT,1979,-5.19438,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,6495.968,-337.4253
PRT,1980,-6.295668,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,8214.262,-517.1426
PRT,1981,-7.934068,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,9817.023,-778.8893
PRT,1982,-5.971804,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,12101.2,-722.6601
PRT,1983,-3.675174,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,15052.63,-553.2104
PRT,1984,-4.056811,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,18414.16,-747.0278
PRT,1985,-6.373491,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,23045.72,-1468.817
PRT,1986,-6.394272,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,28908.32,-1848.476
PRT,1987,-6.461668,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,33858.14,-2187.801
PRT,1988,-3.253464,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,40457.33,-1316.265
PRT,1989,-2.564668,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,47590.6,-1220.541
PRT,1990,-5.51723,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,55973.43,-3088.183
PRT,1991,-6.664011,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,64310.66,-4285.669
PRT,1992,-4.092067,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,72452.52,-2964.805
PRT,1993,-7.695374,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,76207.32,-5864.438
PRT,1994,-7.306086,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,82542.2,-6030.604
PRT,1995,-5.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,89028.55,-4629.485
PRT,1996,-4.7,Derived using data on general government deficit to GDP from EUS and the spliced GDP,94351.59,-4434.525
PRT,1997,-3.7,Derived using data on general government deficit to GDP from EUS and the spliced GDP,102331,-3786.246
PRT,1998,-4.4,Derived using data on general government deficit to GDP from EUS and the spliced GDP,111353.4,-4899.549
PRT,1999,-3,Derived using data on general government deficit to GDP from EUS and the spliced GDP,119603.3,-3588.099
PRT,2000,-3.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,128414.4,-4109.262
PRT,2001,-4.7,Derived using data on general government deficit to GDP from EUS and the spliced GDP,135775,-6381.425
PRT,2002,-3.3,Derived using data on general government deficit to GDP from EUS and the spliced GDP,142554.3,-4704.291
PRT,2003,-5.7,Derived using data on general government deficit to GDP from EUS and the spliced GDP,146067.9,-8325.868
PRT,2004,-6.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,152248.4,-9439.4
PRT,2005,-6.1,Derived using data on general government deficit to GDP from EUS and the spliced GDP,158552.7,-9671.715
PRT,2006,-4.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,166260.5,-6982.939
PRT,2007,-2.9,Derived using data on general government deficit to GDP from EUS and the spliced GDP,175483.4,-5089.019
PRT,2008,-3.8,Derived using data on general government deficit to GDP from EUS and the spliced GDP,179102.8,-6805.906
PRT,2009,-9.9,Derived using data on general government deficit to GDP from EUS and the spliced GDP,175416.4,-17366.23
PRT,2010,-11.4,Derived using data on general government deficit to GDP from EUS and the spliced GDP,179860.3,-20504.08
PRT,2011,-7.7,Derived using data on general government deficit to GDP from EUS and the spliced GDP,176318,-13576.49
PRT,2012,-6.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,168538.8,-10449.4
PRT,2013,-5.2,Derived using data on general government deficit to GDP from EUS and the spliced GDP,170675.7,-8875.134
PRT,2014,-7.4,Derived using data on general government deficit to GDP from EUS and the spliced GDP,173186.7,-12815.81
PRT,2015,-4.5,Derived using data on general government deficit to GDP from EUS and the spliced GDP,179392.7,-8072.672
PRT,2016,-1.9,Derived using data on general government deficit to GDP from EUS and the spliced GDP,186380.8,-3541.234
PRT,2017,-3,Derived using data on general government deficit to GDP from EUS and the spliced GDP,195509.1,-5865.274
PRT,2018,-.4,Derived using data on general government deficit to GDP from EUS and the spliced GDP,204997.6,-819.9906
PRT,2019,.1,Derived using data on general government deficit to GDP from EUS and the spliced GDP,214489.9,214.4899
PRT,2020,-5.8,Derived using data on general government deficit to GDP from EUS and the spliced GDP,201032.7,-11659.9
PRT,2021,-2.8,Derived using data on general government deficit to GDP from EUS and the spliced GDP,216493.8,-6061.825
PRT,2022,-.3,Derived using data on general government deficit to GDP from EUS and the spliced GDP,243957.1,-731.8713
PRT,2023,1.3,Derived using data on general government deficit to GDP from EUS and the spliced GDP,267384.3,3475.996
PRT,2024,.5,Derived using data on general government deficit to GDP from EUS and the spliced GDP,283382.2,1416.911
PRT,2025,.2769846,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,296192.6,820.4079
PRT,2026,.2457288,Derived using data on general government deficit to GDP from OECD_EO and the spliced GDP,308325.6,757.6449
PRT,2027,.231,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,321262,742.1152
PRT,2028,.236,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,333834.7,787.8499
PRT,2029,.224,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,346907.4,777.0726
PRY,1967,-1.6995,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,71011.96,-1206.848
PRY,1968,-2.3439,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,74611.92,-1748.829
PRY,1969,-1.6184,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,80181.73,-1297.661
PRY,1970,-1.258801,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,85704.64,-1078.85
PRY,1971,-1.2464,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,95788.41,-1193.907
PRY,1972,-2.50666,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,110846,-2778.532
PRY,1973,-.9067001,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,143491.6,-1301.038
PRY,1974,1.672569,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,192201.4,3214.702
PRY,1975,-1.237969,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,217849.5,-2696.911
PRY,1976,-.0550194,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,244880.7,-134.7318
PRY,1977,-.1901999,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,301554.6,-573.5564
PRY,1978,-3.41569,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,368966.6,-12602.76
