ISO3,year,finv,source,nGDP,finv_GDP
LVA,2004,3129.009,Derived using data on fixed investment from OECD_EO and the spliced GDP,10628.87,.2943878
LVA,2005,4196.735,Derived using data on fixed investment from OECD_EO and the spliced GDP,13102.62,.3202973
LVA,2006,5755.53,Derived using data on fixed investment from OECD_EO and the spliced GDP,16294.81,.3532125
LVA,2007,8197.963,Derived using data on fixed investment from OECD_EO and the spliced GDP,21509.33,.3811353
LVA,2008,7803.766,Derived using data on fixed investment from OECD_EO and the spliced GDP,23351.89,.3341813
LVA,2009,4235.544,Derived using data on fixed investment from OECD_EO and the spliced GDP,18482.49,.2291653
LVA,2010,3458.844,Derived using data on fixed investment from OECD_EO and the spliced GDP,17719.64,.1951983
LVA,2011,4535.566,Derived using data on fixed investment from OECD_EO and the spliced GDP,19117.26,.2372498
LVA,2012,5700.611,Derived using data on fixed investment from OECD_EO and the spliced GDP,21104.33,.2701157
LVA,2013,5481.339,Derived using data on fixed investment from OECD_EO and the spliced GDP,21956.19,.2496489
LVA,2014,5388.636,Derived using data on fixed investment from OECD_EO and the spliced GDP,22790.5,.2364422
LVA,2015,5296.774,Derived using data on fixed investment from OECD_EO and the spliced GDP,23744.26,.2230759
LVA,2016,4941.252,Derived using data on fixed investment from OECD_EO and the spliced GDP,24498.17,.2016988
LVA,2017,5600.593,Derived using data on fixed investment from OECD_EO and the spliced GDP,26017.13,.2152656
LVA,2018,6448.199,Derived using data on fixed investment from OECD_EO and the spliced GDP,28153.44,.2290377
LVA,2019,6718.816,Derived using data on fixed investment from OECD_EO and the spliced GDP,29567,.2272404
LVA,2020,6730.252,Derived using data on fixed investment from OECD_EO and the spliced GDP,29224.34,.2302961
LVA,2021,7402.334,Derived using data on fixed investment from OECD_EO and the spliced GDP,32285.3,.2292788
LVA,2022,8309.341,Derived using data on fixed investment from OECD_EO and the spliced GDP,36103.66,.2301523
LVA,2023,9717.525,Derived using data on fixed investment from OECD_EO and the spliced GDP,39072.48,.2487051
LVA,2024,9362.449,Derived using data on fixed investment from OECD_EO and the spliced GDP,39612.88,.2363486
LVA,2025,9632.908,Derived using data on fixed investment from OECD_EO and the spliced GDP,41130.18,.2342054
LVA,2026,10091.97,Derived using data on fixed investment from OECD_EO and the spliced GDP,43046.2,.234445
LVA,2027,10675.28,Derived using data on fixed investment from AMECO and the spliced GDP,44957.36,.2374534
MAC,1970,203.2309,Derived using data on fixed investment from UN and the spliced GDP,1022.848,.1986912
MAC,1971,239.1345,Derived using data on fixed investment from UN and the spliced GDP,1203.527,.1986947
MAC,1972,281.3788,Derived using data on fixed investment from UN and the spliced GDP,1416.333,.1986672
MAC,1973,331.151,Derived using data on fixed investment from UN and the spliced GDP,1666.488,.1987119
MAC,1974,389.5831,Derived using data on fixed investment from UN and the spliced GDP,1960.609,.1987052
MAC,1975,458.3937,Derived using data on fixed investment from UN and the spliced GDP,2308.305,.1985845
MAC,1976,539.7963,Derived using data on fixed investment from UN and the spliced GDP,2714.647,.1988459
MAC,1977,634.3408,Derived using data on fixed investment from UN and the spliced GDP,3192.694,.1986852
MAC,1978,746.7145,Derived using data on fixed investment from UN and the spliced GDP,3767.052,.1982225
MAC,1979,881.463,Derived using data on fixed investment from UN and the spliced GDP,4415.485,.1996299
MAC,1980,1029.447,Derived using data on fixed investment from UN and the spliced GDP,5193.901,.198203
MAC,1981,1218.059,Derived using data on fixed investment from UN and the spliced GDP,6188.234,.1968347
MAC,1982,1450,Derived using data on fixed investment from UN and the spliced GDP,7113,.2038521
MAC,1983,1640,Derived using data on fixed investment from UN and the spliced GDP,8457,.1939222
MAC,1984,2020,Derived using data on fixed investment from UN and the spliced GDP,10481,.1927297
MAC,1985,2158,Derived using data on fixed investment from UN and the spliced GDP,10895,.1980725
MAC,1986,2823,Derived using data on fixed investment from UN and the spliced GDP,12277,.2299422
MAC,1987,3456,Derived using data on fixed investment from UN and the spliced GDP,15681,.2203941
MAC,1988,4130,Derived using data on fixed investment from UN and the spliced GDP,18403,.2244199
MAC,1989,4965,Derived using data on fixed investment from UN and the spliced GDP,21737,.2284124
MAC,1990,5807,Derived using data on fixed investment from UN and the spliced GDP,26040,.2230031
MAC,1991,7949,Derived using data on fixed investment from UN and the spliced GDP,30138,.2637534
MAC,1992,12198,Derived using data on fixed investment from UN and the spliced GDP,39179,.3113403
MAC,1993,14017,Derived using data on fixed investment from UN and the spliced GDP,45141,.3105159
MAC,1994,15483,Derived using data on fixed investment from UN and the spliced GDP,50239,.3081869
MAC,1995,14526,Derived using data on fixed investment from UN and the spliced GDP,56142,.2587368
MAC,1996,10676,Derived using data on fixed investment from UN and the spliced GDP,57174,.1867282
MAC,1997,10717,Derived using data on fixed investment from UN and the spliced GDP,57961,.1849002
MAC,1998,8753,Derived using data on fixed investment from UN and the spliced GDP,54238,.1613813
MAC,1999,8203,Derived using data on fixed investment from UN and the spliced GDP,52328,.1567612
MAC,2000,5569,Derived using data on fixed investment from UN and the spliced GDP,54369,.1024297
MAC,2001,5074,Derived using data on fixed investment from UN and the spliced GDP,55112,.0920671
MAC,2002,5616,Derived using data on fixed investment from UN and the spliced GDP,59220,.0948328
MAC,2003,8700,Derived using data on fixed investment from UN and the spliced GDP,66147,.1315252
MAC,2004,13087,Derived using data on fixed investment from UN and the spliced GDP,85382,.1532759
MAC,2005,24230,Derived using data on fixed investment from UN and the spliced GDP,97415,.2487297
MAC,2006,38854,Derived using data on fixed investment from UN and the spliced GDP,119014,.3264658
MAC,2007,53265,Derived using data on fixed investment from UN and the spliced GDP,148181,.359459
MAC,2008,49965,Derived using data on fixed investment from UN and the spliced GDP,168639,.2962838
MAC,2009,31676,Derived using data on fixed investment from UN and the spliced GDP,172363,.1837749
MAC,2010,28200,Derived using data on fixed investment from UN and the spliced GDP,225997,.1247804
MAC,2011,36409,Derived using data on fixed investment from UN and the spliced GDP,295438,.1232374
MAC,2012,46647,Derived using data on fixed investment from UN and the spliced GDP,345080,.1351773
MAC,2013,54961,Derived using data on fixed investment from UN and the spliced GDP,411739,.133485
MAC,2014,83197,Derived using data on fixed investment from UN and the spliced GDP,438516,.189724
MAC,2015,89212,Derived using data on fixed investment from UN and the spliced GDP,359708,.2480123
MAC,2016,78879,Derived using data on fixed investment from UN and the spliced GDP,360344,.2188992
MAC,2017,80167,Derived using data on fixed investment from UN and the spliced GDP,404381,.1982462
MAC,2018,74657,Derived using data on fixed investment from UN and the spliced GDP,445527,.1675701
MAC,2019,61540,Derived using data on fixed investment from UN and the spliced GDP,444540,.1384352
MAC,2020,53654,Derived using data on fixed investment from UN and the spliced GDP,202471,.264996
MAC,2021,55202,Derived using data on fixed investment from UN and the spliced GDP,247926,.2226551
MAC,2022,45044,Derived using data on fixed investment from UN and the spliced GDP,201623,.223407
MAC,2023,53918,Derived using data on fixed investment from UN and the spliced GDP,369328,.1459895
MAC,2024,54760.83,Derived using data on fixed investment from WDI and the spliced GDP,399098.8,.1372112
MAR,1952,1515.866,Derived using data on fixed investment from Mitchell and the spliced GDP,8820.298,.1718611
MAR,1953,1477.327,Derived using data on fixed investment from Mitchell and the spliced GDP,9652.523,.1530509
MAR,1954,1310.325,Derived using data on fixed investment from Mitchell and the spliced GDP,10023.86,.1307207
MAR,1955,1194.708,Derived using data on fixed investment from Mitchell and the spliced GDP,9819.18,.1216709
MAR,1956,1014.86,Derived using data on fixed investment from Mitchell and the spliced GDP,10468.22,.0969467
MAR,1957,886.3965,Derived using data on fixed investment from Mitchell and the spliced GDP,10672.58,.0830536
MAR,1958,1053.399,Derived using data on fixed investment from Mitchell and the spliced GDP,12207.28,.0862927
MAR,1959,976.3207,Derived using data on fixed investment from Mitchell and the spliced GDP,12185.5,.0801215
MAR,1960,1181.862,Derived using data on fixed investment from WDI and the spliced GDP,13484.51,.0876459
MAR,1961,1354.847,Derived using data on fixed investment from WDI and the spliced GDP,13410.34,.1010301
MAR,1962,1480.654,Derived using data on fixed investment from WDI and the spliced GDP,15754.18,.0939849
MAR,1963,1809.688,Derived using data on fixed investment from IMF_IFS and the spliced GDP,17143.96,.1055583
MAR,1964,1758.35,Derived using data on fixed investment from IMF_IFS and the spliced GDP,18026.96,.09754
MAR,1965,1848.192,Derived using data on fixed investment from IMF_IFS and the spliced GDP,19003.49,.0972554
MAR,1966,1963.703,Derived using data on fixed investment from IMF_IFS and the spliced GDP,18549.96,.1058602
MAR,1967,2425.748,Derived using data on fixed investment from IMF_IFS and the spliced GDP,19595.18,.1237931
MAR,1968,2528.425,Derived using data on fixed investment from IMF_IFS and the spliced GDP,22134.36,.1142308
MAR,1969,3118.815,Derived using data on fixed investment from IMF_IFS and the spliced GDP,22097.19,.1411408
MAR,1970,3837.551,Derived using data on fixed investment from UN and the spliced GDP,23505.3,.1632632
MAR,1971,4196.92,Derived using data on fixed investment from UN and the spliced GDP,25102.07,.1671942
MAR,1972,4081.409,Derived using data on fixed investment from UN and the spliced GDP,27415.03,.1488749
MAR,1973,4453.613,Derived using data on fixed investment from UN and the spliced GDP,30091.96,.1480001
MAR,1974,6327.467,Derived using data on fixed investment from UN and the spliced GDP,39379.02,.1606812
MAR,1975,11602.5,Derived using data on fixed investment from UN and the spliced GDP,42748.66,.2714119
MAR,1976,15632.57,Derived using data on fixed investment from UN and the spliced GDP,49734.5,.3143204
MAR,1977,20407.04,Derived using data on fixed investment from UN and the spliced GDP,58422.78,.3492995
MAR,1978,17621.93,Derived using data on fixed investment from UN and the spliced GDP,64751.13,.2721486
MAR,1979,19085.08,Derived using data on fixed investment from UN and the spliced GDP,72840.62,.2620115
MAR,1980,21151.45,Derived using data on fixed investment from UN and the spliced GDP,86988.41,.2431525
MAR,1981,26323.8,Derived using data on fixed investment from UN and the spliced GDP,92788.42,.2836971
MAR,1982,32574.26,Derived using data on fixed investment from UN and the spliced GDP,109073.1,.2986462
MAR,1983,31098.28,Derived using data on fixed investment from UN and the spliced GDP,116399.4,.2671688
MAR,1984,33305.84,Derived using data on fixed investment from UN and the spliced GDP,131897.4,.2525132
MAR,1985,38414.02,Derived using data on fixed investment from UN and the spliced GDP,152056.5,.2526298
MAR,1986,42341.41,Derived using data on fixed investment from UN and the spliced GDP,181150.5,.233736
MAR,1987,40595.9,Derived using data on fixed investment from UN and the spliced GDP,183557.4,.2211619
MAR,1988,47783.29,Derived using data on fixed investment from UN and the spliced GDP,212804,.2245413
MAR,1989,56690.51,Derived using data on fixed investment from UN and the spliced GDP,227691.5,.2489795
MAR,1990,65533.57,Derived using data on fixed investment from UN and the spliced GDP,249905.3,.2622336
MAR,1991,69127.26,Derived using data on fixed investment from UN and the spliced GDP,284552.8,.242933
MAR,1992,69768.99,Derived using data on fixed investment from UN and the spliced GDP,285198.5,.2446331
MAR,1993,72797.96,Derived using data on fixed investment from UN and the spliced GDP,292610.6,.2487878
MAR,1994,74312.45,Derived using data on fixed investment from UN and the spliced GDP,327950.3,.2265967
MAR,1995,77504.41,Derived using data on fixed investment from UN and the spliced GDP,330743.7,.2343337
MAR,1996,79498.91,Derived using data on fixed investment from UN and the spliced GDP,374933.9,.2120345
MAR,1997,84433.83,Derived using data on fixed investment from UN and the spliced GDP,373762.5,.2259023
MAR,1998,97208.12,Derived using data on fixed investment from UN and the spliced GDP,403893.2,.2406778
MAR,1999,105787.7,Derived using data on fixed investment from UN and the spliced GDP,409340.3,.2584346
MAR,2000,110504,Derived using data on fixed investment from UN and the spliced GDP,413345.8,.2673404
MAR,2001,114542.4,Derived using data on fixed investment from UN and the spliced GDP,448042.7,.2556507
MAR,2002,121443.9,Derived using data on fixed investment from UN and the spliced GDP,468032.2,.2594777
MAR,2003,129533.7,Derived using data on fixed investment from UN and the spliced GDP,501230.7,.2584313
MAR,2004,143500,Derived using data on fixed investment from UN and the spliced GDP,530645.4,.2704253
MAR,2005,157055.4,Derived using data on fixed investment from UN and the spliced GDP,554459.7,.2832584
MAR,2006,175652.5,Derived using data on fixed investment from UN and the spliced GDP,606645.3,.2895474
MAR,2007,208216,Derived using data on fixed investment from UN and the spliced GDP,647530,.3215542
MAR,2008,246426.5,Derived using data on fixed investment from UN and the spliced GDP,725097.1,.339853
MAR,2009,236320.4,Derived using data on fixed investment from UN and the spliced GDP,765571.2,.3086851
MAR,2010,239652.9,Derived using data on fixed investment from UN and the spliced GDP,811646.8,.2952675
MAR,2011,256653.4,Derived using data on fixed investment from UN and the spliced GDP,857949.9,.2991473
MAR,2012,273876.9,Derived using data on fixed investment from UN and the spliced GDP,897106.6,.3052891
MAR,2013,272977.1,Derived using data on fixed investment from UN and the spliced GDP,960837.8,.2841032
MAR,2014,273189,Derived using data on fixed investment from UN and the spliced GDP,1001454,.2727924
MAR,2015,280887,Derived using data on fixed investment from UN and the spliced GDP,1078119,.2605343
MAR,2016,316181,Derived using data on fixed investment from UN and the spliced GDP,1094249,.2889479
MAR,2017,325569,Derived using data on fixed investment from UN and the spliced GDP,1148895,.2833758
MAR,2018,335346,Derived using data on fixed investment from UN and the spliced GDP,1195237,.2805686
MAR,2019,339303,Derived using data on fixed investment from UN and the spliced GDP,1239836,.2736676
MAR,2020,304052,Derived using data on fixed investment from UN and the spliced GDP,1152477,.2638248
MAR,2021,337672,Derived using data on fixed investment from UN and the spliced GDP,1276563,.2645165
MAR,2022,357247,Derived using data on fixed investment from UN and the spliced GDP,1330558,.2684941
MAR,2023,374275,Derived using data on fixed investment from UN and the spliced GDP,1463358,.2557645
MAR,2024,426150.9,Derived using data on fixed investment from IMF_IFS and the spliced GDP,1579097,.2698701
MCO,1970,62.77112,Derived using data on fixed investment from UN and the spliced GDP,240.5685,.2609282
MCO,1971,70.73973,Derived using data on fixed investment from UN and the spliced GDP,268.308,.2636512
MCO,1972,79.41805,Derived using data on fixed investment from UN and the spliced GDP,299.4944,.2651738
MCO,1973,92.44204,Derived using data on fixed investment from UN and the spliced GDP,343.5285,.2690957
MCO,1974,110.6481,Derived using data on fixed investment from UN and the spliced GDP,400.6994,.2761374
MCO,1975,117.4698,Derived using data on fixed investment from UN and the spliced GDP,451.4339,.2602148
MCO,1976,133.4761,Derived using data on fixed investment from UN and the spliced GDP,521.7415,.255828
MCO,1977,144.5123,Derived using data on fixed investment from UN and the spliced GDP,587.186,.2461099
MCO,1978,160.9784,Derived using data on fixed investment from UN and the spliced GDP,667.2007,.2412743
MCO,1979,182.9727,Derived using data on fixed investment from UN and the spliced GDP,762.1187,.2400843
MCO,1980,214.9575,Derived using data on fixed investment from UN and the spliced GDP,864.6251,.2486135
MCO,1981,237.4882,Derived using data on fixed investment from UN and the spliced GDP,976.0405,.2433179
MCO,1982,265.6126,Derived using data on fixed investment from UN and the spliced GDP,1121.502,.2368366
MCO,1983,277.5847,Derived using data on fixed investment from UN and the spliced GDP,1244.99,.2229615
MCO,1984,291.6302,Derived using data on fixed investment from UN and the spliced GDP,1353.157,.2155184
MCO,1985,309.7514,Derived using data on fixed investment from UN and the spliced GDP,1450.112,.2136052
MCO,1986,332.8036,Derived using data on fixed investment from UN and the spliced GDP,1559.024,.2134692
MCO,1987,359.9535,Derived using data on fixed investment from UN and the spliced GDP,1638.233,.2197206
MCO,1988,402.0853,Derived using data on fixed investment from UN and the spliced GDP,1770.733,.2270728
MCO,1989,443.489,Derived using data on fixed investment from UN and the spliced GDP,1908.351,.2323938
MCO,1990,473.0299,Derived using data on fixed investment from UN and the spliced GDP,2016.341,.2345982
MCO,1991,485.2841,Derived using data on fixed investment from UN and the spliced GDP,2089.372,.2322631
MCO,1992,475.9765,Derived using data on fixed investment from UN and the spliced GDP,2164.544,.2198969
MCO,1993,448.6531,Derived using data on fixed investment from UN and the spliced GDP,2185.857,.2052527
MCO,1994,455.965,Derived using data on fixed investment from UN and the spliced GDP,2258.102,.201924
MCO,1995,461.7639,Derived using data on fixed investment from UN and the spliced GDP,2331.605,.1980455
MCO,1996,467.7372,Derived using data on fixed investment from UN and the spliced GDP,2396.663,.1951618
MCO,1997,470.6481,Derived using data on fixed investment from UN and the spliced GDP,2474.196,.1902227
MCO,1998,502.1927,Derived using data on fixed investment from UN and the spliced GDP,2587.341,.194096
MCO,1999,542.8408,Derived using data on fixed investment from UN and the spliced GDP,2681.318,.202453
MCO,2000,592.8664,Derived using data on fixed investment from UN and the spliced GDP,2829.806,.2095078
MCO,2001,616.0659,Derived using data on fixed investment from UN and the spliced GDP,2943.901,.2092686
MCO,2002,619.8303,Derived using data on fixed investment from UN and the spliced GDP,3038.884,.2039664
MCO,2003,641.1104,Derived using data on fixed investment from UN and the spliced GDP,3120.868,.2054269
MCO,2004,681.1313,Derived using data on fixed investment from UN and the spliced GDP,3261.256,.2088555
MCO,2005,720.1797,Derived using data on fixed investment from UN and the spliced GDP,3379.697,.21309
MCO,2006,801.9357,Derived using data on fixed investment from UN and the spliced GDP,3653.067,.219524
MCO,2007,970.6353,Derived using data on fixed investment from UN and the spliced GDP,4287.449,.2263899
MCO,2008,1016.009,Derived using data on fixed investment from UN and the spliced GDP,4421.519,.2297874
MCO,2009,842.9097,Derived using data on fixed investment from UN and the spliced GDP,3924.876,.2147609
MCO,2010,871.1418,Derived using data on fixed investment from UN and the spliced GDP,4048.815,.2151597
MCO,2011,950.5934,Derived using data on fixed investment from UN and the spliced GDP,4374.204,.217318
MCO,2012,969.5061,Derived using data on fixed investment from UN and the spliced GDP,4469.845,.2168993
MCO,2013,1051.382,Derived using data on fixed investment from UN and the spliced GDP,4936,.2130029
MCO,2014,1116.798,Derived using data on fixed investment from UN and the spliced GDP,5321.8,.2098535
MCO,2015,1162.46,Derived using data on fixed investment from UN and the spliced GDP,5646.4,.2058763
MCO,2016,1224.782,Derived using data on fixed investment from UN and the spliced GDP,5846.3,.2094969
MCO,2017,1220.886,Derived using data on fixed investment from UN and the spliced GDP,5692.1,.2144879
MCO,2018,1332.599,Derived using data on fixed investment from UN and the spliced GDP,6083.5,.2190513
MCO,2019,1480.633,Derived using data on fixed investment from UN and the spliced GDP,6595.5,.2244914
MCO,2020,1323.816,Derived using data on fixed investment from UN and the spliced GDP,5892.8,.2246498
MCO,2021,1714.609,Derived using data on fixed investment from UN and the spliced GDP,7290.9,.2351711
MCO,2022,1979.931,Derived using data on fixed investment from UN and the spliced GDP,8357.1,.236916
MCO,2023,2138.648,Derived using data on fixed investment from UN and the spliced GDP,9244.1,.2313528
MDA,1990,3.490435,Derived using data on fixed investment from UN and the spliced GDP,15.96268,.2186622
MDA,1991,5.282853,Derived using data on fixed investment from UN and the spliced GDP,31.07861,.1699836
MDA,1992,37.17236,Derived using data on fixed investment from UN and the spliced GDP,230.367,.1613615
MDA,1993,337.6222,Derived using data on fixed investment from UN and the spliced GDP,2185.626,.1544739
MDA,1994,1092.313,Derived using data on fixed investment from UN and the spliced GDP,5684.993,.1921396
MDA,1995,1235.324,Derived using data on fixed investment from UN and the spliced GDP,7776.813,.158847
MDA,1996,1840.089,Derived using data on fixed investment from UN and the spliced GDP,9358.464,.196623
MDA,1997,2120.088,Derived using data on fixed investment from UN and the spliced GDP,10701.96,.1981028
MDA,1998,2403.717,Derived using data on fixed investment from UN and the spliced GDP,10948.16,.2195544
MDA,1999,2714.856,Derived using data on fixed investment from UN and the spliced GDP,14788.06,.1835843
MDA,2000,2954.464,Derived using data on fixed investment from UN and the spliced GDP,19226.32,.1536676
MDA,2001,3811.833,Derived using data on fixed investment from UN and the spliced GDP,22865.23,.1667087
MDA,2002,4399.526,Derived using data on fixed investment from UN and the spliced GDP,27071.05,.1625178
MDA,2003,6126.813,Derived using data on fixed investment from UN and the spliced GDP,33147.62,.1848342
MDA,2004,8109.911,Derived using data on fixed investment from UN and the spliced GDP,38443.84,.2109548
MDA,2005,11062.72,Derived using data on fixed investment from UN and the spliced GDP,45188.95,.2448103
MDA,2006,15165.64,Derived using data on fixed investment from UN and the spliced GDP,53713.21,.2823447
MDA,2007,21773.96,Derived using data on fixed investment from UN and the spliced GDP,64125,.3395549
MDA,2008,25561.53,Derived using data on fixed investment from UN and the spliced GDP,75517.06,.3384868
MDA,2009,16316.92,Derived using data on fixed investment from UN and the spliced GDP,72526.53,.2249786
MDA,2010,19432.91,Derived using data on fixed investment from UN and the spliced GDP,86275.38,.2252428
MDA,2011,22877.8,Derived using data on fixed investment from UN and the spliced GDP,98772.81,.2316205
MDA,2012,24929.09,Derived using data on fixed investment from UN and the spliced GDP,105480.2,.2363391
MDA,2013,27533.04,Derived using data on fixed investment from UN and the spliced GDP,119532.9,.2303386
MDA,2014,34296.92,Derived using data on fixed investment from UN and the spliced GDP,131964.3,.2598955
MDA,2015,35258.82,Derived using data on fixed investment from UN and the spliced GDP,146740.2,.2402806
MDA,2016,35347.39,Derived using data on fixed investment from UN and the spliced GDP,159010.4,.222296
MDA,2017,39470.7,Derived using data on fixed investment from UN and the spliced GDP,176007.3,.224256
MDA,2018,44135.29,Derived using data on fixed investment from UN and the spliced GDP,189062.6,.2334427
MDA,2019,48251.32,Derived using data on fixed investment from UN and the spliced GDP,206256.2,.2339387
MDA,2020,49810.31,Derived using data on fixed investment from UN and the spliced GDP,199733.7,.2493836
MDA,2021,58312.84,Derived using data on fixed investment from UN and the spliced GDP,242078.6,.2408839
MDA,2022,60701.59,Derived using data on fixed investment from UN and the spliced GDP,274488.1,.2211447
MDA,2023,62683.41,Derived using data on fixed investment from UN and the spliced GDP,300466.3,.2086205
MDA,2024,68756.32,Derived using data on fixed investment from IMF_IFS and the spliced GDP,320522.9,.2145129
MDG,1960,2507.466,Derived using data on fixed investment from Mitchell and the spliced GDP,29861.09,.083971
MDG,1961,2183.372,Derived using data on fixed investment from Mitchell and the spliced GDP,31140.28,.0701141
MDG,1962,1995.738,Derived using data on fixed investment from Mitchell and the spliced GDP,33092.89,.0603072
MDG,1963,2746.272,Derived using data on fixed investment from Mitchell and the spliced GDP,37415.63,.0733991
MDG,1964,3036.251,Derived using data on fixed investment from Mitchell and the spliced GDP,40456.81,.0750492
MDG,1965,2729.215,Derived using data on fixed investment from Mitchell and the spliced GDP,41967.52,.0650316
MDG,1966,3820.901,Derived using data on fixed investment from Mitchell and the spliced GDP,44188.41,.0864684
MDG,1967,4332.629,Derived using data on fixed investment from Mitchell and the spliced GDP,47014.22,.0921557
MDG,1968,5083.163,Derived using data on fixed investment from Mitchell and the spliced GDP,50702.36,.100255
MDG,1969,5731.351,Derived using data on fixed investment from Mitchell and the spliced GDP,54590.86,.1049874
MDG,1970,6208.964,Derived using data on fixed investment from UN and the spliced GDP,58455.36,.1062172
MDG,1971,7565.679,Derived using data on fixed investment from UN and the spliced GDP,63072.72,.1199517
MDG,1972,6049.351,Derived using data on fixed investment from UN and the spliced GDP,65557.19,.0922759
MDG,1973,6799.534,Derived using data on fixed investment from UN and the spliced GDP,71416.79,.0952092
MDG,1974,8108.364,Derived using data on fixed investment from UN and the spliced GDP,87378.34,.0927961
MDG,1975,8076.442,Derived using data on fixed investment from UN and the spliced GDP,92628.53,.0871917
MDG,1976,8603.166,Derived using data on fixed investment from UN and the spliced GDP,98699.08,.0871656
MDG,1977,9608.731,Derived using data on fixed investment from UN and the spliced GDP,109715.1,.0875789
MDG,1978,11236.79,Derived using data on fixed investment from UN and the spliced GDP,114051.2,.098524
MDG,1979,24069.71,Derived using data on fixed investment from UN and the spliced GDP,139481.9,.1725651
MDG,1980,25921.23,Derived using data on fixed investment from UN and the spliced GDP,161678,.1603262
MDG,1981,22744.92,Derived using data on fixed investment from UN and the spliced GDP,184928.9,.1229928
MDG,1982,21228.59,Derived using data on fixed investment from UN and the spliced GDP,233469.8,.0909265
MDG,1983,25649.88,Derived using data on fixed investment from UN and the spliced GDP,286206.2,.0896203
MDG,1984,29640.22,Derived using data on fixed investment from UN and the spliced GDP,320895.1,.0923673
MDG,1985,32825.38,Derived using data on fixed investment from UN and the spliced GDP,364092,.0901568
MDG,1986,40412.95,Derived using data on fixed investment from UN and the spliced GDP,516511.9,.0782421
MDG,1987,56244.84,Derived using data on fixed investment from UN and the spliced GDP,642962,.0874777
MDG,1988,92706.59,Derived using data on fixed investment from UN and the spliced GDP,805530.8,.1150876
MDG,1989,108817.1,Derived using data on fixed investment from UN and the spliced GDP,938778,.1159136
MDG,1990,158528.5,Derived using data on fixed investment from UN and the spliced GDP,1078541,.1469842
MDG,1991,81465.74,Derived using data on fixed investment from UN and the spliced GDP,1149981,.0708409
MDG,1992,131400.3,Derived using data on fixed investment from UN and the spliced GDP,1308917,.1003885
MDG,1993,153568,Derived using data on fixed investment from UN and the spliced GDP,1497812,.1025282
MDG,1994,207039.4,Derived using data on fixed investment from UN and the spliced GDP,2120178,.0976519
MDG,1995,304550.3,Derived using data on fixed investment from UN and the spliced GDP,3129559,.0973141
MDG,1996,389861.7,Derived using data on fixed investment from UN and the spliced GDP,3767090,.1034915
MDG,1997,469201.7,Derived using data on fixed investment from UN and the spliced GDP,4191001,.1119546
MDG,1998,604863.6,Derived using data on fixed investment from UN and the spliced GDP,4723126,.1280642
MDG,1999,696631,Derived using data on fixed investment from UN and the spliced GDP,5429406,.128307
MDG,2000,877518.1,Derived using data on fixed investment from UN and the spliced GDP,6093055,.1440194
MDG,2001,1102690,Derived using data on fixed investment from UN and the spliced GDP,6929132,.1591383
MDG,2002,829973.8,Derived using data on fixed investment from UN and the spliced GDP,6975308,.1189874
MDG,2003,1133438,Derived using data on fixed investment from UN and the spliced GDP,7869524,.1440288
MDG,2004,1968532,Derived using data on fixed investment from UN and the spliced GDP,9468050,.2079131
MDG,2005,2313020,Derived using data on fixed investment from UN and the spliced GDP,1.17e+07,.1974144
MDG,2006,3085572,Derived using data on fixed investment from UN and the spliced GDP,1.37e+07,.2249494
MDG,2007,4206196,Derived using data on fixed investment from UN and the spliced GDP,1.60e+07,.2633137
MDG,2008,6924238,Derived using data on fixed investment from UN and the spliced GDP,1.83e+07,.3779087
MDG,2009,6990448,Derived using data on fixed investment from UN and the spliced GDP,1.88e+07,.3715833
MDG,2010,5400669,Derived using data on fixed investment from UN and the spliced GDP,2.09e+07,.2588589
MDG,2011,5774998,Derived using data on fixed investment from UN and the spliced GDP,2.34e+07,.2468603
MDG,2012,5938509,Derived using data on fixed investment from UN and the spliced GDP,2.54e+07,.2336573
MDG,2013,5416319,Derived using data on fixed investment from UN and the spliced GDP,2.74e+07,.1975481
MDG,2014,5527420,Derived using data on fixed investment from UN and the spliced GDP,3.02e+07,.1827815
MDG,2015,6297612,Derived using data on fixed investment from UN and the spliced GDP,3.32e+07,.1895947
MDG,2016,7142581,Derived using data on fixed investment from UN and the spliced GDP,3.76e+07,.1897726
MDG,2017,7447838,Derived using data on fixed investment from UN and the spliced GDP,4.11e+07,.1813942
MDG,2018,9650817,Derived using data on fixed investment from UN and the spliced GDP,4.59e+07,.2103202
MDG,2019,1.08e+07,Derived using data on fixed investment from UN and the spliced GDP,5.10e+07,.212478
MDG,2020,9653871,Derived using data on fixed investment from UN and the spliced GDP,4.94e+07,.1952816
MDG,2021,1.28e+07,Derived using data on fixed investment from UN and the spliced GDP,5.50e+07,.2323219
MDG,2022,1.37e+07,Derived using data on fixed investment from UN and the spliced GDP,6.28e+07,.2183905
MDG,2023,1.40e+07,Derived using data on fixed investment from UN and the spliced GDP,7.03e+07,.1985319
MDG,2024,1.75e+07,Derived using data on fixed investment from WDI and the spliced GDP,7.88e+07,.2222434
MDV,1970,32.20361,Derived using data on fixed investment from UN and the spliced GDP,201.3337,.1599514
MDV,1971,35.70654,Derived using data on fixed investment from UN and the spliced GDP,223.7041,.159615
MDV,1972,38.23152,Derived using data on fixed investment from UN and the spliced GDP,241.2809,.1584523
MDV,1973,42.8683,Derived using data on fixed investment from UN and the spliced GDP,270.0428,.1587463
MDV,1974,54.16021,Derived using data on fixed investment from UN and the spliced GDP,337.1541,.1606393
