ISO3,year,govexp_GDP,nGDP,govexp,source
GBR,1991,37.27398,705884,263111.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,1992,38.85509,730874,283981.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,1993,38.84786,769855,299072.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,1994,38.55954,810794,312638.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,1995,38.54598,851845,328352,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,1996,36.69633,909993,333934,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,1997,35.79381,953405,341260,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,1998,35.38094,998501,353279,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,1999,34.94212,1043248,364533,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2000,35.10055,1100752,386370,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2001,36.09819,1146135,413734,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2002,37.49609,1191439,446743,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2003,38.77762,1258334,487952,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2004,40.03389,1322637,529503,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2005,40.47023,1398749,566077,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2006,40.85662,1472038,601425,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2007,41.09348,1544637,634745,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2008,44.29844,1593600,705940,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2009,47.2531,1548802,731857,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2010,47.23917,1608553,759867,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2011,45.69912,1662590,759789,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2012,45.49117,1713715,779589,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2013,43.72718,1781361,778939,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2014,43.03146,1862514,801467.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2015,42.3177,1916451,810998,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2016,41.5075,1991645,826681.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2017,41.04261,2082482,854705,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2018,40.81677,2152304,878501,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2019,40.79858,2233921,911407.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2020,52.27223,2103486,1099539,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2021,47.9285,2285400,1095358,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2022,46.08495,2526428,1164303,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2023,46.4366,2720029,1263089,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2024,46.32635,2822158,1307403,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2025,46.7307,2929895,1369160,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2026,45.88712,3026054,1388569,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2027,42.743,3131103,1338328,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2028,42.747,3239094,1384616,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GBR,2029,42.66,3350493,1429320,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,1995,15.652,3885.482,608.1556,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,1996,18.404,4069.557,748.9612,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,1997,21.413,4791.688,1026.044,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,1998,18.743,5283.14,990.2189,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,1999,19.679,5963.35,1173.528,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2000,16.917,6357.165,1075.442,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2001,16.822,7020.901,1181.056,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2002,15.985,7843.578,1253.796,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2003,16.083,9009.24,1448.956,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2004,18.853,10334.95,1948.447,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2005,21.608,12224.98,2641.573,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2006,22.657,14506.69,3286.781,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2007,27.651,17877.09,4943.193,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2008,31.774,20066.33,6375.876,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2009,34.835,18920.83,6591.072,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2010,30.963,22148.65,6857.887,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2011,27.132,26099.38,7081.282,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2012,27.734,27896.86,7736.914,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2013,26.597,29137.73,7749.762,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2014,27.515,31722.4,8728.418,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2015,26.992,34548.16,9325.24,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2016,27.816,36553.3,10167.67,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2017,27.21,41339.77,11248.55,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2018,26.722,45374.36,12124.94,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2019,28.671,49726.29,14257.02,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2020,34.107,49788.54,16981.38,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2021,31.189,60724.14,18939.25,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2022,29.022,72860.06,21145.45,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2023,25.55626,80246.08,20507.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2024,30.695,91168.43,27984.15,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2025,29.853,100071.1,29874.21,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2026,29.816,108752.4,32425.61,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2027,29.777,118186,35192.23,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2028,29.765,128438.9,38229.82,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GEO,2029,29.755,139581.1,41532.35,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1950,10.63189,.1424629,.0151465,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1951,12.0871,.1695089,.0204887,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1952,19.00918,.1748552,.0332385,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1953,22.37016,.1720248,.0384822,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1954,17.92586,.1987562,.0356288,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1955,26.10157,.2050785,.0535287,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1956,,.2116019,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1957,19.56891,.2209794,.0432433,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1958,17.87599,.2361819,.0422199,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1959,18.33305,.2683037,.0491883,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1960,20.92471,.2901565,.0607144,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1961,27.78893,.3101882,.086198,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1962,12.5015,.332041,.0415101,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1963,15.3131,.2233017,.0341944,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1964,15.7994,.2587783,.0408854,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1965,14.2033,.3315591,.0470923,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1966,9.11555,.375961,.0342709,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1967,11.5408,.3338377,.0385275,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1968,12.3181,.3833352,.0472196,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1969,11.1893,.4355609,.0487362,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1970,12.1703,.479097,.0583075,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1971,11.6845,.530409,.0619756,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1972,11.4481,.597206,.0683687,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1973,9.35233,.742679,.0694578,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1974,9.51715,.988506,.0940776,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1975,13.2036,1.120637,.1479644,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1976,12.838,1.384346,.1777223,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1977,10.466,2.367995,.2478344,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1978,6.53535,4.451598,.2909275,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1979,9.14025,5.986402,.5471721,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1980,7.773,9.090139,.7065765,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1981,5.816,15.40554,.8959863,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1982,4.765,18.33805,.8738083,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1983,3.635,39.03846,1.419048,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1984,4.881,57.39166,2.801287,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1985,6.361,72.76778,4.628759,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1986,7.817,108.4788,8.47979,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1987,7.894,158.2425,12.49166,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1988,7.832,222.9819,17.46394,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1989,7.805,300.6183,23.46326,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1990,7.096,430.9668,30.58141,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1991,7.639,546.1699,41.72192,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1992,9.968,638.2305,63.61882,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1993,13.171,821.4396,108.1918,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1994,13.851,1104.134,152.9335,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1995,13.93,1644.491,229.0775,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1996,13.356,2405.29,321.2505,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1997,12.899,2993.751,386.164,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1998,12.722,3668.849,466.751,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,1999,11.98,4365.457,522.9817,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2000,12.901,5759.68,743.0563,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2001,14.775,8075.686,1193.182,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2002,11.422,10364.77,1183.864,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2003,12.996,14033.59,1823.806,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2004,14.729,16946.09,2495.99,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2005,13.818,20631.29,2850.832,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2006,15.385,24759.02,3809.175,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2007,17.988,30648.34,5513.023,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2008,17.676,39945.93,7060.842,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2009,17.482,48442.44,8468.708,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2010,19.88,60943.66,12115.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2011,19.526,79175.49,15459.81,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2012,21.977,99690.76,21909.04,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2013,21.564,124477.6,26842.34,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2014,20.966,158684,33269.69,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2015,18.623,183525.6,34177.98,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2016,19.891,219594.6,43679.56,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2017,17.582,262798,46205.14,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2018,20.895,308587.4,64479.34,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2019,22.491,356544.3,80190.38,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2020,31.511,391940.7,123504.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2021,27.212,461694.9,125636.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2022,27.493,614336.3,168899.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2023,19.55147,841632.9,164551.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2024,21.635,1108157,239749.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2025,21.108,1285446,271331.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2026,21.142,1455385,307697.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2027,20.806,1648957,343081.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2028,20.825,1863698,388115.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GHA,2029,21.104,2104421,444117,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1980,35.51728,185712.4,65960,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1981,26.5416,202983.7,53875.13,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1982,40.19478,267937.8,107697,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1983,23.8766,350999.5,83806.74,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1984,16.37498,445769,72994.59,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1985,21.1157,556988.2,117612,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1986,21.2999,974420.3,207550.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1987,23.513,1280968,301194,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1988,24.43138,1656646,404741.6,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1989,7.998641,2107460,168568.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1990,18.717,2578486,482615.3,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1991,16.292,3110758,506804.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1992,13.865,4010089,555998.8,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1993,13.296,4225775,561858.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1994,12.628,4525557,571487.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1995,12.697,5214978,662145.7,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1996,11.979,5526408,662008.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1997,12.724,5886898,749048.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1998,10.595,6068046,642909.5,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,1999,11.622,6592122,766136.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2000,12.657,7458153,943978.4,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2001,15.003,7948832,1192563,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2002,14.563,8060552,1173858,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2003,14.771,9459699,1397292,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2004,13.019,1.13e+07,1468898,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2005,11.009,1.48e+07,1630142,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2006,13.215,2.17e+07,2871332,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2007,8.674,2.64e+07,2287328,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2008,10.085,3.20e+07,3231940,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2009,16.25,3.22e+07,5240368,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2010,20.511,3.92e+07,8049223,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2011,16.041,4.52e+07,7246627,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2012,20.041,5.34e+07,1.07e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2013,18.639,5.79e+07,1.08e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2014,20.208,6.16e+07,1.24e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2015,21.702,6.58e+07,1.43e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2016,16.136,7.71e+07,1.24e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2017,17.346,9.38e+07,1.63e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2018,16.034,1.07e+08,1.71e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2019,14.978,1.23e+08,1.85e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2020,17.131,1.35e+08,2.31e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2021,15.168,1.59e+08,2.42e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2022,14.535,1.70e+08,2.48e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2023,15.96995,1.96e+08,3.13e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2024,16.747,2.14e+08,3.58e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2025,16.117,2.49e+08,4.01e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2026,16.444,2.87e+08,4.71e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2027,16.573,3.28e+08,5.44e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2028,16.568,3.75e+08,6.21e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GIN,2029,16.702,4.24e+08,7.09e+07,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1980,46.01767,1441.458,663.3254,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1981,33.31462,1765.698,588.2357,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1982,35.42337,2039.032,722.2939,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1983,29.55266,2323.238,686.5785,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1984,34.13726,3088.899,1054.466,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1985,33.55033,4234.385,1420.65,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1986,26.53704,5116.142,1357.673,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1987,36.81151,5845.191,2151.703,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1988,32.41211,6952.12,2253.329,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1989,36.07064,8169.822,2946.907,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1990,7.550733,9266.063,699.6557,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1991,28.64482,10019.07,2869.944,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1992,27.60081,10559.56,2914.523,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1993,25.82917,11436.98,2954.078,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1994,24.58024,11887.32,2921.933,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1995,31.34723,12467.43,3908.195,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1996,31.78994,13811.19,4390.57,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1997,26.87965,13623.14,3661.853,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1998,22.9606,14863.01,3412.637,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,1999,22.48877,15429.09,3469.813,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2000,9.538,16638.56,1586.986,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2001,9.681,17921.39,1734.97,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2002,8.595,19140.75,1645.147,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2003,9.302,23093.31,2148.14,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2004,12.377,28885.96,3575.215,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2005,12.947,29367,3802.146,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2006,14.021,29584.43,4148.033,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2007,11.194,31830.61,3563.118,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2008,11.551,34659.28,4003.493,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2009,14.353,38638.12,5545.729,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2010,14.555,43230.71,6292.229,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2011,16.544,41531.71,6871.007,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2012,19.119,45389.3,8677.979,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2013,17.179,49463.6,8497.353,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2014,18.982,51309.1,9739.494,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2015,19.578,58581.1,11469.01,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2016,19.372,64389.9,12473.61,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2017,23.622,70142.2,16568.99,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2018,19.008,80301.8,15263.76,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2019,23.935,90793.8,21731.49,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2020,25.348,93329.8,23657.24,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2021,21.496,105487,22675.49,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2022,22.318,121093.2,27025.58,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2023,23.644,146701.9,34686.2,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2024,22.804,163822,37357.96,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2025,19.543,186237.4,36396.38,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2026,19.482,205577.8,40050.66,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2027,19.085,224332.6,42813.88,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2028,19.018,245408.6,46671.81,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GMB,2029,19.789,269996.6,53429.62,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1980,76.64777,243.918,186.9577,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1981,51.34879,293.4691,150.6928,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1982,54.02013,356.3806,192.5173,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1983,46.37013,424.5089,196.8453,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1984,55.03079,738.3148,406.3004,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1985,39.5737,1017.592,402.6989,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1986,38.59838,2149.203,829.5576,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1987,38.32064,4296.195,1646.33,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1988,47.34248,8068.421,3819.791,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1989,47.7525,17057.27,8145.273,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1990,17.07769,23571.62,4025.487,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1991,9.186,41593.77,3820.804,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1992,10.146,69376.73,7038.963,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1993,13.101,105583.8,13832.54,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1994,18.447,115801.4,21361.89,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1995,8.137,222374.9,18094.64,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1996,8.926,217407,19405.75,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1997,12.737,240723,30660.88,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1998,8.719,221641.3,19324.9,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,1999,12.139,249890,30334.15,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2000,23.514,258220,60717.85,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2001,19.075,278627,53148.1,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2002,14.055,284549.7,39993.46,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2003,17.032,276878,47157.86,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
GNB,2004,22.973,280577,64456.95,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
