ISO3,year,gen_govtax_GDP,source,nGDP,gen_govtax
BLR,2016,25.12103,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,94949,23852.17
BLR,2017,24.16599,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,105748.2,25555.11
BLR,2018,25.06455,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,122319.7,30658.89
BLR,2019,23.80028,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,134732.1,32066.61
BLR,2020,21.87169,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,149720.8,32746.46
BLR,2021,23.56862,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,176879,41687.96
BLR,2022,22.06945,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,193741,42757.56
BLR,2023,24.49075,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,216100.3,52924.59
BOL,1986,10.37088,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7609.769,789.2
BOL,1987,9.429847,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8934.398,842.5001
BOL,1988,8.825135,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,10805.5,953.6
BOL,1989,8.720655,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,12693.91,1106.992
BOL,1990,8.741748,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,15443.14,1350
BOL,1991,9.660713,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,19132.13,1848.3
BOL,1992,10.80539,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,22014.01,2378.7
BOL,1993,11.66321,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,24458.97,2852.7
BOL,1994,12.0631,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,27636.34,3333.8
BOL,1995,12.41071,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,32235.07,4000.6
BOL,1996,15.65084,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,37536.65,5874.801
BOL,1997,16.17333,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,41643.87,6735.201
BOL,1998,17.19137,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,46822.32,8049.4
BOL,1999,15.78531,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,48156.18,7601.6
BOL,2000,16.10753,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,51928.49,8364.399
BOL,2001,15.37189,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,53790.33,8268.59
BOL,2002,16.85361,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,56682.33,9553.017
BOL,2003,16.51176,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,61904.45,10221.52
BOL,2004,18.88745,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,69626.11,13150.6
BOL,2005,21.59675,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,77023.82,16634.64
BOL,2006,24.10049,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,91747.8,22111.67
BOL,2007,24.52062,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,103009.2,25258.49
BRA,2010,23.55768,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3885847,915415.3
BRA,2011,24.10485,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4376382,1054920
BRA,2012,23.64652,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4814760,1138523
BRA,2013,23.47686,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5331619,1251697
BRA,2014,22.75159,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5778953,1314804
BRA,2015,22.99356,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5995787,1378645
BRA,2016,23.06361,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6269327,1445933
BRA,2017,23.13286,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6585479,1523410
BRA,2018,23.67375,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7004141,1658143
BRA,2019,23.66412,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7389131,1748573
BRA,2020,22.55753,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7609597,1716537
BRA,2021,24.42352,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9012142,2201082
BRA,2022,24.67465,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.01e+07,2487125
BRA,2023,23.85855,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.09e+07,2590111
BRB,2003,25.35102,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6613.919,1676.696
BRB,2004,25.77607,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7097.615,1829.486
BRN,2000,23.41062,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,11463.85,2683.759
BRN,2001,22.98207,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,11119.79,2555.558
BRN,2002,22.28525,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,11593.58,2583.658
BRN,2003,29.98936,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,12658.57,3796.223
BRN,2004,27.6951,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,14743.47,4083.219
BRN,2005,33.10337,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,17578.19,5818.973
BRN,2006,30.25475,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,20195.11,6109.98
BRN,2007,34.38573,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,20452.36,7032.692
BRN,2008,36.44287,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,22601.97,8236.807
BRN,2009,23.95701,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,17298.19,4144.128
BTN,2000,9.548279,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,20706.1,1977.076
BTN,2001,8.188572,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,23409.66,1916.917
BTN,2002,9.840231,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,27189.95,2675.554
BTN,2003,9.642299,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,30369.29,2928.298
BTN,2004,8.072095,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,33323.39,2689.896
BTN,2005,8.914286,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,37943.22,3382.367
BTN,2006,9.655361,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,42719.07,4124.68
BTN,2007,8.217583,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,51924.16,4266.911
BTN,2008,9.139707,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,57318.86,5238.775
BTN,2009,10.05897,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,64444.05,6482.408
BTN,2010,12.61855,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,78139.96,9860.132
BTN,2011,12.81502,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,92301.52,11828.46
BTN,2012,14.15956,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,105452.4,14931.59
BTN,2013,13.73963,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,113896.5,15648.96
BTN,2014,12.88869,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,127495.5,16432.51
BTN,2015,13.3008,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,140352.6,18668.02
BTN,2016,12.7403,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,158413.3,20182.32
BTN,2017,12.86316,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,168753.3,21707
BTN,2018,15.34352,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,176673,27107.84
BTN,2019,14.10405,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,192647.8,27171.15
BTN,2020,12.51623,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,182107.4,22792.99
BTN,2021,10.09544,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,204664.4,20661.76
BTN,2022,11.34394,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,227813.7,25843.05
BTN,2023,12.25127,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,249388.2,30553.21
CAN,1990,30.26811,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,695501,210515
CAN,1991,30.72047,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,701773,215588
CAN,1992,30.69167,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,718436,220500
CAN,1993,30.05353,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,747037,224511
CAN,1994,29.66153,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,791972,234911
CAN,1995,29.71017,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,831621,247076
CAN,1996,30.52903,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,859834,262499
CAN,1997,31.15149,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,906926,282521
CAN,1998,31.18586,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,940548,293318
CAN,1999,31.23103,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1007927,314786
CAN,2000,30.69731,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1106071,339534
CAN,2001,29.28016,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1144543,335124
CAN,2002,28.1733,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1193694,336303
CAN,2003,27.86936,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1254747,349690
CAN,2004,28.03678,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1335731,374496
CAN,2005,28.06161,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1421590,398921
CAN,2006,28.25203,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1496604,422821
CAN,2007,28.20226,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1577661,444936
CAN,2008,26.93428,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1657041,446312
CAN,2009,27.59241,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1571334,433569
CAN,2010,26.54774,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1666048,442298
CAN,2011,26.44252,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1774063,469107
CAN,2012,26.65268,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1827201,486998
CAN,2013,26.56259,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1902247,505286
CAN,2014,26.76643,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1994898,533963
CAN,2015,28.15135,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1990441,560336
CAN,2016,28.54989,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2025535,578288
CAN,2017,28.62629,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2140641,612786
CAN,2018,29.03378,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2235675,649101
CAN,2019,28.56581,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2313563,660888
CAN,2020,29.75726,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2220527,660768
CAN,2021,30.433,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2517123,766036
CAN,2022,29.77213,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2813289,837576
CAN,2023,30.19705,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2892140,873341
CHE,1972,21.29468,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,140614.2,29943.34
CHE,1973,22.14458,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,156698.5,34700.23
CHE,1974,22.67151,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,169999.7,38541.5
CHE,1975,24.39006,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,168861.1,41185.33
CHE,1976,25.78883,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,171035.8,44108.13
CHE,1977,25.80691,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,175650.3,45329.9
CHE,1978,25.61901,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,182740.6,46816.33
CHE,1979,24.99572,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,191017.7,47746.25
CHE,1980,23.89694,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,205216.5,49040.45
CHE,1981,23.98959,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,220247.4,52836.45
CHE,1982,24.37101,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,233259.7,56847.74
CHE,1983,24.91405,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,240387.7,59890.33
CHE,1984,25.20306,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,257056.5,64786.12
CHE,1985,25.09175,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,272654.5,68413.79
CHE,1986,26.20992,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,286161.3,75002.65
CHE,1987,25.78691,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,296875.3,76554.98
CHE,1988,26.02922,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,315136.3,82027.52
CHE,1989,25.12904,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,340493.5,85562.73
CHE,1990,24.50916,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,369392.2,90534.91
CHE,1991,24.0712,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,385747.9,92854.15
CHE,1992,24.53228,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,393408.7,96512.13
CHE,1993,24.29502,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,401920.6,97646.7
CHE,1994,25.0759,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,412011.5,103315.6
CHE,1995,25.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,417480.8,105205.2
CHE,1996,25.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,420563.3,108084.8
CHE,1997,25.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,427931.3,108266.6
CHE,1998,26.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,439677.8,114755.9
CHE,1999,26.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,447009.8,117563.6
CHE,2000,27.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,471668.7,128765.5
CHE,2001,26.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,483963.3,129218.2
CHE,2002,27.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,482536.1,131732.3
CHE,2003,26.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,487716.1,129732.5
CHE,2004,26.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,501684.1,131942.9
CHE,2005,26.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,520760.4,136960
CHE,2006,26.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,554025.8,144600.7
CHE,2007,25.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,589458.6,151490.9
CHE,2008,26.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,614077.7,160888.4
CHE,2009,26.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,602735.7,161533.2
CHE,2010,26.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,624004.7,162865.2
CHE,2011,26.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,635659.5,169721.1
CHE,2012,26.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,643763.2,169953.5
CHE,2013,26.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,655113.3,173605
CHE,2014,26.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,665760,176426.4
CHE,2015,27.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,667743.4,181626.2
CHE,2016,27.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,677676.7,185005.7
CHE,2017,27.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,684857.7,190390.4
CHE,2018,27.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,709851.2,195209.1
CHE,2019,27.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,717349.2,199423.1
CHE,2020,28.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,696065.2,199074.6
CHE,2021,27.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,744500.6,205482.2
CHE,2022,27,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,791028,213577.6
CHE,2023,27.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,803978.6,221094.1
CHE,2024,27.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,827485.6,230041
CHL,1974,16.51795,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,10234.4,1690.513
CHL,1975,21.0313,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,39436.77,8294.065
CHL,1976,18.72379,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,143159.3,26804.84
CHL,1977,18.96233,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,320160.2,60709.85
CHL,1978,18.55678,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,542377.8,100647.9
CHL,1979,17.73912,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,859115.7,152399.5
CHL,1980,19.6713,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1196617,235390.1
CHL,1981,20.69223,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1434776,296887.1
CHL,1982,20.2499,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1338191,270982.4
CHL,1983,19.31513,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1708526,330004
CHL,1984,20.17915,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2116863,427164.8
CHL,1985,19.25055,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3050048,587150.9
CHL,1986,18.92524,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3913332,740607.4
CHL,1987,17.70108,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5196729,919877
CHL,1988,15.15498,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6773094,1026461
CHL,1989,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8416443,
CHL,1990,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.06e+07,
CHL,1991,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.38e+07,
CHL,1992,16.68612,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.74e+07,2900037
CHL,1993,17.35295,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.06e+07,3569943
CHL,1994,16.61675,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.45e+07,4068957
CHL,1995,16.15218,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.96e+07,4783489
CHL,1996,17.36363,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.24e+07,5617747
CHL,1997,17.13165,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.59e+07,6158710
CHL,1998,17.21235,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.77e+07,6496518
CHL,1999,16.60464,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3.84e+07,6374952
CHL,2000,17.54387,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.23e+07,7419604
CHL,2001,17.40184,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.55e+07,7920458
CHL,2002,17.56608,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4.84e+07,8508924
CHL,2003,17.25894,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5.28e+07,9120241
CHL,2004,17.74042,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6.02e+07,1.07e+07
CHL,2005,19.47481,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6.83e+07,1.33e+07
CHL,2006,20.82681,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8.17e+07,1.70e+07
CHL,2007,21.57396,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9.03e+07,1.95e+07
CHL,2008,19.70024,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9.37e+07,1.85e+07
CHL,2009,15.90019,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9.61e+07,1.53e+07
CHL,2010,18.79316,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.11e+08,2.08e+07
CHL,2011,20.30261,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.21e+08,2.46e+07
CHL,2012,20.4104,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.30e+08,2.66e+07
CHL,2013,18.88519,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.37e+08,2.59e+07
CHL,2014,18.53267,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.48e+08,2.74e+07
CHL,2015,19.07299,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.59e+08,3.02e+07
CHL,2016,19.0329,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.68e+08,3.21e+07
CHL,2017,19.08571,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.79e+08,3.42e+07
CHL,2018,20.05613,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.90e+08,3.80e+07
CHL,2019,19.46312,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.96e+08,3.81e+07
CHL,2020,17.89559,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.01e+08,3.59e+07
CHL,2021,21.23336,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.39e+08,5.08e+07
CHL,2022,22.91948,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.64e+08,6.05e+07
CHL,2023,19.4913,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.82e+08,5.50e+07
CHN,1952,14.35926,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,67516.04,9694.804
CHN,1953,14.48982,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,81509.45,11810.57
CHN,1954,15.3456,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,85401.23,13105.33
CHN,1955,13.95569,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,90508.88,12631.13
CHN,1956,13.64372,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,102150.1,13937.07
CHN,1957,14.4307,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,106136.9,15316.3
CHN,1958,14.25146,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,129116.7,18401.01
CHN,1959,14.1168,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,139708.4,19722.35
CHN,1960,13.8278,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,139767.2,19326.74
CHN,1961,12.85998,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,120691,15520.83
CHN,1962,13.91994,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,116307.5,16189.94
CHN,1963,13.13895,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,124808.2,16398.49
CHN,1964,12.35945,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,147142.7,18186.04
CHN,1965,11.76075,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,173666.9,20424.52
CHN,1966,11.73079,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,189038.9,22175.77
CHN,1967,10.93943,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,179516.1,19638.04
CHN,1968,10.9635,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,174375.2,19117.63
CHN,1969,11.97713,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,196112.7,23488.66
CHN,1970,12.3127,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,227970,28069.26
CHN,1971,12.69877,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,245690,31199.61
CHN,1972,12.39806,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,255240,31644.8
CHN,1973,12.6377,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,275620,34832.04
CHN,1974,12.72234,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,282770,35974.97
CHN,1975,13.22728,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,303950,40204.33
CHN,1976,13.62591,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,298860,40722.39
CHN,1977,14.38231,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,325000,46742.51
CHN,1978,14.09039,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,367870,51834.3
CHN,1979,13.0923,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,410050,53684.96
CHN,1980,12.43937,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,458760,57066.85
CHN,1981,12.73863,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,493580,62875.34
CHN,1982,13.004,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,537340,69875.7
CHN,1983,12.85839,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,602090,77419.05
CHN,1984,12.99225,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,727850,94564.06
CHN,1985,22.3885,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,909890,203710.8
CHN,1986,20.11293,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,1037620,208695.8
CHN,1987,17.54881,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,1217460,213649.8
CHN,1988,15.71867,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,1518040,238615.7
CHN,1989,15.84707,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,1717970,272247.9
CHN,1990,14.92494,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,1887290,281676.8
CHN,1991,13.56371,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,2200560,298477.5
CHN,1992,12.10157,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,2719450,329096.1
CHN,1993,11.90704,Derived using data on general government tax revenue to GDP from CS1 and the spliced GDP,3567320,424762.2
