ISO3,year,gen_govtax_GDP,source,nGDP,gen_govtax
SOM,2017,2.409462,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.91e+08,4592545
SOM,2018,3.024789,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.91e+08,5786841
SOM,2019,2.9396,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.10e+08,6182465
SOM,2020,2.621409,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.10e+08,5496057
SOM,2021,,Derived using data on general government tax revenue to GDP from  and the spliced GDP,2.30e+08,
SOM,2022,2.70545,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.48e+08,6707700
SOM,2023,3.02767,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2.67e+08,8070156
SRB,2007,24.59414,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2623863,645316.3
SRB,2008,24.42219,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3021364,737883.4
SRB,2009,23.01618,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3173314,730375.7
SRB,2010,23.31364,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3384054,788946.4
SRB,2011,22.23641,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3758417,835736.9
SRB,2012,22.74354,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3967884,902437.2
SRB,2013,22.13155,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4296738,950934.6
SRB,2014,23.2829,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4341967,1010936
SRB,2015,23.71724,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4493630,1065765
SRB,2016,24.66906,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4698763,1159141
SRB,2017,25.4133,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4953980,1258970
SRB,2018,24.97758,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5287994,1320813
SRB,2019,25.37074,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5669235,1438327
SRB,2020,24.77941,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5764148,1428322
SRB,2021,25.70336,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6576024,1690259
SRB,2022,26.30361,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7460139,1962286
SVK,1995,39.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,20027.72,7850.866
SVK,1996,38.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,22248.06,8543.254
SVK,1997,36.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,24578.45,8995.714
SVK,1998,36.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,26795.73,9726.851
SVK,1999,35.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,28614.14,10043.56
SVK,2000,34,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,31632.02,10754.89
SVK,2001,33,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,34307.33,11321.42
SVK,2002,33.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,37272.25,12337.11
SVK,2003,33.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,41210.91,13640.81
SVK,2004,31.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,45996.76,14672.97
SVK,2005,31.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,50275.89,15887.18
SVK,2006,29.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,56349.06,16510.27
SVK,2007,29.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,63180.69,18385.58
SVK,2008,29,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,68556.65,19881.43
SVK,2009,28.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,64055.14,18511.94
SVK,2010,27.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,68726.72,19174.75
SVK,2011,29,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,71629.53,20772.56
SVK,2012,28.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,73727.61,21159.82
SVK,2013,30.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,74642.67,23064.59
SVK,2014,31.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,76562.3,24346.81
SVK,2015,32.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,80376.3,26122.3
SVK,2016,32.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,81621.57,26853.5
SVK,2017,33.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,84960.37,28716.6
SVK,2018,33.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,90275.85,30603.52
SVK,2019,34.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,94547.48,32618.88
SVK,2020,34.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,94320.59,32446.28
SVK,2021,34.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,101960,35584.05
SVK,2022,35.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,110088.6,39081.44
SVK,2023,35.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,122918.9,43267.45
SVK,2024,35.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,132025.3,47265.04
SVK,2025,36.69934,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,140553.4,51582.16
SVK,2026,36.6537,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,146807.6,53810.41
SVK,2027,36.21807,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,153167.1,55474.18
SVN,1992,14.39252,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4534.239,652.5911
SVN,1993,17.53004,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6392.229,1120.56
SVN,1994,20.99243,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8253.648,1732.642
SVN,1995,39.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,10568.33,4153.353
SVN,1996,38.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,12126.65,4656.634
SVN,1997,37.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,13812.39,5152.022
SVN,1998,38.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,15291.05,5825.889
SVN,1999,38.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,17149.43,6602.532
SVN,2000,38.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,18731.92,7136.861
SVN,2001,38.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,20937.56,8019.087
SVN,2002,38.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,23272.63,9053.054
SVN,2003,39,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,25376.34,9896.774
SVN,2004,38.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,27420.88,10666.72
SVN,2005,39.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,28905.74,11417.77
SVN,2006,39,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,31294.44,12204.83
SVN,2007,38.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,34936.91,13345.9
SVN,2008,37.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,37742.05,14228.75
SVN,2009,38,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,35830.35,13615.53
SVN,2010,38.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,36050.78,13951.65
SVN,2011,38.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,36782.21,14050.81
SVN,2012,38.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,35933.58,13834.43
SVN,2013,38.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,36041.27,13839.85
SVN,2014,38.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,37270.93,14274.77
SVN,2015,38.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,38493.89,14820.15
SVN,2016,38.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,40013.16,15405.07
SVN,2017,38.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,42625.48,16325.56
SVN,2018,38.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,45462.43,17457.57
SVN,2019,38.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,48156.45,18443.92
SVN,2020,38.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,46738.7,17900.92
SVN,2021,38.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,52022.64,20236.81
SVN,2022,37.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,56908.77,21568.42
SVN,2023,36.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,63951.24,23470.11
SVN,2024,38.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,66080.81,25507.19
SVN,2025,39.20353,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,69424.03,27216.67
SVN,2026,39.67834,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,73063.09,28990.22
SVN,2027,39.803,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,76792.2,30565.6
SWE,1972,46.29693,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,232584,107679.3
SWE,1973,43.00064,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,258821.5,111294.9
SWE,1974,41.82583,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,292361.8,122282.7
SWE,1975,40.64097,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,343337.2,139535.6
SWE,1976,45.95837,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,388325.3,178468
SWE,1977,49.85614,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,422362.9,210573.9
SWE,1978,50.00357,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,470799,235416.3
SWE,1979,47.11843,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,527710.3,248648.8
SWE,1980,45.08369,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,599561.5,270304.5
SWE,1981,46.19672,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,655093.1,302631.5
SWE,1982,46.13589,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,716896.1,330746.4
SWE,1983,46.4755,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,803238.3,373309
SWE,1984,46.85875,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,901140.8,422263.3
SWE,1985,50.26289,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,979569.3,492359.8
SWE,1986,49.08757,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1069535,525008.8
SWE,1987,53.30233,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1157591,617023.1
SWE,1988,53.15072,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1265229,672478.1
SWE,1989,52.39181,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1401745,734399.6
SWE,1990,53.49433,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1546125,827089.1
SWE,1991,51.70665,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1654451,855461.1
SWE,1992,51.10173,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1651886,844142.5
SWE,1993,46.35719,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,1653554,766541.3
SWE,1994,46.73319,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,1760864,822907.9
SWE,1995,46.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,1904280,877873.1
SWE,1996,48.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,1957808,943663.5
SWE,1997,48.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,2050163,994329.1
SWE,1998,48.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,2154482,1047078
SWE,1999,48.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,2263566,1106884
SWE,2000,48.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,2408824,1177915
SWE,2001,46.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,2507845,1173672
SWE,2002,45.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,2606300,1175441
SWE,2003,45.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,2706996,1237097
SWE,2004,45.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,2820483,1294602
SWE,2005,46.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,2920827,1369868
SWE,2006,46.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3116685,1443025
SWE,2007,45.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3314224,1501344
SWE,2008,44.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3389251,1511606
SWE,2009,44.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3324498,1472753
SWE,2010,43.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3542932,1541175
SWE,2011,42.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3698826,1575700
SWE,2012,42.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3728206,1595672
SWE,2013,43.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3808110,1641295
SWE,2014,42.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3970862,1703500
SWE,2015,43.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,4229970,1835807
SWE,2016,44.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,4393514,1968294
SWE,2017,45,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,4583286,2062479
SWE,2018,44.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,4796006,2148611
SWE,2019,43.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,5038023,2196578
SWE,2020,43.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,5019437,2168397
SWE,2021,43.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,5452104,2388022
SWE,2022,43.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,5853893,2540590
SWE,2023,42.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,6209087,2632653
SWE,2024,42.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,6401565,2714264
SWE,2025,42.1632,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,6553146,2763016
SWE,2026,41.5244,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,6833400,2837529
SWE,2027,41.44907,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,7141134,2959934
SYC,1993,35.35999,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2937.985,1038.871
SYC,1994,31.96715,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2948.739,942.6276
SYC,1995,27.63522,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2923.848,808.0118
SYC,1996,26.93785,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2999.125,807.8996
SYC,1997,26.96494,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3418.889,921.9014
SYC,1998,26.43614,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3868.135,1022.585
SYC,1999,27.2181,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4015.427,1092.923
SYC,2000,26.08089,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4267.358,1112.965
SYC,2001,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4371.393,
SYC,2002,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4591.833,
SYC,2003,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4571.084,
SYC,2004,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4616.3,
SYC,2005,27.30001,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5055.066,1380.034
SYC,2006,24.69255,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5610.253,1385.315
SYC,2007,23.24973,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6955.005,1617.02
SYC,2008,22.3675,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9221.981,2062.727
SYR,2013,5.62443,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,2937561,165221
SYR,2014,3.162887,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,3612015,114243.9
SYR,2015,3.66665,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,4783661,175400.1
SYR,2016,4.042368,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,6223035,251558
SYR,2017,3.710417,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,8608955,319428.1
SYR,2018,4.441186,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,1.00e+07,445593.2
SYR,2019,4.752159,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,1.24e+07,587287.6
SYR,2020,3.41049,Derived using data on general government tax revenue to GDP from AMF and the spliced GDP,1.86e+07,635948.2
THA,1972,11.82255,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,177314.7,20963.12
THA,1973,11.16502,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,231563.3,25854.08
THA,1974,13.30283,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,291089.4,38723.14
THA,1975,11.60365,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,316228.7,36694.08
THA,1976,11.24177,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,361264.3,40612.5
THA,1977,12.17226,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,420703.8,51209.14
THA,1978,12.32676,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,509005.7,62743.89
THA,1979,12.57053,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,582647,73241.8
THA,1980,13.35097,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,686536.2,91659.24
THA,1981,13.75048,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,787963.9,108348.8
THA,1982,12.96452,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,872125.7,113066.9
THA,1983,14.4108,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,954429.3,137540.9
THA,1984,14.4298,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1023946,147753.4
THA,1985,14.0016,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1094857,153297.4
THA,1986,13.929,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1174550,163603.1
THA,1987,13.91932,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1347112,187508.8
THA,1988,15.02426,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1616439,242858
THA,1989,15.8275,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1924426,304588.5
THA,1990,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2263299,
THA,1991,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2583491,
THA,1992,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,2935678,
THA,1993,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3263426,
THA,1994,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,3689090,
THA,1995,17.34059,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4217614,731359
THA,1996,17.71889,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4638604,821909
THA,1997,17.18131,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4710310,809293
THA,1998,15.01261,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4701553,705826
THA,1999,13.9422,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4789826,667807
THA,2000,14.06507,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5069820,713073.8
THA,2001,14.29812,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5345001,764234.5
THA,2002,14.68103,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,5769578,847033.4
THA,2003,15.79517,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6317303,997828.7
THA,2004,16.25885,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6954280,1130686
THA,2005,17.52391,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7614413,1334343
THA,2006,16.74953,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8400647,1407069
THA,2007,16.23264,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9076303,1473324
THA,2008,16.34606,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9706929,1586700
THA,2009,15.34212,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9658664,1481844
THA,2010,16.08101,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.08e+07,1738059
THA,2011,17.74044,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.13e+07,2005896
THA,2012,16.76213,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.24e+07,2071355
THA,2013,18.44204,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.29e+07,2381819
THA,2014,17.25119,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.32e+07,2282386
THA,2015,17.63425,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.37e+07,2423559
THA,2016,16.79228,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.46e+07,2450051
THA,2017,16.27087,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.55e+07,2520140
THA,2018,16.46173,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.64e+07,2695335
THA,2019,16.13844,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.69e+07,2725648
THA,2020,15.71274,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.57e+07,2460818
THA,2021,15.56995,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.62e+07,2520559
THA,2022,15.79927,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.74e+07,2745599
THA,2023,16.19447,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1.79e+07,2902246
TJK,2000,13.06753,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,1787,233.5168
TJK,2001,13.70428,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,2564.1,351.3915
TJK,2002,14.70981,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,3375.1,496.4708
TJK,2003,12.84281,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,4760.5,611.3818
TJK,2004,12.67521,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,6167.1,781.693
TJK,2005,16.5474,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,7206.5,1192.489
TJK,2006,16.79073,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,9335,1567.415
TJK,2007,17.87432,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,12804.1,2288.646
TJK,2008,18.62664,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,17706.8,3298.181
TJK,2009,17.73808,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,20628.1,3659.029
TJK,2010,17.98633,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,24706.9,4443.864
TJK,2011,19.45024,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,30071.1,5848.899
TJK,2012,19.63936,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,36475.07,7163.468
TJK,2013,20.80764,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,41227.72,8578.516
TJK,2014,22.73092,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,46797.11,10637.42
TJK,2015,20.8,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,50977.8,10603.38
TJK,2016,20.4,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,54790.3,11177.22
TJK,2017,20.3,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,64434.3,13080.16
TJK,2018,20.5,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,71059.2,14567.14
TJK,2019,19.9,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,79109.8,15742.85
TJK,2020,18.3,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,83958.3,15364.37
TJK,2021,16.5493,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,101076.3,16727.42
TJK,2022,16.48773,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,118181.7,19485.48
TJK,2023,16.88853,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,130791.5,22088.75
TKM,2000,23.03922,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,5129.6,1181.82
TKM,2001,22.16181,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,7023.794,1556.6
TKM,2002,17.40078,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,9047.982,1574.419
TKM,2003,18.34854,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,11881.2,2180.026
TKM,2004,20.90994,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,14764,3087.143
TKM,2005,,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,17860.7,
TKM,2006,,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,22248.9,
TKM,2007,,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,27000.2,
TKM,2008,,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,49470,
TKM,2009,,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,57611,
TKM,2010,,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,64362,
TKM,2011,17.4558,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,83315,14543.3
TKM,2012,20.23998,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,100218.2,20284.14
TKM,2013,17.68514,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,111713,19756.6
TKM,2014,16.99017,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,124044,21075.29
TKM,2015,15.56,Derived using data on general government tax revenue to GDP from ADB and the spliced GDP,125298.7,19496.48
TLS,2010,110.1828,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,881.9094,971.7122
TLS,2011,135.5005,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1042.535,1412.639
TLS,2012,147.6613,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,1160.555,1713.69
