ISO3,year,nGDP,source,USDfx,nGDP_USD
KEN,1996,859737.7,Derived using data on nominal GDP from UN and the spliced USD exchange rate,57.11487,15052.78
KEN,1997,962440,Derived using data on nominal GDP from UN and the spliced USD exchange rate,58.73184,16387.02
KEN,1998,1063767,Derived using data on nominal GDP from UN and the spliced USD exchange rate,60.3667,17621.75
KEN,1999,1131614,Derived using data on nominal GDP from UN and the spliced USD exchange rate,70.32622,16090.92
KEN,2000,1207090,Derived using data on nominal GDP from UN and the spliced USD exchange rate,76.17554,15846.16
KEN,2001,1282392,Derived using data on nominal GDP from UN and the spliced USD exchange rate,78.56319,16323.06
KEN,2002,1302004,Derived using data on nominal GDP from UN and the spliced USD exchange rate,78.74915,16533.57
KEN,2003,1422894,Derived using data on nominal GDP from UN and the spliced USD exchange rate,75.93557,18738.18
KEN,2004,1602103,Derived using data on nominal GDP from UN and the spliced USD exchange rate,79.17387,20235.25
KEN,2005,1780001,Derived using data on nominal GDP from UN and the spliced USD exchange rate,75.55411,23559.29
KEN,2006,2039921,Derived using data on nominal GDP from UN and the spliced USD exchange rate,72.10084,28292.62
KEN,2007,2356884,Derived using data on nominal GDP from UN and the spliced USD exchange rate,67.31763,35011.39
KEN,2008,2720319,Derived using data on nominal GDP from UN and the spliced USD exchange rate,69.17532,39324.98
KEN,2009,3275643,Derived using data on nominal GDP from UN and the spliced USD exchange rate,77.35201,42347.22
KEN,2010,3597630,Derived using data on nominal GDP from UN and the spliced USD exchange rate,79.23315,45405.61
KEN,2011,4162514,Derived using data on nominal GDP from UN and the spliced USD exchange rate,88.81077,46869.48
KEN,2012,4798800,Derived using data on nominal GDP from UN and the spliced USD exchange rate,84.5296,56770.64
KEN,2013,5311324,Derived using data on nominal GDP from UN and the spliced USD exchange rate,86.12288,61671.46
KEN,2014,6003838,Derived using data on nominal GDP from UN and the spliced USD exchange rate,87.92216,68285.83
KEN,2015,6884327,Derived using data on nominal GDP from UN and the spliced USD exchange rate,98.17845,70120.55
KEN,2016,7594064,Derived using data on nominal GDP from UN and the spliced USD exchange rate,101.5044,74815.14
KEN,2017,8483396,Derived using data on nominal GDP from UN and the spliced USD exchange rate,103.41,82036.52
KEN,2018,9340307,Derived using data on nominal GDP from UN and the spliced USD exchange rate,101.3016,92202.98
KEN,2019,1.02e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,101.9913,100378.4
KEN,2020,1.07e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,106.4508,100657.5
KEN,2021,1.20e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,109.6377,109703.7
KEN,2022,1.35e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,117.866,114449
KEN,2023,1.51e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,139.8464,108038.6
KEN,2024,1.63e+07,Derived using data on nominal GDP from WDI and the spliced USD exchange rate,134.8225,120941.5
KEN,2025,1.80e+07,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,156.8545,114481.9
KEN,2026,1.98e+07,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,170.2634,116351.3
KEN,2027,2.18e+07,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,178.6707,122268.7
KEN,2028,2.40e+07,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,183.942,130711.9
KEN,2029,2.65e+07,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,189.2238,140068.7
KGZ,1990,42.8,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.00333,12852.85
KGZ,1991,92.5,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.00875,10571.43
KGZ,1992,741.3,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.966,767.3913
KGZ,1993,5354.7,Derived using data on nominal GDP from UN and the spliced USD exchange rate,6.000525,892.3719
KGZ,1994,12019.2,Derived using data on nominal GDP from UN and the spliced USD exchange rate,10.84168,1108.61
KGZ,1995,16145.1,Derived using data on nominal GDP from UN and the spliced USD exchange rate,10.82188,1491.894
KGZ,1996,23399.3,Derived using data on nominal GDP from UN and the spliced USD exchange rate,12.80956,1826.706
KGZ,1997,30685.7,Derived using data on nominal GDP from UN and the spliced USD exchange rate,17.36249,1767.356
KGZ,1998,34181.4,Derived using data on nominal GDP from UN and the spliced USD exchange rate,20.83757,1640.374
KGZ,1999,48744,Derived using data on nominal GDP from UN and the spliced USD exchange rate,39.00773,1249.598
KGZ,2000,65357.9,Derived using data on nominal GDP from UN and the spliced USD exchange rate,47.70383,1370.076
KGZ,2001,73883.3,Derived using data on nominal GDP from UN and the spliced USD exchange rate,48.37796,1527.21
KGZ,2002,75366.7,Derived using data on nominal GDP from UN and the spliced USD exchange rate,46.93707,1605.697
KGZ,2003,83871.6,Derived using data on nominal GDP from UN and the spliced USD exchange rate,43.64838,1921.529
KGZ,2004,94350.7,Derived using data on nominal GDP from UN and the spliced USD exchange rate,42.64994,2212.212
KGZ,2005,100899.2,Derived using data on nominal GDP from UN and the spliced USD exchange rate,41.01182,2460.247
KGZ,2006,113800.1,Derived using data on nominal GDP from UN and the spliced USD exchange rate,40.1529,2834.169
KGZ,2007,141897.7,Derived using data on nominal GDP from UN and the spliced USD exchange rate,37.31626,3802.571
KGZ,2008,187991.9,Derived using data on nominal GDP from UN and the spliced USD exchange rate,36.57459,5139.959
KGZ,2009,201222.9,Derived using data on nominal GDP from UN and the spliced USD exchange rate,42.90411,4690.062
KGZ,2010,220369.3,Derived using data on nominal GDP from UN and the spliced USD exchange rate,45.96426,4794.362
KGZ,2011,285989.1,Derived using data on nominal GDP from UN and the spliced USD exchange rate,46.1439,6197.766
KGZ,2012,310471,Derived using data on nominal GDP from UN and the spliced USD exchange rate,47.00448,6605.137
KGZ,2013,355294.8,Derived using data on nominal GDP from UN and the spliced USD exchange rate,48.43806,7335.034
KGZ,2014,400694,Derived using data on nominal GDP from UN and the spliced USD exchange rate,53.65406,7468.103
KGZ,2015,435238.7,Derived using data on nominal GDP from UN and the spliced USD exchange rate,64.4621,6751.854
KGZ,2016,486899.2,Derived using data on nominal GDP from UN and the spliced USD exchange rate,69.91406,6964.253
KGZ,2017,548227.2,Derived using data on nominal GDP from UN and the spliced USD exchange rate,68.86667,7960.704
KGZ,2018,594931,Derived using data on nominal GDP from UN and the spliced USD exchange rate,68.84032,8642.188
KGZ,2019,654015.2,Derived using data on nominal GDP from UN and the spliced USD exchange rate,69.78935,9371.274
KGZ,2020,639688.6,Derived using data on nominal GDP from UN and the spliced USD exchange rate,77.34612,8270.469
KGZ,2021,782854.3,Derived using data on nominal GDP from UN and the spliced USD exchange rate,84.64082,9249.134
KGZ,2022,1020745,Derived using data on nominal GDP from UN and the spliced USD exchange rate,84.11623,12134.93
KGZ,2023,1228899,Derived using data on nominal GDP from UN and the spliced USD exchange rate,87.85612,13987.63
KGZ,2024,1403510,Derived using data on nominal GDP from IMF_IFS and the spliced USD exchange rate,87.15031,16104.47
KGZ,2025,1547208,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,88.13623,17554.73
KGZ,2026,1690988,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,90.58865,18666.67
KGZ,2027,1864235,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,93.42504,19954.34
KGZ,2028,2037500,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,96.25707,21167.27
KGZ,2029,2227133,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,99.17783,22455.96
KHM,1960,7234.557,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35,206.7016
KHM,1961,7299.44,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35,208.5554
KHM,1962,7494.092,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35,214.1169
KHM,1963,8272.699,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35,236.3628
KHM,1964,8889.097,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35,253.9742
KHM,1965,9862.355,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35,281.7816
KHM,1966,10381.43,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35,296.6122
KHM,1967,10932.94,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35,312.3697
KHM,1968,12100.85,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,35,345.7386
KHM,1969,13528.3,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,43.55833,310.5788
KHM,1970,12944.34,Derived using data on nominal GDP from UN and the spliced USD exchange rate,55.54,233.0634
KHM,1971,17488.32,Derived using data on nominal GDP from UN and the spliced USD exchange rate,75.82167,230.6507
KHM,1972,9122.603,Derived using data on nominal GDP from UN and the spliced USD exchange rate,162.25,56.22559
KHM,1973,12421.98,Derived using data on nominal GDP from UN and the spliced USD exchange rate,244.9167,50.71923
KHM,1974,10601.73,Derived using data on nominal GDP from UN and the spliced USD exchange rate,391.125,27.10573
KHM,1975,10673.69,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4,2668.421
KHM,1976,10545.76,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4,2636.44
KHM,1977,10401.85,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4,2600.461
KHM,1978,10239.28,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4,2559.819
KHM,1979,10148.66,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4,2537.166
KHM,1980,10148.66,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4,2537.166
KHM,1981,10276.59,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4,2569.147
KHM,1982,9914.135,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4,2478.534
KHM,1983,12456.63,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4.2,2965.865
KHM,1984,21611.21,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,3087.316
KHM,1985,20507.87,Derived using data on nominal GDP from UN and the spliced USD exchange rate,7,2929.695
KHM,1986,54770.26,Derived using data on nominal GDP from UN and the spliced USD exchange rate,19.6,2794.401
KHM,1987,119541.8,Derived using data on nominal GDP from UN and the spliced USD exchange rate,51.3,2330.25
KHM,1988,236400,Derived using data on nominal GDP from UN and the spliced USD exchange rate,108.8,2172.794
KHM,1989,291219.6,Derived using data on nominal GDP from UN and the spliced USD exchange rate,216,1348.239
KHM,1990,723652.9,Derived using data on nominal GDP from UN and the spliced USD exchange rate,426.25,1697.719
KHM,1991,1614967,Derived using data on nominal GDP from UN and the spliced USD exchange rate,718.3333,2248.213
KHM,1992,3031762,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1266.583,2393.653
KHM,1993,6544640,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2689,2433.856
KHM,1994,6811570,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2545.25,2676.189
KHM,1995,8110680,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2450.833,3309.356
KHM,1996,9201921,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2624.083,3506.719
KHM,1997,1.01e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2946.25,3443.472
KHM,1998,1.18e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,3744.417,3163.536
KHM,1999,1.37e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,3807.833,3588.277
KHM,2000,1.45e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,3840.75,3785.479
KHM,2001,1.62e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,3916.333,4138.445
KHM,2002,1.77e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,3912.083,4516.146
KHM,2003,2.02e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,3973.333,5072.737
KHM,2004,2.40e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4016.25,5982.726
KHM,2005,2.93e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4092.5,7153.257
KHM,2006,3.44e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4103.25,8382.649
KHM,2007,4.07e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4056.167,10038.24
KHM,2008,4.99e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4054.167,12304.68
KHM,2009,5.30e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4139.333,12811.73
KHM,2010,5.75e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4184.917,13732.69
KHM,2011,6.52e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4058.5,16070.88
KHM,2012,7.16e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4033,17754.81
KHM,2013,7.93e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4027.25,19680.21
KHM,2014,8.90e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4037.5,22041.46
KHM,2015,9.78e+07,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4067.75,24036.94
KHM,2016,1.07e+08,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4058.695,26468.11
KHM,2017,1.18e+08,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4050.58,29082.92
KHM,2018,1.33e+08,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4051.167,32803.77
KHM,2019,1.46e+08,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4061.149,35983.22
KHM,2020,1.41e+08,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4092.783,34418.02
KHM,2021,1.48e+08,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4098.723,36163.46
KHM,2022,1.63e+08,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4102.038,39615.58
KHM,2023,1.76e+08,Derived using data on nominal GDP from UN and the spliced USD exchange rate,4110.653,42824.1
KHM,2024,1.91e+08,Derived using data on nominal GDP from WDI and the spliced USD exchange rate,4072.397,46887.44
KHM,2025,2.08e+08,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,4104.188,50620.68
KHM,2026,2.27e+08,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,4115.309,55159.42
KHM,2027,2.48e+08,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,4126.527,60049.42
KHM,2028,2.70e+08,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,4137.723,65310.48
KHM,2029,2.95e+08,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,4148.96,71005.9
KIR,1970,18.03173,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.892857,20.19554
KIR,1971,17.69749,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.88267,20.04995
KIR,1972,19.57305,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.838698,23.33742
KIR,1973,25.8003,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.704114,36.64222
KIR,1974,39.73161,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.696666,57.03107
KIR,1975,42.95281,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.763871,56.23045
KIR,1976,32.20383,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.818284,39.35532
KIR,1977,31.36827,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.901825,34.7831
KIR,1978,33.16792,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.873659,37.96437
KIR,1979,30.83487,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.894641,34.4662
KIR,1980,29.12057,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.878244,33.15772
KIR,1981,30.6903,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.870215,35.26749
KIR,1982,32.27983,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.985863,32.74271
KIR,1983,34.41107,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.110015,31.00055
KIR,1984,39.19281,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.139519,34.39417
KIR,1985,37.41057,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.431895,26.12661
KIR,1986,38.88486,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.495974,25.99301
KIR,1987,42.20902,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.42818,29.55441
KIR,1988,48.99335,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.279908,38.27881
KIR,1989,47.60616,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.264597,37.64532
KIR,1990,46.80251,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.281057,36.53429
KIR,1991,52.95208,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.283756,41.24777
KIR,1992,83.72964,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.361648,61.4914
KIR,1993,86.69485,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.47056,58.95363
KIR,1994,91.71504,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.367751,67.05537
KIR,1995,92.53876,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.349033,68.59637
KIR,1996,104.0907,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.277863,81.45684
KIR,1997,108.0677,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.34738,80.20579
KIR,1998,119.237,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.591828,74.90572
KIR,1999,119.8483,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.54995,77.32394
KIR,2000,129.2077,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.724827,74.91055
KIR,2001,125.5497,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.933443,64.93581
KIR,2002,137.5708,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.840563,74.74389
KIR,2003,148.1866,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.541914,96.10564
KIR,2004,141.531,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.359753,104.0858
KIR,2005,149.143,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.309473,113.8955
KIR,2006,149.1823,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.327973,112.3384
KIR,2007,164.9856,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.195073,138.0549
KIR,2008,175.2715,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.192178,147.0179
KIR,2009,179.7339,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.282189,140.1774
KIR,2010,180.3761,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.090159,165.4585
KIR,2011,189.9858,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.969463,195.9701
KIR,2012,199.9223,Derived using data on nominal GDP from UN and the spliced USD exchange rate,.965801,207.0016
KIR,2013,208.9615,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.035843,201.7309
KIR,2014,222.1913,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.109363,200.2873
KIR,2015,254.9828,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.33109,191.5594
KIR,2016,277.7434,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.345214,206.4678
KIR,2017,290.7989,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.304758,222.8757
KIR,2018,312.5389,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.338412,233.5147
KIR,2019,312.1349,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.438507,216.9854
KIR,2020,320.9836,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.453085,220.898
KIR,2021,379.7448,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.331224,285.2599
KIR,2022,389.3076,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.441664,270.0405
KIR,2023,434.4143,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.505191,288.6107
KIR,2024,466.522,Derived using data on nominal GDP from WDI and the spliced USD exchange rate,1.515358,307.8625
KIR,2025,497.2926,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.504505,330.5358
KIR,2026,523.1002,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.501425,348.4026
KIR,2027,546.9226,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.505464,363.2916
KIR,2028,567.7672,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.505263,377.188
KIR,2029,590.597,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,1.502525,393.0696
KNA,1960,3.589548,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,1.71429,2.093898
KNA,1961,3.623411,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,1.71429,2.113651
KNA,1962,3.640343,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,1.71429,2.123528
KNA,1963,10.49357,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,1.71429,6.121234
KNA,1964,13.20066,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,1.71429,7.700366
KNA,1965,16.60612,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,1.71429,9.686876
KNA,1966,20.8901,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,1.71429,12.18586
KNA,1967,25.82579,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,1.761908,14.65785
KNA,1968,32.0477,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,2,16.02385
KNA,1969,39.86261,Derived using data on nominal GDP from IMF_GDD and the spliced USD exchange rate,2,19.9313
KNA,1970,49.69048,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2,24.84524
KNA,1971,58.9884,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.974873,29.86946
KNA,1972,67.21934,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.921278,34.98678
KNA,1973,72.24935,Derived using data on nominal GDP from UN and the spliced USD exchange rate,1.959219,36.87661
KNA,1974,98.61884,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.053232,48.03103
KNA,1975,110.3556,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.169796,50.85987
KNA,1976,112.3708,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.614671,42.97703
KNA,1977,120.14,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,44.4963
KNA,1978,133.47,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,49.43333
KNA,1979,158.87,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,58.84074
KNA,1980,184.84,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,68.45926
KNA,1981,218.4,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,80.88889
KNA,1982,232.26,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,86.02222
KNA,1983,234.56,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,86.87407
KNA,1984,266.23,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,98.60371
KNA,1985,299.72,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,111.0074
KNA,1986,352.85,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,130.6852
KNA,1987,398.92,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,147.7482
KNA,1988,466.27,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,172.6926
KNA,1989,519.8,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,192.5185
KNA,1990,586.6,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,217.2592
KNA,1991,595.46,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,220.5407
KNA,1992,653.77,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,242.137
KNA,1993,712.14,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,263.7556
KNA,1994,796.93,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,295.1592
KNA,1995,846.41,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,313.4852
KNA,1996,901.65,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,333.9445
KNA,1997,1010.52,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,374.2667
KNA,1998,1033.76,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,382.8741
KNA,1999,1096.71,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,406.1889
KNA,2000,1181.14,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,437.4593
KNA,2001,1294.23,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,479.3444
KNA,2002,1348.31,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,499.3741
KNA,2003,1304.99,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,483.3296
KNA,2004,1423.5,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,527.2222
KNA,2005,1549.7,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,573.963
KNA,2006,1816.75,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,672.8704
KNA,2007,1936.27,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,717.137
KNA,2008,2099.77,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,777.6926
KNA,2009,2090.54,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,774.274
KNA,2010,2102.54,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,778.7185
KNA,2011,2257.45,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,836.0925
KNA,2012,2228.53,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,825.3815
KNA,2013,2362.22,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,874.8962
KNA,2014,2573.56,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,953.1703
KNA,2015,2584.5,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,957.2222
KNA,2016,2718.41,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,1006.818
KNA,2017,2853.84,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,1056.978
KNA,2018,2906.68,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,1076.548
KNA,2019,2991.21,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,1107.855
KNA,2020,2386.59,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,883.9222
KNA,2021,2318.28,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,858.6222
KNA,2022,2649.86,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,981.4296
KNA,2023,2856.32,Derived using data on nominal GDP from UN and the spliced USD exchange rate,2.7,1057.896
KNA,2024,2909.233,Derived using data on nominal GDP from IMF_IFS and the spliced USD exchange rate,2.7,1077.494
KNA,2025,3072.046,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,2.699918,1137.829
KNA,2026,3254.397,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,2.701158,1204.815
KNA,2027,3423.722,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,2.699927,1268.08
KNA,2028,3593.047,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,2.700699,1330.414
KNA,2029,3770.746,Derived using data on nominal GDP from IMF_WEO_forecast and the spliced USD exchange rate,2.7002,1396.469
