ISO3,year,cgovtax_GDP,source,nGDP,cgovtax
ITA,2008,23.6,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1643914,387963.7
ITA,2009,24,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1584003,380160.6
ITA,2010,23.9,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1617061,386477.6
ITA,2011,23.8,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1659065,394857.5
ITA,2012,25.1,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1633748,410070.6
ITA,2013,25.3,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1621976,410359.8
ITA,2014,25.1,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1637862,411103.3
ITA,2015,25,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1662989,415747.2
ITA,2016,25.2,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1706567,430054.8
ITA,2017,24.8,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1747671,433422.5
ITA,2018,24.4,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1778395,433928.4
ITA,2019,24.8,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1804505,447517.2
ITA,2020,25,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1668855,417213.7
ITA,2021,25,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1838939,459734.8
ITA,2022,24.7,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,1995937,492996.4
ITA,2023,24.9,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,2128815,530074.9
ITA,2024,25.8,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,2183692,563392.6
JOR,2008,17.23182,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,16079.84,2770.849
JOR,2009,16.54585,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,17421.49,2882.534
JOR,2010,15.56138,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,19265,2997.9
JOR,2011,14.67502,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,20962.1,3076.193
JOR,2012,14.9569,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,22460.5,3359.394
JOR,2013,14.94605,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,24462.7,3656.208
JOR,2014,,Derived using data on central government tax revenue to GDP from  and the spliced GDP,26161.8,
JOR,2015,,Derived using data on central government tax revenue to GDP from  and the spliced GDP,27396.8,
JOR,2016,,Derived using data on central government tax revenue to GDP from  and the spliced GDP,28323.5,
JOR,2017,,Derived using data on central government tax revenue to GDP from  and the spliced GDP,29542,
JOR,2018,14.7532,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,30793.3,4542.997
JOR,2019,,Derived using data on central government tax revenue to GDP from  and the spliced GDP,31597.1,
JOR,2020,,Derived using data on central government tax revenue to GDP from  and the spliced GDP,31027.27,
JOR,2021,17.1456,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,32870.23,5635.799
JOR,2022,17.53768,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,34543.9,6058.199
JOR,2023,17.18458,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,36077.69,6199.8
JPN,1885,6.331003,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,872.3307,55.22728
JPN,1886,8.154314,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,872.6331,71.15724
JPN,1887,8.270245,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,880.8987,72.85248
JPN,1888,7.789529,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,867.6938,67.58926
JPN,1889,7.711258,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,945.6129,72.91865
JPN,1890,6.131752,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,1182.697,72.52001
JPN,1891,5.583106,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,1089.859,60.84797
JPN,1892,5.893119,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,1157.799,68.23046
JPN,1893,5.788935,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,1177.656,68.17377
JPN,1894,5.265566,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,1400.426,73.74037
JPN,1895,4.769916,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,1537.516,73.3382
JPN,1896,4.861191,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,1599.81,77.76984
JPN,1897,4.617367,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,1925.296,88.898
JPN,1898,4.902665,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,2451.275,120.1778
JPN,1899,6.16866,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,2212.781,136.4989
JPN,1900,6.293452,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,2512.764,158.1396
JPN,1901,6.512947,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,2539.779,165.4144
JPN,1902,6.948291,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,2476.072,172.0447
JPN,1903,6.452474,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,2832.202,182.7471
JPN,1904,7.838738,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,2964.251,232.3599
JPN,1905,10.41333,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,3083.196,321.0633
JPN,1906,11.27413,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,3592.341,405.005
JPN,1907,10.64553,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,4022.559,428.2226
JPN,1908,10.8397,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,4066.105,440.7536
JPN,1909,10.86858,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,3965.405,430.9834
JPN,1910,10.35381,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,3995.746,413.7118
JPN,1911,9.437001,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,4630.792,437.0078
JPN,1912,9.636031,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,5125.724,493.9163
JPN,1913,9.407967,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,5335.39,501.9517
JPN,1914,9.09732,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,4886.826,444.5702
JPN,1915,8.403802,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,5154.956,433.2123
JPN,1916,7.576818,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,6628.665,502.2418
JPN,1917,6.658879,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,8799.915,585.9756
JPN,1918,5.885643,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,11674.76,687.1344
JPN,1919,6.604269,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,15784.41,1042.445
JPN,1920,6.012874,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,15594.9,937.7017
JPN,1921,7.147974,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,15309.63,1094.329
JPN,1922,7.335316,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,15607,1144.823
JPN,1923,6.948453,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,15852.95,1101.535
JPN,1924,7.476611,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,16663.39,1245.857
JPN,1925,7.237138,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,17300.45,1252.058
JPN,1926,7.283821,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,16790.4,1222.983
JPN,1927,7.242496,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,16274.3,1178.665
JPN,1928,7.324687,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,17104.9,1252.88
JPN,1929,7.245609,Derived using data on central government tax revenue to GDP from AHSTAT and the spliced GDP,17330.69,1255.714
JPN,1930,7.549985,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,14569.76,1100.014
JPN,1931,7.414246,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,13090,970.5248
JPN,1932,6.707185,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,14373.19,964.0367
JPN,1933,6.917499,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,16290.43,1126.89
JPN,1934,7.287171,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,17113.97,1247.124
JPN,1935,7.404633,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,18248.99,1351.271
JPN,1936,8.027884,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,20061.39,1610.505
JPN,1937,8.255282,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,23504.74,1940.383
JPN,1938,9.496084,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,27444.04,2606.109
JPN,1939,8.511117,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,34087.83,2901.255
JPN,1940,8.650249,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,39829.45,3445.346
JPN,1941,8.273478,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,45389.96,3755.328
JPN,1942,9.809323,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,54982.34,5393.396
JPN,1943,10.26903,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,64526.21,6626.213
JPN,1944,12.36691,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,75322.7,9315.091
JPN,1945,,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,,
JPN,1946,6.527873,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,493507.9,32215.57
JPN,1947,12.93642,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1362873,176307
JPN,1948,15.01987,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2713252,407526.9
JPN,1949,17.91517,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3513901,629521.4
JPN,1950,14.91624,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4109442,612974.4
JPN,1951,14.49346,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5691444,824887.2
JPN,1952,14.77269,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,6424982,949142.9
JPN,1953,14.39336,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,7251505,1043735
JPN,1954,13.33043,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8052165,1073389
JPN,1955,11.97683,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8851611,1060143
JPN,1956,12.60684,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,9964936,1256264
JPN,1957,12.16714,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.15e+07,1397243
JPN,1958,11.31957,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.22e+07,1381305
JPN,1959,11.77759,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.40e+07,1642979
JPN,1960,13.1935,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.69e+07,2233885
JPN,1961,13.28812,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.04e+07,2717419
JPN,1962,12.72236,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.32e+07,2952388
JPN,1963,12.7646,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.66e+07,3390199
JPN,1964,12.72965,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3.12e+07,3977075
JPN,1965,11.79887,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3.48e+07,4101157
JPN,1966,11.34004,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4.04e+07,4577776
JPN,1967,11.64184,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4.73e+07,5507353
JPN,1968,11.67627,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.60e+07,6541732
JPN,1969,12.18781,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,6.58e+07,8021128
JPN,1970,12.56796,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,7.76e+07,9748837
JPN,1971,12.21721,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8.53e+07,1.04e+07
JPN,1972,12.87733,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,9.77e+07,1.26e+07
JPN,1973,14.90596,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.19e+08,1.77e+07
JPN,1974,13.83369,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.42e+08,1.96e+07
JPN,1975,11.20416,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.57e+08,1.76e+07
JPN,1976,11.46223,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.76e+08,2.02e+07
JPN,1977,11.34242,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,1.96e+08,2.23e+07
JPN,1978,13.16833,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.16e+08,2.85e+07
JPN,1979,13.12062,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.34e+08,3.07e+07
JPN,1980,13.97669,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.54e+08,3.55e+07
JPN,1981,13.77022,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.73e+08,3.76e+07
JPN,1982,13.74283,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.87e+08,3.94e+07
JPN,1983,13.93493,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,2.98e+08,4.15e+07
JPN,1984,14.05993,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3.17e+08,4.46e+07
JPN,1985,14.46896,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3.40e+08,4.92e+07
JPN,1986,14.82031,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3.56e+08,5.28e+07
JPN,1987,15.70951,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3.70e+08,5.82e+07
JPN,1988,15.98284,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,3.98e+08,6.37e+07
JPN,1989,16.72125,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4.29e+08,7.17e+07
JPN,1990,17.15622,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4.63e+08,7.95e+07
JPN,1991,16.08734,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4.91e+08,7.90e+07
JPN,1992,13.90437,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.03e+08,6.99e+07
JPN,1993,13.52796,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.06e+08,6.84e+07
JPN,1994,12.92231,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.11e+08,6.60e+07
JPN,1995,12.80089,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.22e+08,6.68e+07
JPN,1996,12.6225,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.36e+08,6.76e+07
JPN,1997,12.44391,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.44e+08,6.76e+07
JPN,1998,11.77626,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.36e+08,6.32e+07
JPN,1999,11.43358,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.28e+08,6.04e+07
JPN,2000,12.1302,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.35e+08,6.49e+07
JPN,2001,11.57318,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.32e+08,6.15e+07
JPN,2002,10.59826,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.24e+08,5.56e+07
JPN,2003,10.42974,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.24e+08,5.46e+07
JPN,2004,10.94158,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.29e+08,5.79e+07
JPN,2005,11.86146,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.33e+08,6.32e+07
JPN,2006,12.56139,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.35e+08,6.72e+07
JPN,2007,11.91064,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.39e+08,6.42e+07
JPN,2008,9.490913,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.28e+08,5.01e+07
JPN,2009,7.930091,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4.95e+08,3.92e+07
JPN,2010,8.721431,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5.06e+08,4.41e+07
JPN,2011,9.24533,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,4.97e+08,4.60e+07
JPN,2012,9.577549,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.00e+08,4.79e+07
JPN,2013,10.2499,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.09e+08,5.21e+07
JPN,2014,11.3618,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.19e+08,5.89e+07
JPN,2015,11.28436,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.38e+08,6.07e+07
JPN,2016,10.98495,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.44e+08,5.98e+07
JPN,2017,11.47624,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.53e+08,6.35e+07
JPN,2018,11.70348,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.57e+08,6.51e+07
JPN,2019,11.42941,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.58e+08,6.38e+07
JPN,2020,12.31935,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.40e+08,6.65e+07
JPN,2021,13.29589,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.53e+08,7.35e+07
JPN,2022,14.01424,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.62e+08,7.87e+07
JPN,2023,13.48424,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.93e+08,8.00e+07
KAZ,2005,17.14935,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,7590594,1301737
KAZ,2006,14.85084,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.02e+07,1516825
KAZ,2007,12.27858,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.28e+07,1577772
KAZ,2008,12.66099,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.61e+07,2032459
KAZ,2009,16.11826,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.70e+07,2741337
KAZ,2010,15.71238,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2.18e+07,3427737
KAZ,2011,18.25784,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,2.82e+07,5156570
KAZ,2012,13.3121,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,3.10e+07,4128772
KAZ,2013,16.03018,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,3.60e+07,5770707
KAZ,2014,14.19343,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,3.97e+07,5631363
KAZ,2015,9.835712,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,4.09e+07,4021246
KAZ,2016,9.924251,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,4.70e+07,4661535
KAZ,2017,10.30301,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,5.44e+07,5602660
KAZ,2018,11.7178,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6.18e+07,7243889
KAZ,2019,11.78694,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6.95e+07,8195771
KAZ,2020,8.31881,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,7.06e+07,5877159
KAZ,2021,9.447111,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,8.40e+07,7931000
KAZ,2022,12.06169,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.04e+08,1.25e+07
KAZ,2023,11.91154,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.21e+08,1.44e+07
KEN,2014,15.18702,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6003838,911804.1
KEN,2015,14.83948,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,6884327,1021598
KEN,2016,14.96647,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,7594064,1136564
KEN,2017,15.05246,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,8483396,1276960
KEN,2018,14.36128,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,9340307,1341388
KEN,2019,15.10011,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.02e+07,1545908
KEN,2020,14.30113,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.07e+07,1532376
KEN,2021,13.55464,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.20e+07,1630307
KEN,2022,14.73182,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.35e+07,1987270
KEN,2023,13.96687,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.51e+07,2110228
KGZ,2013,17.56692,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,355294.8,62414.37
KGZ,2014,17.54865,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,400694,70316.4
KGZ,2015,16.80167,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,435238.7,73127.36
KGZ,2016,16.94917,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,486899.2,82525.39
KGZ,2017,17.04628,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,548227.2,93452.32
KGZ,2018,17.99886,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,594931,107080.8
KGZ,2019,15.96383,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,654015.2,104405.9
KGZ,2020,14.03633,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,639688.6,89788.8
KGZ,2021,16.49126,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,782854.3,129102.5
KGZ,2022,19.54198,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1020745,199473.7
KGZ,2023,21.28117,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1228899,261524
KHM,2019,14.57065,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.46e+08,2.13e+07
KHM,2020,13.29021,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.41e+08,1.87e+07
KHM,2021,11.99277,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.48e+08,1.78e+07
KHM,2022,13.51874,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.63e+08,2.20e+07
KHM,2023,11.95004,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,1.76e+08,2.10e+07
KIR,2010,14.82488,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,180.3761,26.74053
KIR,2011,16.34639,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,189.9858,31.05582
KIR,2012,16.8334,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,199.9223,33.65373
KIR,2013,16.55292,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,208.9615,34.58923
KIR,2014,15.9191,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,222.1913,35.37086
KIR,2015,19.73064,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,254.9828,50.30973
KIR,2016,21.5244,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,277.7434,59.7826
KIR,2017,18.45947,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,290.7989,53.67992
KIR,2018,17.91328,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,312.5389,55.98597
KIR,2019,22.29899,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,312.1349,69.60294
KIR,2020,21.31084,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,320.9836,68.4043
KIR,2021,21.53511,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,379.7448,81.77848
KIR,2022,20.19503,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,389.3076,78.62077
KIR,2023,18.31357,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,434.4143,79.55676
KOR,1911,2.582299,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,360.3055,9.304167
KOR,1912,2.331007,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,421.0987,9.815837
KOR,1913,2.232004,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,465.1752,10.38273
KOR,1914,2.938884,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,430.1391,12.64129
KOR,1915,3.432246,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,384.8315,13.20836
KOR,1916,3.264685,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,403.0654,13.15882
KOR,1917,2.987853,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,538.201,16.08065
KOR,1918,2.469865,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,819.5065,20.24071
KOR,1919,2.619963,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1116.988,29.26466
KOR,1920,2.224976,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1109.007,24.67514
KOR,1921,3.007063,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,911.9843,27.42394
KOR,1922,3.015402,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1008.869,30.42145
KOR,1923,2.559414,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1090.164,27.9018
KOR,1924,2.615631,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1168.448,30.56229
KOR,1925,2.608385,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1227.348,32.01394
KOR,1926,2.930054,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1196.963,35.07167
KOR,1927,2.927572,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1191.628,34.88578
KOR,1928,3.171172,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1109.724,35.19124
KOR,1929,3.352855,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,1087.279,36.4549
KOR,1930,3.78716,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,957.2021,36.25078
KOR,1931,3.740511,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,928.8875,34.74514
KOR,1932,3.499393,Derived using data on central government tax revenue to GDP from CS2 and the spliced GDP,976.9289,34.18658
