ISO3,year,cgovtax_GDP,source,nGDP,cgovtax
USA,1930,3.61386,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,92160.08,3330.536
USA,1931,3.40076,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,77391.06,2631.884
USA,1932,2.908695,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,59522.05,1731.315
USA,1933,3.035242,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,57154.05,1734.764
USA,1934,3.414784,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,66800.05,2281.077
USA,1935,3.575284,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,74241.06,2654.329
USA,1936,3.74231,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,84830.07,3174.604
USA,1937,4.86151,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,93003.08,4521.354
USA,1938,5.917879,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,87352.07,5169.39
USA,1939,5.079401,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,93437.08,4746.044
USA,1940,4.773845,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,102899.1,4912.243
USA,1941,6.04048,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,129309.1,7810.891
USA,1942,8.087163,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,165952.1,13420.82
USA,1943,11.11582,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,203084.2,22574.47
USA,1944,19.1087,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,224447.2,42888.93
USA,1945,19.26347,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,228007.2,43922.1
USA,1946,16.77829,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,227535.2,38176.51
USA,1947,14.76668,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,249616.2,36860.03
USA,1948,14.19182,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,274468.2,38952.03
USA,1949,12.63382,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,272475.2,34424.03
USA,1950,11.96156,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,299827.3,35864.03
USA,1951,16.61161,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,346913.3,57627.88
USA,1952,15.64867,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,367340.8,57483.96
USA,1953,16.11025,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,389217.5,62703.92
USA,1954,13.63107,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,390549,53236
USA,1955,13.92034,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,425479.4,59228.2
USA,1956,14.22846,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,449352.4,63935.92
USA,1957,14.45619,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,474039.4,68528.06
USA,1958,12.80721,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,481228.4,61631.93
USA,1959,13.54001,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,521654.3,70632.03
USA,1960,14.23056,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,542382.3,77184.03
USA,1961,13.13035,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,562209.8,73820.1
USA,1962,13.26926,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,603921.5,80135.94
USA,1963,13.40466,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,637451.5,85448.2
USA,1964,12.79257,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,684461.5,87560.19
USA,1965,12.57623,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,742290.3,93352.16
USA,1966,12.13306,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,813413.8,98691.97
USA,1967,12.30152,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,859956.3,105787.7
USA,1968,12.56874,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,940646.5,118227.4
USA,1969,14.05443,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1017615,143020
USA,1970,12.64769,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1073311,135749
USA,1971,11.43907,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1164850,133248
USA,1972,11.77631,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1279112,150632.2
USA,1973,11.48581,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1425376,163716
USA,1974,11.45736,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1545243,177043.9
USA,1975,10.91718,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1684905,183944.1
USA,1976,10.90967,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1873413,204383
USA,1977,10.99669,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,2081825,228931.9
USA,1978,10.74265,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,2351599,252624
USA,1979,11.61296,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,2627326,305110.2
USA,1980,11.70224,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,2857309,334369.2
USA,1981,12.13402,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,3207041,389143
USA,1982,11.17011,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,3343789,373505
USA,1983,10.07216,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,3634037,366025.8
USA,1984,9.93161,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,4037614,401000.1
USA,1985,10.56779,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,4338981,458534.2
USA,1986,9.843435,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,4579633,450793.2
USA,1987,9.893774,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,4855216,480364.1
USA,1988,10.29074,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,5236438,538868
USA,1989,10.60357,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,5641580,598208.9
USA,1990,10.18231,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,5963145,607186.1
USA,1991,9.961353,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,6158129,613433
USA,1992,9.622999,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,6520327,627451
USA,1993,9.578367,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,6858559,656937.9
USA,1994,9.983498,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,7287237,727521.1
USA,1995,10.51217,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,7639749,803103
USA,1996,10.85081,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,8073122,875999
USA,1997,11.40224,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,8577552,978032.9
USA,1998,11.73573,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,9062817,1063588
USA,1999,11.86417,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,9631172,1142659
USA,2000,12.40932,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.03e+07,1272073
USA,2001,12.29455,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.06e+07,1301000
USA,2002,9.658309,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.09e+07,1055567
USA,2003,9.277952,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.15e+07,1062924
USA,2004,8.890387,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.22e+07,1086156
USA,2005,10.17136,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.30e+07,1326264
USA,2006,10.80316,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.38e+07,1492519
USA,2007,11.09913,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.45e+07,1606513
USA,2008,10.50371,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.48e+07,1551383
USA,2009,7.902954,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.45e+07,1144195
USA,2010,8.062804,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.50e+07,1213369
USA,2011,9.349654,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.56e+07,1458521
USA,2012,9.407659,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.63e+07,1529118
USA,2013,10.13579,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.69e+07,1710991
USA,2014,10.59183,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.76e+07,1865024
USA,2015,11.02896,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.83e+07,2017750
USA,2016,10.64456,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.88e+07,2001701
USA,2017,9.908729,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,1.96e+07,1943310
USA,2018,9.622901,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,2.07e+07,1987756
USA,2019,9.655727,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,2.15e+07,2079842
USA,2020,10.10294,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,2.14e+07,2157393
USA,2021,10.39017,Derived using data on central government tax revenue to GDP from CS1 and the spliced GDP,2.37e+07,2460515
