ISO3,year,exports,source,nGDP,exports_GDP
CAN,1920,1609.564,Derived using data on exports from CS1 and the spliced GDP,5179.734,.3107426
CAN,1921,1009.388,Derived using data on exports from CS1 and the spliced GDP,4169.493,.2420888
CAN,1922,1108.59,Derived using data on exports from CS1 and the spliced GDP,4333.373,.2558262
CAN,1923,1259.875,Derived using data on exports from CS1 and the spliced GDP,4662.24,.2702294
CAN,1924,1292.115,Derived using data on exports from CS1 and the spliced GDP,4607.237,.2804534
CAN,1925,1552.523,Derived using data on exports from CS1 and the spliced GDP,5113.066,.3036382
CAN,1926,1573.603,Derived using data on exports from CS1 and the spliced GDP,5470.843,.2876345
CAN,1927,1519.042,Derived using data on exports from CS1 and the spliced GDP,5912.04,.2569404
CAN,1928,1683.966,Derived using data on exports from CS1 and the spliced GDP,6431.908,.2618144
CAN,1929,1453.32,Derived using data on exports from CS1 and the spliced GDP,6526.526,.2226789
CAN,1930,1099.91,Derived using data on exports from CS1 and the spliced GDP,6081.077,.1808742
CAN,1931,737.8202,Derived using data on exports from CS1 and the spliced GDP,4989.247,.1478821
CAN,1932,613.8168,Derived using data on exports from CS1 and the spliced GDP,4054.76,.1513818
CAN,1933,659.6981,Derived using data on exports from CS1 and the spliced GDP,3712.433,.1776996
CAN,1934,809.7422,Derived using data on exports from CS1 and the spliced GDP,4219.544,.1919028
CAN,1935,911.425,Derived using data on exports from CS1 and the spliced GDP,4572.502,.1993274
CAN,1936,1174.312,Derived using data on exports from CS1 and the spliced GDP,4926.522,.2383653
CAN,1937,1251.194,Derived using data on exports from CS1 and the spliced GDP,5571.839,.2245568
CAN,1938,1049.069,Derived using data on exports from CS1 and the spliced GDP,5604.796,.1871734
CAN,1939,1156.952,Derived using data on exports from CS1 and the spliced GDP,5975.827,.1936053
CAN,1940,1469.44,Derived using data on exports from CS1 and the spliced GDP,7136.76,.2058974
CAN,1941,1969.174,Derived using data on exports from CS1 and the spliced GDP,8804.804,.2236477
CAN,1942,2866.958,Derived using data on exports from CS1 and the spliced GDP,10912.98,.2627109
CAN,1943,3624.619,Derived using data on exports from CS1 and the spliced GDP,11750.72,.3084593
CAN,1944,4213.635,Derived using data on exports from CS1 and the spliced GDP,12595.91,.3345241
CAN,1945,3985.469,Derived using data on exports from CS1 and the spliced GDP,12611.85,.3160098
CAN,1946,2850.838,Derived using data on exports from CS1 and the spliced GDP,12635.24,.2256259
CAN,1947,3459.695,Derived using data on exports from CS1 and the spliced GDP,14323.49,.24154
CAN,1948,3827.985,Derived using data on exports from CS1 and the spliced GDP,16488.01,.2321678
CAN,1949,3725.062,Derived using data on exports from CS1 and the spliced GDP,17860.5,.2085642
CAN,1950,3897.427,Derived using data on exports from CS1 and the spliced GDP,19658.25,.1982591
CAN,1951,4893.174,Derived using data on exports from CS1 and the spliced GDP,22901.22,.2136644
CAN,1952,5378.027,Derived using data on exports from CS1 and the spliced GDP,25871.8,.2078722
CAN,1953,5148.621,Derived using data on exports from CS1 and the spliced GDP,27130.96,.1897693
CAN,1954,4868.374,Derived using data on exports from CS1 and the spliced GDP,27270.75,.17852
CAN,1955,5366.867,Derived using data on exports from CS1 and the spliced GDP,30065.56,.1785055
CAN,1956,5994.324,Derived using data on exports from CS1 and the spliced GDP,33819.39,.1772452
CAN,1957,6056.326,Derived using data on exports from CS1 and the spliced GDP,35428.03,.1709473
CAN,1958,6068.727,Derived using data on exports from CS1 and the spliced GDP,36684.09,.1654321
CAN,1959,6373.775,Derived using data on exports from CS1 and the spliced GDP,38933.11,.1637109
CAN,1960,6680.063,Derived using data on exports from CS1 and the spliced GDP,40547.91,.1647449
CAN,1961,7310,Derived using data on exports from OECD_EO and the spliced GDP,42026,.1739399
CAN,1962,7951,Derived using data on exports from OECD_EO and the spliced GDP,45739,.1738341
CAN,1963,8730,Derived using data on exports from OECD_EO and the spliced GDP,49213,.1773922
CAN,1964,10137,Derived using data on exports from OECD_EO and the spliced GDP,53975,.1878092
CAN,1965,10776,Derived using data on exports from OECD_EO and the spliced GDP,59551,.1809541
CAN,1966,12578,Derived using data on exports from OECD_EO and the spliced GDP,66705,.1885616
CAN,1967,14165,Derived using data on exports from OECD_EO and the spliced GDP,71812,.1972512
CAN,1968,16165,Derived using data on exports from OECD_EO and the spliced GDP,78474,.2059918
CAN,1969,17822,Derived using data on exports from OECD_EO and the spliced GDP,86430,.2062016
CAN,1970,20130,Derived using data on exports from OECD_EO and the spliced GDP,93153,.2160961
CAN,1971,21118,Derived using data on exports from OECD_EO and the spliced GDP,101665,.2077214
CAN,1972,23827,Derived using data on exports from OECD_EO and the spliced GDP,113521,.2098907
CAN,1973,29899,Derived using data on exports from OECD_EO and the spliced GDP,132966,.224862
CAN,1974,37768,Derived using data on exports from OECD_EO and the spliced GDP,158176,.238772
CAN,1975,38961,Derived using data on exports from OECD_EO and the spliced GDP,177928,.2189706
CAN,1976,44313,Derived using data on exports from OECD_EO and the spliced GDP,205986,.2151263
CAN,1977,51263,Derived using data on exports from OECD_EO and the spliced GDP,227601,.2252319
CAN,1978,61385,Derived using data on exports from OECD_EO and the spliced GDP,252075,.2435188
CAN,1979,75219,Derived using data on exports from OECD_EO and the spliced GDP,287608,.2615331
CAN,1980,88373,Derived using data on exports from OECD_EO and the spliced GDP,322782,.2737854
CAN,1981,97190,Derived using data on exports from OECD_EO and the spliced GDP,368358,.2638466
CAN,1982,97793,Derived using data on exports from OECD_EO and the spliced GDP,388181,.2519263
CAN,1983,105013,Derived using data on exports from OECD_EO and the spliced GDP,421316,.24925
CAN,1984,129063,Derived using data on exports from OECD_EO and the spliced GDP,461986,.2793656
CAN,1985,137742,Derived using data on exports from OECD_EO and the spliced GDP,500027,.2754691
CAN,1986,142125,Derived using data on exports from OECD_EO and the spliced GDP,526630,.2698764
CAN,1987,149347,Derived using data on exports from OECD_EO and the spliced GDP,574336,.2600342
CAN,1988,163324,Derived using data on exports from OECD_EO and the spliced GDP,626894,.2605289
CAN,1989,168206,Derived using data on exports from OECD_EO and the spliced GDP,671579,.2504635
CAN,1990,174392,Derived using data on exports from OECD_EO and the spliced GDP,695501,.250743
CAN,1991,170905,Derived using data on exports from OECD_EO and the spliced GDP,701773,.2435332
CAN,1992,188224,Derived using data on exports from OECD_EO and the spliced GDP,718436,.2619913
CAN,1993,217706,Derived using data on exports from OECD_EO and the spliced GDP,747037,.291426
CAN,1994,259621,Derived using data on exports from OECD_EO and the spliced GDP,791972,.3278159
CAN,1995,300199,Derived using data on exports from OECD_EO and the spliced GDP,831621,.3609805
CAN,1996,318985,Derived using data on exports from OECD_EO and the spliced GDP,859834,.3709844
CAN,1997,345826,Derived using data on exports from OECD_EO and the spliced GDP,906926,.3813167
CAN,1998,376490,Derived using data on exports from OECD_EO and the spliced GDP,940548,.4002879
CAN,1999,421926,Derived using data on exports from OECD_EO and the spliced GDP,1007927,.4186077
CAN,2000,488982,Derived using data on exports from OECD_EO and the spliced GDP,1106071,.4420892
CAN,2001,481162,Derived using data on exports from OECD_EO and the spliced GDP,1144543,.4203966
CAN,2002,478175,Derived using data on exports from OECD_EO and the spliced GDP,1193694,.4005843
CAN,2003,462573,Derived using data on exports from OECD_EO and the spliced GDP,1254747,.3686584
CAN,2004,498596,Derived using data on exports from OECD_EO and the spliced GDP,1335731,.3732758
CAN,2005,523945,Derived using data on exports from OECD_EO and the spliced GDP,1421590,.3685627
CAN,2006,529824,Derived using data on exports from OECD_EO and the spliced GDP,1496604,.3540175
CAN,2007,540026,Derived using data on exports from OECD_EO and the spliced GDP,1577661,.3422953
CAN,2008,569939,Derived using data on exports from OECD_EO and the spliced GDP,1657041,.3439499
CAN,2009,448079,Derived using data on exports from OECD_EO and the spliced GDP,1571334,.2851583
CAN,2010,485942,Derived using data on exports from OECD_EO and the spliced GDP,1666048,.2916735
CAN,2011,544254,Derived using data on exports from OECD_EO and the spliced GDP,1774063,.3067839
CAN,2012,554612,Derived using data on exports from OECD_EO and the spliced GDP,1827201,.3035309
CAN,2013,576989,Derived using data on exports from OECD_EO and the spliced GDP,1902247,.3033197
CAN,2014,633112,Derived using data on exports from OECD_EO and the spliced GDP,1994898,.3173656
CAN,2015,633955,Derived using data on exports from OECD_EO and the spliced GDP,1990441,.3184998
CAN,2016,638095,Derived using data on exports from OECD_EO and the spliced GDP,2025535,.3150254
CAN,2017,673326,Derived using data on exports from OECD_EO and the spliced GDP,2140641,.3145441
CAN,2018,722690,Derived using data on exports from OECD_EO and the spliced GDP,2235675,.3232536
CAN,2019,748500,Derived using data on exports from OECD_EO and the spliced GDP,2313563,.3235269
CAN,2020,654470,Derived using data on exports from OECD_EO and the spliced GDP,2220527,.2947363
CAN,2021,785754,Derived using data on exports from OECD_EO and the spliced GDP,2517123,.3121635
CAN,2022,952159,Derived using data on exports from OECD_EO and the spliced GDP,2813289,.3384505
CAN,2023,965087,Derived using data on exports from OECD_EO and the spliced GDP,2892140,.3336931
CAN,2024,980539.4,Derived using data on exports from OECD_EO and the spliced GDP,3009019,.3258668
CAN,2025,1013408,Derived using data on exports from OECD_EO and the spliced GDP,3122685,.3245309
CAN,2026,1059168,Derived using data on exports from OECD_EO and the spliced GDP,3244070,.3264935
CAN,2027,1093898,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3372363,.3243713
CAN,2028,1130073,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3503139,.3225888
CAN,2029,1165942,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,3633193,.3209138
CHE,1851,523.1164,Derived using data on exports from Tena and the spliced GDP,802.0809,.652199
CHE,1852,607.1951,Derived using data on exports from Tena and the spliced GDP,939.3995,.6463652
CHE,1853,675.3269,Derived using data on exports from Tena and the spliced GDP,993.7369,.6795832
CHE,1854,697.2385,Derived using data on exports from Tena and the spliced GDP,1017.586,.6851888
CHE,1855,811.2391,Derived using data on exports from Tena and the spliced GDP,1121.442,.723389
CHE,1856,884.3837,Derived using data on exports from Tena and the spliced GDP,1086.612,.8138908
CHE,1857,790.5179,Derived using data on exports from Tena and the spliced GDP,1187.494,.6657028
CHE,1858,698.2087,Derived using data on exports from Tena and the spliced GDP,1246.823,.5599902
CHE,1859,776.1943,Derived using data on exports from Tena and the spliced GDP,1279.388,.6066917
CHE,1860,819.1867,Derived using data on exports from Tena and the spliced GDP,1288.594,.6357215
CHE,1861,745.3082,Derived using data on exports from Tena and the spliced GDP,1376.682,.5413802
CHE,1862,854.151,Derived using data on exports from Tena and the spliced GDP,1378.155,.6197787
CHE,1863,882.1868,Derived using data on exports from Tena and the spliced GDP,1403.462,.628579
CHE,1864,845.877,Derived using data on exports from Tena and the spliced GDP,1380.905,.6125525
CHE,1865,874.6346,Derived using data on exports from Tena and the spliced GDP,1449.482,.6034119
CHE,1866,919.2396,Derived using data on exports from Tena and the spliced GDP,1477.627,.6221051
CHE,1867,899.1971,Derived using data on exports from Tena and the spliced GDP,1406.544,.6392953
CHE,1868,975.217,Derived using data on exports from Tena and the spliced GDP,1572.006,.6203647
CHE,1869,1034.62,Derived using data on exports from Tena and the spliced GDP,1582.396,.6538313
CHE,1870,1061.77,Derived using data on exports from Tena and the spliced GDP,1613.178,.658185
CHE,1871,1230.636,Derived using data on exports from Tena and the spliced GDP,1821.238,.6757138
CHE,1872,1335.134,Derived using data on exports from Tena and the spliced GDP,1956.951,.6822523
CHE,1873,1204.09,Derived using data on exports from Tena and the spliced GDP,2114.087,.5695555
CHE,1874,1307.679,Derived using data on exports from Tena and the spliced GDP,2155.122,.6067771
CHE,1875,1328.225,Derived using data on exports from Tena and the spliced GDP,2309.515,.5751099
CHE,1876,1230.463,Derived using data on exports from Tena and the spliced GDP,2388.126,.5152422
CHE,1877,1146.077,Derived using data on exports from Tena and the spliced GDP,2192.014,.5228422
CHE,1878,1224.497,Derived using data on exports from Tena and the spliced GDP,2077.506,.5894073
CHE,1879,1287.357,Derived using data on exports from Tena and the spliced GDP,2017.898,.6379692
CHE,1880,1340.685,Derived using data on exports from Tena and the spliced GDP,2111.839,.6348422
CHE,1881,1353.574,Derived using data on exports from Tena and the spliced GDP,2100.056,.644542
CHE,1882,1434.812,Derived using data on exports from Tena and the spliced GDP,2026.844,.7079046
CHE,1883,1445.647,Derived using data on exports from Tena and the spliced GDP,2007.122,.7202587
CHE,1884,1455.848,Derived using data on exports from Tena and the spliced GDP,2055.719,.7081942
CHE,1885,1363.781,Derived using data on exports from JST and the spliced GDP,2050.983,.66494
CHE,1886,1365.829,Derived using data on exports from JST and the spliced GDP,2048.209,.6668403
CHE,1887,1374.019,Derived using data on exports from JST and the spliced GDP,2071.587,.663269
CHE,1888,1378.115,Derived using data on exports from JST and the spliced GDP,2111.481,.6526768
CHE,1889,1423.165,Derived using data on exports from JST and the spliced GDP,2210.927,.643696
CHE,1890,1439.547,Derived using data on exports from JST and the spliced GDP,2455.034,.5863651
CHE,1891,1376.067,Derived using data on exports from JST and the spliced GDP,2394.216,.5747464
CHE,1892,1347.399,Derived using data on exports from JST and the spliced GDP,2570.82,.5241125
CHE,1893,1322.826,Derived using data on exports from JST and the spliced GDP,2612.62,.5063218
CHE,1894,1271.634,Derived using data on exports from JST and the spliced GDP,2532.945,.5020376
CHE,1895,1357.638,Derived using data on exports from JST and the spliced GDP,2791.09,.4864184
CHE,1896,1408.831,Derived using data on exports from JST and the spliced GDP,2874.168,.4901699
CHE,1897,1419.069,Derived using data on exports from JST and the spliced GDP,3079.283,.4608441
CHE,1898,1482.549,Derived using data on exports from JST and the spliced GDP,3203.78,.4627498
CHE,1899,1629.984,Derived using data on exports from JST and the spliced GDP,3302.322,.4935874
CHE,1900,1711.893,Derived using data on exports from JST and the spliced GDP,3302.012,.5184394
CHE,1901,1713.941,Derived using data on exports from JST and the spliced GDP,3272.172,.523793
CHE,1902,1789.706,Derived using data on exports from JST and the spliced GDP,3371.614,.530816
CHE,1903,1820.422,Derived using data on exports from JST and the spliced GDP,3334.119,.545998
CHE,1904,1824.518,Derived using data on exports from JST and the spliced GDP,3537.05,.5158303
CHE,1905,1984.24,Derived using data on exports from JST and the spliced GDP,3666.611,.5411645
CHE,1906,2193.107,Derived using data on exports from JST and the spliced GDP,4140.979,.5296107
CHE,1907,2361.02,Derived using data on exports from JST and the spliced GDP,4397.892,.5368527
CHE,1908,2125.532,Derived using data on exports from JST and the spliced GDP,4418.201,.4810855
CHE,1909,2248.396,Derived using data on exports from JST and the spliced GDP,4658.328,.4826615
CHE,1910,2449.072,Derived using data on exports from JST and the spliced GDP,4925.662,.4972067
CHE,1911,2573.983,Derived using data on exports from JST and the spliced GDP,5223.064,.4928108
CHE,1912,2780.802,Derived using data on exports from JST and the spliced GDP,5423.511,.5127311
CHE,1913,2817.661,Derived using data on exports from JST and the spliced GDP,5281.493,.5334972
CHE,1914,2430.642,Derived using data on exports from JST and the spliced GDP,4942.073,.4918264
CHE,1915,3419.691,Derived using data on exports from JST and the spliced GDP,5312.322,.6437281
CHE,1916,5012.816,Derived using data on exports from JST and the spliced GDP,6649.799,.7538297
CHE,1917,4756.851,Derived using data on exports from JST and the spliced GDP,8051.383,.5908117
CHE,1918,4019.672,Derived using data on exports from JST and the spliced GDP,9733.179,.4129866
CHE,1919,6753.377,Derived using data on exports from JST and the spliced GDP,9925.696,.6803933
CHE,1920,6710.375,Derived using data on exports from JST and the spliced GDP,11262.68,.5958062
CHE,1921,4382.119,Derived using data on exports from JST and the spliced GDP,8386.206,.5225389
CHE,1922,3608.081,Derived using data on exports from JST and the spliced GDP,7832.045,.4606818
CHE,1923,3603.985,Derived using data on exports from JST and the spliced GDP,8500.43,.4239768
CHE,1924,4238.778,Derived using data on exports from JST and the spliced GDP,9224.623,.4595069
CHE,1925,4175.299,Derived using data on exports from JST and the spliced GDP,9444.411,.442092
CHE,1926,3759.612,Derived using data on exports from JST and the spliced GDP,9353.633,.4019414
CHE,1927,4142.536,Derived using data on exports from JST and the spliced GDP,9754.6,.4246751
CHE,1928,4367.785,Derived using data on exports from JST and the spliced GDP,10468.36,.4172366
CHE,1929,4296.114,Derived using data on exports from JST and the spliced GDP,10655.06,.4031993
CHE,1930,3608.081,Derived using data on exports from JST and the spliced GDP,10482.1,.3442136
CHE,1931,2762.373,Derived using data on exports from JST and the spliced GDP,10084.86,.2739129
CHE,1932,1640.223,Derived using data on exports from JST and the spliced GDP,9091.773,.1804074
CHE,1933,1746.704,Derived using data on exports from JST and the spliced GDP,8968.746,.1947546
CHE,1934,1728.275,Derived using data on exports from JST and the spliced GDP,8777.823,.196891
CHE,1935,1683.225,Derived using data on exports from JST and the spliced GDP,8322.122,.2022591
CHE,1936,1806.088,Derived using data on exports from JST and the spliced GDP,8309.439,.2173538
CHE,1937,2633.367,Derived using data on exports from JST and the spliced GDP,9571.354,.27513
CHE,1938,2696.846,Derived using data on exports from JST and the spliced GDP,9431.304,.2859462
CHE,1939,2657.939,Derived using data on exports from JST and the spliced GDP,9864.572,.2694429
CHE,1940,2694.798,Derived using data on exports from JST and the spliced GDP,11034.11,.2442243
CHE,1941,2995.813,Derived using data on exports from JST and the spliced GDP,12043.04,.2487589
CHE,1942,3219.014,Derived using data on exports from JST and the spliced GDP,13014.8,.2473348
CHE,1943,3335.734,Derived using data on exports from JST and the spliced GDP,13689.99,.2436623
CHE,1944,2318.018,Derived using data on exports from JST and the spliced GDP,14179.55,.1634761
CHE,1945,3018.338,Derived using data on exports from JST and the spliced GDP,15094.48,.199963
CHE,1946,5479.696,Derived using data on exports from JST and the spliced GDP,18448.05,.2970339
CHE,1947,6691.946,Derived using data on exports from JST and the spliced GDP,20574.11,.3252606
CHE,1948,7033.915,Derived using data on exports from JST and the spliced GDP,20424.42,.3443875
CHE,1949,7078.964,Derived using data on exports from JST and the spliced GDP,21523.69,.3288918
CHE,1950,8008.629,Derived using data on exports from JST and the spliced GDP,23590.31,.339488
CHE,1951,9605.85,Derived using data on exports from JST and the spliced GDP,25855.37,.3715224
CHE,1952,9724.617,Derived using data on exports from JST and the spliced GDP,27319.22,.3559625
CHE,1953,10576.47,Derived using data on exports from JST and the spliced GDP,28674.64,.368844
CHE,1954,10795.57,Derived using data on exports from JST and the spliced GDP,30385.48,.3552873
CHE,1955,11512.28,Derived using data on exports from JST and the spliced GDP,32777.04,.3512299
CHE,1956,12704.05,Derived using data on exports from JST and the spliced GDP,35240.89,.3604917
CHE,1957,13748.39,Derived using data on exports from JST and the spliced GDP,37487.88,.3667422
CHE,1958,13615.28,Derived using data on exports from JST and the spliced GDP,38542.09,.3532575
CHE,1959,14895.11,Derived using data on exports from JST and the spliced GDP,40933.65,.3638842
CHE,1960,16650,Derived using data on exports from WDI_ARC and the spliced GDP,45024.01,.3698027
CHE,1961,18337.04,Derived using data on exports from WDI_ARC and the spliced GDP,50650.5,.3620308
CHE,1962,20092.47,Derived using data on exports from WDI_ARC and the spliced GDP,56168.56,.3577174
CHE,1963,21893.5,Derived using data on exports from WDI_ARC and the spliced GDP,61764.94,.3544648
CHE,1964,24226.47,Derived using data on exports from WDI_ARC and the spliced GDP,68463.72,.3538586
CHE,1965,26582.25,Derived using data on exports from OECD_EO and the spliced GDP,73325.16,.3625256
CHE,1966,29196.4,Derived using data on exports from OECD_EO and the spliced GDP,78740.8,.3707912
CHE,1967,31149.41,Derived using data on exports from OECD_EO and the spliced GDP,84758.87,.3675062
CHE,1968,35215.02,Derived using data on exports from OECD_EO and the spliced GDP,90505.84,.3890911
CHE,1969,40473.71,Derived using data on exports from OECD_EO and the spliced GDP,98066.07,.4127188
CHE,1970,45154.86,Derived using data on exports from OECD_EO and the spliced GDP,109234.7,.4133746
CHE,1971,48726.52,Derived using data on exports from OECD_EO and the spliced GDP,124090.1,.3926705
CHE,1972,54365.18,Derived using data on exports from OECD_EO and the spliced GDP,140614.2,.3866266
CHE,1973,61136.13,Derived using data on exports from OECD_EO and the spliced GDP,156698.5,.3901514
CHE,1974,69768.9,Derived using data on exports from OECD_EO and the spliced GDP,169999.7,.4104061
CHE,1975,66919.17,Derived using data on exports from OECD_EO and the spliced GDP,168861.1,.3962971
CHE,1976,72497.04,Derived using data on exports from OECD_EO and the spliced GDP,171035.8,.4238706
CHE,1977,81228.6,Derived using data on exports from OECD_EO and the spliced GDP,175650.3,.4624451
CHE,1978,80894.23,Derived using data on exports from OECD_EO and the spliced GDP,182740.6,.4426725
CHE,1979,85134.63,Derived using data on exports from OECD_EO and the spliced GDP,191017.7,.4456897
CHE,1980,95112.47,Derived using data on exports from OECD_EO and the spliced GDP,205216.5,.4634739
CHE,1981,106275.5,Derived using data on exports from OECD_EO and the spliced GDP,220247.4,.482528
CHE,1982,103580.9,Derived using data on exports from OECD_EO and the spliced GDP,233259.7,.4440581
CHE,1983,103679.2,Derived using data on exports from OECD_EO and the spliced GDP,240387.7,.4312997
CHE,1984,121628.1,Derived using data on exports from OECD_EO and the spliced GDP,257056.5,.4731569
CHE,1985,130259.1,Derived using data on exports from OECD_EO and the spliced GDP,272654.5,.4777442
CHE,1986,125709.1,Derived using data on exports from OECD_EO and the spliced GDP,286161.3,.4392945
CHE,1987,122215.7,Derived using data on exports from OECD_EO and the spliced GDP,296875.3,.4116735
CHE,1988,133540,Derived using data on exports from OECD_EO and the spliced GDP,315136.3,.4237532
CHE,1989,152607.4,Derived using data on exports from OECD_EO and the spliced GDP,340493.5,.4481946
CHE,1990,152766.6,Derived using data on exports from OECD_EO and the spliced GDP,369392.2,.4135621
CHE,1991,153640,Derived using data on exports from OECD_EO and the spliced GDP,385747.9,.3982911
CHE,1992,160182.2,Derived using data on exports from OECD_EO and the spliced GDP,393408.7,.4071648
CHE,1993,163810.6,Derived using data on exports from OECD_EO and the spliced GDP,401920.6,.4075696
CHE,1994,164956.6,Derived using data on exports from OECD_EO and the spliced GDP,412011.5,.4003689
CHE,1995,167188.3,Derived using data on exports from OECD_EO and the spliced GDP,417480.8,.4004695
CHE,1996,172479.8,Derived using data on exports from OECD_EO and the spliced GDP,420563.3,.4101162
CHE,1997,199069.3,Derived using data on exports from OECD_EO and the spliced GDP,427931.3,.4651898
CHE,1998,202230.2,Derived using data on exports from OECD_EO and the spliced GDP,439677.8,.4599509
CHE,1999,208816.1,Derived using data on exports from OECD_EO and the spliced GDP,447009.8,.4671399
CHE,2000,242819.3,Derived using data on exports from OECD_EO and the spliced GDP,471668.7,.514809
CHE,2001,243049.1,Derived using data on exports from OECD_EO and the spliced GDP,483963.3,.5022057
CHE,2002,234337,Derived using data on exports from OECD_EO and the spliced GDP,482536.1,.4856362
CHE,2003,232947.9,Derived using data on exports from OECD_EO and the spliced GDP,487716.1,.4776302
CHE,2004,256880,Derived using data on exports from OECD_EO and the spliced GDP,501684.1,.5120354
CHE,2005,280372,Derived using data on exports from OECD_EO and the spliced GDP,520760.4,.5383896
CHE,2006,313999.9,Derived using data on exports from OECD_EO and the spliced GDP,554025.8,.5667605
CHE,2007,363011.3,Derived using data on exports from OECD_EO and the spliced GDP,589458.6,.6158385
CHE,2008,387731.6,Derived using data on exports from OECD_EO and the spliced GDP,614077.7,.6314048
CHE,2009,349517.9,Derived using data on exports from OECD_EO and the spliced GDP,602735.7,.5798858
CHE,2010,403943.3,Derived using data on exports from OECD_EO and the spliced GDP,624004.7,.6473401
CHE,2011,422315.4,Derived using data on exports from OECD_EO and the spliced GDP,635659.5,.6643736
CHE,2012,436467.4,Derived using data on exports from OECD_EO and the spliced GDP,643763.2,.6779937
CHE,2013,472199.3,Derived using data on exports from OECD_EO and the spliced GDP,655113.3,.7207902
CHE,2014,435360.5,Derived using data on exports from OECD_EO and the spliced GDP,665760,.6539301
CHE,2015,426023.5,Derived using data on exports from OECD_EO and the spliced GDP,667743.4,.6380049
CHE,2016,452693.1,Derived using data on exports from OECD_EO and the spliced GDP,677676.7,.6680075
CHE,2017,454934.8,Derived using data on exports from OECD_EO and the spliced GDP,684857.7,.6642765
CHE,2018,479327.9,Derived using data on exports from OECD_EO and the spliced GDP,709851.2,.6752512
CHE,2019,480689.1,Derived using data on exports from OECD_EO and the spliced GDP,717349.2,.6700907
CHE,2020,445573.6,Derived using data on exports from OECD_EO and the spliced GDP,696065.2,.640132
CHE,2021,528142.3,Derived using data on exports from OECD_EO and the spliced GDP,744500.6,.7093913
CHE,2022,602006.6,Derived using data on exports from OECD_EO and the spliced GDP,791028,.7610434
CHE,2023,590198.4,Derived using data on exports from OECD_EO and the spliced GDP,803978.6,.7340972
CHE,2024,612066.3,Derived using data on exports from OECD_EO and the spliced GDP,827485.6,.73967
CHE,2025,649678.9,Derived using data on exports from OECD_EO and the spliced GDP,848600.8,.7655884
CHE,2026,691389,Derived using data on exports from OECD_EO and the spliced GDP,873046.7,.7919267
CHE,2027,714792.5,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,892323.4,.8010464
CHE,2028,744828.1,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,917759.1,.8115726
CHE,2029,770085.1,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,937967.8,.8210145
CHL,1870,.0000415,Derived using data on exports from Tena and the spliced GDP,.0001891,.2194549
CHL,1871,.0000491,Derived using data on exports from Tena and the spliced GDP,.0002,.2452806
CHL,1872,.0000573,Derived using data on exports from Tena and the spliced GDP,.0002291,.2500784
CHL,1873,.0000605,Derived using data on exports from Tena and the spliced GDP,.0002554,.236748
CHL,1874,.0000577,Derived using data on exports from Tena and the spliced GDP,.0002396,.2409759
CHL,1875,.0000555,Derived using data on exports from Tena and the spliced GDP,.0002597,.213764
CHL,1876,.0000585,Derived using data on exports from Tena and the spliced GDP,.0002626,.2225759
CHL,1877,.000046,Derived using data on exports from Tena and the spliced GDP,.0002683,.1715247
CHL,1878,.000049,Derived using data on exports from Tena and the spliced GDP,.0002701,.1813105
CHL,1879,.0000659,Derived using data on exports from Tena and the spliced GDP,.0003314,.1988517
CHL,1880,.0000796,Derived using data on exports from Tena and the spliced GDP,.0004125,.1930093
CHL,1881,.0000941,Derived using data on exports from Tena and the spliced GDP,.0004233,.2222613
CHL,1882,.0001101,Derived using data on exports from Tena and the spliced GDP,.0004096,.2688152
CHL,1883,.0001182,Derived using data on exports from Tena and the spliced GDP,.0004208,.2809929
CHL,1884,.0001069,Derived using data on exports from Tena and the spliced GDP,.0004255,.2511716
CHL,1885,.0001186,Derived using data on exports from Tena and the spliced GDP,.0004765,.2487812
CHL,1886,.000127,Derived using data on exports from Tena and the spliced GDP,.0004985,.2547578
CHL,1887,.0001434,Derived using data on exports from Tena and the spliced GDP,.0005198,.2758098
CHL,1888,.0001638,Derived using data on exports from Tena and the spliced GDP,.0004992,.328216
CHL,1889,.0001471,Derived using data on exports from Tena and the spliced GDP,.0005023,.2928205
CHL,1890,.0001687,Derived using data on exports from Tena and the spliced GDP,.0005777,.2920338
CHL,1891,.0002065,Derived using data on exports from Tena and the spliced GDP,.0008144,.2535393
CHL,1892,.0002003,Derived using data on exports from Tena and the spliced GDP,.0007604,.2633701
CHL,1893,.0002836,Derived using data on exports from Tena and the spliced GDP,.0009349,.303368
CHL,1894,.0003349,Derived using data on exports from Tena and the spliced GDP,.0010664,.31407
CHL,1895,.0002534,Derived using data on exports from Tena and the spliced GDP,.000855,.2963887
CHL,1896,.0002504,Derived using data on exports from Tena and the spliced GDP,.0008117,.3085373
CHL,1897,.0002181,Derived using data on exports from Tena and the spliced GDP,.0008239,.2646888
CHL,1898,.0003002,Derived using data on exports from Tena and the spliced GDP,.0010352,.2900388
CHL,1899,.0003152,Derived using data on exports from Tena and the spliced GDP,.0011226,.2807874
CHL,1900,.0002798,Derived using data on exports from UN_trade and the spliced GDP,.0010799,.2590627
CHL,1901,.0003047,Derived using data on exports from UN_trade and the spliced GDP,.0011129,.2737683
CHL,1902,.0003132,Derived using data on exports from UN_trade and the spliced GDP,.0012262,.255399
