ISO3,year,exports,source,nGDP,exports_GDP
AND,1988,110.7763,Derived using data on exports from UN and the spliced GDP,639.0782,.1733376
AND,1989,119.1068,Derived using data on exports from UN and the spliced GDP,716.1261,.1663209
AND,1990,125.6541,Derived using data on exports from UN and the spliced GDP,797.6548,.1575294
AND,1991,138.1042,Derived using data on exports from UN and the spliced GDP,874.6899,.1578893
AND,1992,152.7696,Derived using data on exports from UN and the spliced GDP,942.0616,.1621652
AND,1993,172.9081,Derived using data on exports from UN and the spliced GDP,974.647,.1774058
AND,1994,210.9202,Derived using data on exports from UN and the spliced GDP,1036.591,.2034749
AND,1995,244.4028,Derived using data on exports from UN and the spliced GDP,1117.721,.2186617
AND,1996,272.0357,Derived using data on exports from UN and the spliced GDP,1179.017,.230731
AND,1997,338.0581,Derived using data on exports from UN and the spliced GDP,1314.579,.2571608
AND,1998,360.0627,Derived using data on exports from UN and the spliced GDP,1376.919,.2614988
AND,1999,388.5945,Derived using data on exports from UN and the spliced GDP,1472.519,.2638977
AND,2000,443.4388,Derived using data on exports from UN and the spliced GDP,1551.086,.2858892
AND,2001,481.9046,Derived using data on exports from UN and the spliced GDP,1728.691,.2787685
AND,2002,495.6449,Derived using data on exports from UN and the spliced GDP,1865.833,.2656427
AND,2003,536.0037,Derived using data on exports from UN and the spliced GDP,2092.49,.2561559
AND,2004,591.9439,Derived using data on exports from UN and the spliced GDP,2331.566,.2538826
AND,2005,633.7111,Derived using data on exports from UN and the spliced GDP,2540.884,.2494058
AND,2006,693.837,Derived using data on exports from UN and the spliced GDP,2755.127,.2518349
AND,2007,748.5989,Derived using data on exports from UN and the spliced GDP,2887.768,.259231
AND,2008,712.5951,Derived using data on exports from UN and the spliced GDP,2789.261,.2554781
AND,2009,607.9266,Derived using data on exports from UN and the spliced GDP,2644.839,.229854
AND,2010,672.1203,Derived using data on exports from UN and the spliced GDP,2602.312,.2582781
AND,2011,766.2209,Derived using data on exports from UN and the spliced GDP,2607.221,.2938841
AND,2012,776.8113,Derived using data on exports from UN and the spliced GDP,2481.846,.3129974
AND,2013,787.6175,Derived using data on exports from UN and the spliced GDP,2404.538,.3275546
AND,2014,818.0895,Derived using data on exports from UN and the spliced GDP,2462.69,.3321934
AND,2015,837.2982,Derived using data on exports from UN and the spliced GDP,2514.508,.3329869
AND,2016,878.6646,Derived using data on exports from UN and the spliced GDP,2616.862,.3357703
AND,2017,926.8702,Derived using data on exports from UN and the spliced GDP,2655.758,.349004
AND,2018,950.4327,Derived using data on exports from UN and the spliced GDP,2725.27,.3487481
AND,2019,977.3038,Derived using data on exports from UN and the spliced GDP,2818.422,.3467556
AND,2020,771.5012,Derived using data on exports from UN and the spliced GDP,2531.087,.3048103
AND,2021,948.8999,Derived using data on exports from UN and the spliced GDP,2810.965,.3375708
AND,2022,1276.263,Derived using data on exports from UN and the spliced GDP,3210.31,.3975513
AND,2023,1332.295,Derived using data on exports from UN and the spliced GDP,3500.58,.3805926
ANT,1970,418.4335,Derived using data on exports from UN and the spliced GDP,422.8426,.9895728
ANT,1971,454.9803,Derived using data on exports from UN and the spliced GDP,459.6487,.9898434
ANT,1972,495.2362,Derived using data on exports from UN and the spliced GDP,500.7346,.9890194
ANT,1973,557.506,Derived using data on exports from UN and the spliced GDP,563.2195,.9898556
ANT,1974,702.9572,Derived using data on exports from UN and the spliced GDP,709.588,.9906554
ANT,1975,830.9305,Derived using data on exports from UN and the spliced GDP,842.2613,.9865472
ANT,1976,935.2125,Derived using data on exports from UN and the spliced GDP,942.4083,.9923645
ANT,1977,1056.564,Derived using data on exports from UN and the spliced GDP,1063.954,.9930546
ANT,1978,1261.679,Derived using data on exports from UN and the spliced GDP,1295.062,.9742224
ANT,1979,1548.067,Derived using data on exports from UN and the spliced GDP,1533.018,1.009817
ANT,1980,1689.929,Derived using data on exports from UN and the spliced GDP,1698.208,.9951247
ANT,1981,1794.788,Derived using data on exports from UN and the spliced GDP,1955.691,.917726
ANT,1982,1840.838,Derived using data on exports from UN and the spliced GDP,2091.242,.8802606
ANT,1983,1629.264,Derived using data on exports from UN and the spliced GDP,2080.782,.7830055
ANT,1984,1530.552,Derived using data on exports from UN and the spliced GDP,2101.703,.7282437
ANT,1985,1517.677,Derived using data on exports from UN and the spliced GDP,2141.802,.708598
ANT,1986,1660.118,Derived using data on exports from UN and the spliced GDP,2778.807,.5974212
ANT,1987,1983.28,Derived using data on exports from UN and the spliced GDP,2904.77,.6827667
ANT,1988,2273.267,Derived using data on exports from UN and the spliced GDP,3011.554,.7548483
ANT,1989,2546.783,Derived using data on exports from UN and the spliced GDP,3368.303,.7561025
ANT,1990,2933.741,Derived using data on exports from UN and the spliced GDP,3544.717,.8276378
ANT,1991,3074.443,Derived using data on exports from UN and the spliced GDP,3717.098,.8271084
ANT,1992,3319.772,Derived using data on exports from UN and the spliced GDP,3896.562,.8519747
ANT,1993,3417.208,Derived using data on exports from UN and the spliced GDP,4152.628,.8229024
ANT,1994,3557.562,Derived using data on exports from UN and the spliced GDP,4462.087,.7972865
ANT,1995,3528.563,Derived using data on exports from UN and the spliced GDP,4602.651,.7666371
ANT,1996,3597,Derived using data on exports from UN and the spliced GDP,4818.4,.7465134
ANT,1997,3433.1,Derived using data on exports from UN and the spliced GDP,4971.223,.6905947
ANT,1998,3606,Derived using data on exports from UN and the spliced GDP,5025.481,.7175432
ANT,1999,3788.8,Derived using data on exports from UN and the spliced GDP,4991.38,.7590687
ANT,2000,3741.5,Derived using data on exports from UN and the spliced GDP,5113.16,.7317393
ANT,2001,3807,Derived using data on exports from UN and the spliced GDP,5189.292,.733626
ANT,2002,3744.3,Derived using data on exports from UN and the spliced GDP,5251.871,.7129459
ANT,2003,3797.4,Derived using data on exports from UN and the spliced GDP,5405.169,.7025496
ANT,2004,4155.6,Derived using data on exports from UN and the spliced GDP,5555.402,.7480287
ANT,2005,4445,Derived using data on exports from UN and the spliced GDP,5866.15,.7577372
ANT,2006,4807.9,Derived using data on exports from UN and the spliced GDP,6150.897,.7816584
ANT,2007,4967.2,Derived using data on exports from UN and the spliced GDP,6507.927,.7632538
ANT,2008,5626.5,Derived using data on exports from UN and the spliced GDP,7060.254,.796926
ANT,2009,5093.4,Derived using data on exports from UN and the spliced GDP,7200,.7074167
ANT,2010,4908.6,Derived using data on exports from UN and the spliced GDP,6725.536,.7298452
ANT,2011,5739.4,Derived using data on exports from UN and the spliced GDP,6927.109,.8285419
ANT,2012,6364.1,Derived using data on exports from UN and the spliced GDP,7175.699,.8868961
ARE,1969,2209.413,Derived using data on exports from Mitchell and the spliced GDP,3857.661,.5727339
ARE,1970,2839.281,Derived using data on exports from UN and the spliced GDP,5082.217,.5586696
ARE,1971,3781.501,Derived using data on exports from UN and the spliced GDP,6942.938,.5446544
ARE,1972,5458.844,Derived using data on exports from UN and the spliced GDP,9656.213,.5653194
ARE,1973,9427.369,Derived using data on exports from UN and the spliced GDP,17054.82,.5527686
ARE,1974,29420.82,Derived using data on exports from UN and the spliced GDP,46593.84,.6314316
ARE,1975,29488.75,Derived using data on exports from UN and the spliced GDP,59075.06,.4991742
ARE,1976,36515.82,Derived using data on exports from UN and the spliced GDP,76943.77,.4745781
ARE,1977,41731.94,Derived using data on exports from UN and the spliced GDP,98350.25,.4243196
ARE,1978,40154.72,Derived using data on exports from UN and the spliced GDP,93243.65,.4306429
ARE,1979,57136.57,Derived using data on exports from UN and the spliced GDP,120703.7,.4733624
ARE,1980,85495.59,Derived using data on exports from UN and the spliced GDP,163750.3,.5221097
ARE,1981,83567.77,Derived using data on exports from UN and the spliced GDP,183469.9,.4554849
ARE,1982,71495.38,Derived using data on exports from UN and the spliced GDP,173388.7,.4123417
ARE,1983,60221.09,Derived using data on exports from UN and the spliced GDP,159184.6,.3783097
ARE,1984,59687.7,Derived using data on exports from UN and the spliced GDP,155482.6,.3838866
ARE,1985,57607.04,Derived using data on exports from UN and the spliced GDP,151003.8,.3814939
ARE,1986,37858.31,Derived using data on exports from UN and the spliced GDP,126235.2,.2999029
ARE,1987,48507.3,Derived using data on exports from UN and the spliced GDP,135314.1,.3584792
ARE,1988,46826.2,Derived using data on exports from UN and the spliced GDP,134908.1,.3470971
ARE,1989,59785.59,Derived using data on exports from UN and the spliced GDP,154207.1,.3876967
ARE,1990,81059.59,Derived using data on exports from UN and the spliced GDP,188557.1,.4298941
ARE,1991,84105.16,Derived using data on exports from UN and the spliced GDP,191720.8,.4386857
ARE,1992,88600.09,Derived using data on exports from UN and the spliced GDP,201714.1,.439236
ARE,1993,100908.5,Derived using data on exports from UN and the spliced GDP,206868.9,.4877897
ARE,1994,104404.8,Derived using data on exports from UN and the spliced GDP,220554.2,.4733748
ARE,1995,112300.9,Derived using data on exports from UN and the spliced GDP,244498.8,.4593107
ARE,1996,147033.4,Derived using data on exports from UN and the spliced GDP,273609.4,.5373842
ARE,1997,160354.2,Derived using data on exports from UN and the spliced GDP,293199.8,.5469111
ARE,1998,136127,Derived using data on exports from UN and the spliced GDP,281546.1,.4834982
ARE,1999,146689.4,Derived using data on exports from UN and the spliced GDP,314178.6,.4668981
ARE,2000,197908.4,Derived using data on exports from UN and the spliced GDP,388186.8,.5098276
ARE,2001,186516,Derived using data on exports from UN and the spliced GDP,384370.3,.4852509
ARE,2002,199647,Derived using data on exports from UN and the spliced GDP,408570.4,.4886477
ARE,2003,255380,Derived using data on exports from UN and the spliced GDP,462629.8,.552018
ARE,2004,345100,Derived using data on exports from UN and the spliced GDP,549979.1,.6274784
ARE,2005,448305,Derived using data on exports from UN and the spliced GDP,671985.6,.6671348
ARE,2006,559813,Derived using data on exports from UN and the spliced GDP,826382.6,.677426
ARE,2007,685620,Derived using data on exports from UN and the spliced GDP,959575.3,.7145036
ARE,2008,920506.9,Derived using data on exports from UN and the spliced GDP,1187600,.7750987
ARE,2009,735333.9,Derived using data on exports from UN and the spliced GDP,965761.2,.7614034
ARE,2010,875260,Derived using data on exports from UN and the spliced GDP,1102444,.7939268
ARE,2011,1160025,Derived using data on exports from UN and the spliced GDP,1325158,.875386
ARE,2012,1379075,Derived using data on exports from UN and the spliced GDP,1412481,.9763497
ARE,2013,1440518,Derived using data on exports from UN and the spliced GDP,1469803,.9800759
ARE,2014,1479019,Derived using data on exports from UN and the spliced GDP,1520802,.9725257
ARE,2015,1316700,Derived using data on exports from UN and the spliced GDP,1359837,.9682781
ARE,2016,1324400,Derived using data on exports from UN and the spliced GDP,1356090,.9766313
ARE,2017,1403400,Derived using data on exports from UN and the spliced GDP,1434173,.978543
ARE,2018,1469800,Derived using data on exports from UN and the spliced GDP,1568339,.9371697
ARE,2019,1486860,Derived using data on exports from UN and the spliced GDP,1535067,.968596
ARE,2020,1286394,Derived using data on exports from UN and the spliced GDP,1283440,1.002302
ARE,2021,1561385,Derived using data on exports from UN and the spliced GDP,1524744,1.024031
ARE,2022,1916668,Derived using data on exports from UN and the spliced GDP,1846283,1.038123
ARE,2023,2050730,Derived using data on exports from UN and the spliced GDP,1888144,1.086109
ARE,2024,2135589,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,1995455,1.070227
ARE,2025,2247131,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2081540,1.079552
ARE,2026,2357689,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2203056,1.07019
ARE,2027,2469963,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2330998,1.059616
ARE,2028,2591016,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2465774,1.050792
ARE,2029,2725723,Derived using data on exports from IMF_WEO_forecast and the spliced GDP,2609172,1.04467
ARG,1810,8.01e-15,Derived using data on exports from CS3 and the spliced GDP,1.30e-12,.0061456
ARG,1811,6.55e-15,Derived using data on exports from CS3 and the spliced GDP,1.32e-12,.0049477
ARG,1812,3.51e-15,Derived using data on exports from CS3 and the spliced GDP,1.32e-12,.0026517
ARG,1813,4.98e-15,Derived using data on exports from CS3 and the spliced GDP,1.35e-12,.0036873
ARG,1814,8.31e-15,Derived using data on exports from CS3 and the spliced GDP,1.37e-12,.0060517
ARG,1815,1.41e-14,Derived using data on exports from CS3 and the spliced GDP,1.41e-12,.0099783
ARG,1816,1.12e-14,Derived using data on exports from CS3 and the spliced GDP,1.42e-12,.0078715
ARG,1817,1.60e-14,Derived using data on exports from CS3 and the spliced GDP,1.46e-12,.0109466
