ISO3,year,cgovdef_GDP,source,nGDP,cgovdef
SVK,2002,-9.1,Derived using data on central government deficit to GDP from EUS and the spliced GDP,37272.25,-3391.775
SVK,2003,-3.2,Derived using data on central government deficit to GDP from EUS and the spliced GDP,41210.91,-1318.749
SVK,2004,-3.2,Derived using data on central government deficit to GDP from EUS and the spliced GDP,45996.76,-1471.896
SVK,2005,-2.6,Derived using data on central government deficit to GDP from EUS and the spliced GDP,50275.89,-1307.173
SVK,2006,-3.6,Derived using data on central government deficit to GDP from EUS and the spliced GDP,56349.06,-2028.566
SVK,2007,-2.4,Derived using data on central government deficit to GDP from EUS and the spliced GDP,63180.69,-1516.337
SVK,2008,-2.9,Derived using data on central government deficit to GDP from EUS and the spliced GDP,68556.65,-1988.143
SVK,2009,-7,Derived using data on central government deficit to GDP from EUS and the spliced GDP,64055.14,-4483.86
SVK,2010,-6.6,Derived using data on central government deficit to GDP from EUS and the spliced GDP,68726.72,-4535.963
SVK,2011,-4.7,Derived using data on central government deficit to GDP from EUS and the spliced GDP,71629.53,-3366.588
SVK,2012,-4.9,Derived using data on central government deficit to GDP from EUS and the spliced GDP,73727.61,-3612.653
SVK,2013,-3,Derived using data on central government deficit to GDP from EUS and the spliced GDP,74642.67,-2239.28
SVK,2014,-3.1,Derived using data on central government deficit to GDP from EUS and the spliced GDP,76562.3,-2373.431
SVK,2015,-2.8,Derived using data on central government deficit to GDP from EUS and the spliced GDP,80376.3,-2250.536
SVK,2016,-2.9,Derived using data on central government deficit to GDP from EUS and the spliced GDP,81621.57,-2367.026
SVK,2017,-1.3,Derived using data on central government deficit to GDP from EUS and the spliced GDP,84960.37,-1104.485
SVK,2018,-1.2,Derived using data on central government deficit to GDP from EUS and the spliced GDP,90275.85,-1083.31
SVK,2019,-1.5,Derived using data on central government deficit to GDP from EUS and the spliced GDP,94547.48,-1418.212
SVK,2020,-5.8,Derived using data on central government deficit to GDP from EUS and the spliced GDP,94320.59,-5470.594
SVK,2021,-5.4,Derived using data on central government deficit to GDP from EUS and the spliced GDP,101960,-5505.841
SVK,2022,-1.4,Derived using data on central government deficit to GDP from EUS and the spliced GDP,110088.6,-1541.24
SVK,2023,-5.6,Derived using data on central government deficit to GDP from EUS and the spliced GDP,122918.9,-6883.458
SVK,2024,-5.7,Derived using data on central government deficit to GDP from EUS and the spliced GDP,132025.3,-7525.44
SVN,1995,-7.6,Derived using data on central government deficit to GDP from EUS and the spliced GDP,10568.33,-803.1929
SVN,1996,-.7,Derived using data on central government deficit to GDP from EUS and the spliced GDP,12126.65,-84.88656
SVN,1997,-2.7,Derived using data on central government deficit to GDP from EUS and the spliced GDP,13812.39,-372.9346
SVN,1998,-2.8,Derived using data on central government deficit to GDP from EUS and the spliced GDP,15291.05,-428.1493
SVN,1999,-3.1,Derived using data on central government deficit to GDP from EUS and the spliced GDP,17149.43,-531.6324
SVN,2000,-3.3,Derived using data on central government deficit to GDP from EUS and the spliced GDP,18731.92,-618.1533
SVN,2001,-4.3,Derived using data on central government deficit to GDP from EUS and the spliced GDP,20937.56,-900.3153
SVN,2002,-2.2,Derived using data on central government deficit to GDP from EUS and the spliced GDP,23272.63,-511.9979
SVN,2003,-2.5,Derived using data on central government deficit to GDP from EUS and the spliced GDP,25376.34,-634.4086
SVN,2004,-1.8,Derived using data on central government deficit to GDP from EUS and the spliced GDP,27420.88,-493.5758
SVN,2005,-2.1,Derived using data on central government deficit to GDP from EUS and the spliced GDP,28905.74,-607.0204
SVN,2006,-1.2,Derived using data on central government deficit to GDP from EUS and the spliced GDP,31294.44,-375.5333
SVN,2007,-.1,Derived using data on central government deficit to GDP from EUS and the spliced GDP,34936.91,-34.93691
SVN,2008,-.6,Derived using data on central government deficit to GDP from EUS and the spliced GDP,37742.05,-226.4523
SVN,2009,-5,Derived using data on central government deficit to GDP from EUS and the spliced GDP,35830.35,-1791.517
SVN,2010,-4.9,Derived using data on central government deficit to GDP from EUS and the spliced GDP,36050.78,-1766.488
SVN,2011,-6.8,Derived using data on central government deficit to GDP from EUS and the spliced GDP,36782.21,-2501.191
SVN,2012,-4,Derived using data on central government deficit to GDP from EUS and the spliced GDP,35933.58,-1437.343
SVN,2013,-11.3,Derived using data on central government deficit to GDP from EUS and the spliced GDP,36041.27,-4072.663
SVN,2014,-4.6,Derived using data on central government deficit to GDP from EUS and the spliced GDP,37270.93,-1714.463
SVN,2015,-3.2,Derived using data on central government deficit to GDP from EUS and the spliced GDP,38493.89,-1231.805
SVN,2016,-2,Derived using data on central government deficit to GDP from EUS and the spliced GDP,40013.16,-800.2631
SVN,2017,-.1,Derived using data on central government deficit to GDP from EUS and the spliced GDP,42625.48,-42.62548
SVN,2018,1.1,Derived using data on central government deficit to GDP from EUS and the spliced GDP,45462.43,500.0868
SVN,2019,.7,Derived using data on central government deficit to GDP from EUS and the spliced GDP,48156.45,337.0952
SVN,2020,-7.9,Derived using data on central government deficit to GDP from EUS and the spliced GDP,46738.7,-3692.357
SVN,2021,-5,Derived using data on central government deficit to GDP from EUS and the spliced GDP,52022.64,-2601.132
SVN,2022,-2.6,Derived using data on central government deficit to GDP from EUS and the spliced GDP,56908.77,-1479.628
SVN,2023,-2.7,Derived using data on central government deficit to GDP from EUS and the spliced GDP,63951.24,-1726.683
SVN,2024,-.8,Derived using data on central government deficit to GDP from EUS and the spliced GDP,66080.81,-528.6465
SWE,1722,-.1366603,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,25.87551,-.0353616
SWE,1723,-.2080837,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,23.79148,-.0495062
SWE,1724,-.5703321,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,22.94063,-.1308378
SWE,1725,-1.288046,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,23.42711,-.301752
SWE,1726,-.3659229,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,25.12553,-.0919401
SWE,1727,-1.087655,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,24.92567,-.2711053
SWE,1728,-.8036367,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,24.34773,-.1956673
SWE,1729,-.8107714,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,24.715,-.2003822
SWE,1730,-1.082028,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,24.5106,-.2652117
SWE,1731,-.95855,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,24.47082,-.234565
SWE,1732,-1.227425,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,25.25638,-.310003
SWE,1733,-1.340802,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,26.37344,-.3536156
SWE,1734,-1.277408,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,26.75953,-.3418284
SWE,1735,-1.088008,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,26.97599,-.293501
SWE,1736,-1.426448,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,27.4342,-.3913346
SWE,1737,-1.209212,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,26.70905,-.3229689
SWE,1738,-.870182,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,26.68494,-.2322076
SWE,1739,-.0135265,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,26.14252,-.0035362
SWE,1740,-.9750681,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,28.8917,-.2817138
SWE,1741,-.2107441,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,29.64358,-.0624721
SWE,1742,-.4223537,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,27.35017,-.1155144
SWE,1743,-4.535094,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,26.61484,-1.207008
SWE,1744,-1.408845,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,29.36663,-.4137303
SWE,1745,-.6917968,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,28.28393,-.1956673
SWE,1746,-.7262717,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,28.56431,-.2074545
SWE,1747,.0530837,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,31.0869,.0165021
SWE,1748,-1.046862,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,32.08968,-.3359348
SWE,1749,-1.497537,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,31.32678,-.46913
SWE,1750,-2.03006,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,29.96063,-.6082188
SWE,1751,.5587516,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,30.58858,.1709142
SWE,1752,.9847112,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,32.19983,.3170753
SWE,1753,-.8250709,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,32.28697,-.2663904
SWE,1754,-.5966675,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,33.97866,-.2027396
SWE,1755,.0336217,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,35.05831,.0117872
SWE,1756,-.364385,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,38.17084,-.1390888
SWE,1757,-1.287121,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,41.11849,-.5292447
SWE,1758,.35313,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,48.3998,.1709142
SWE,1759,.719319,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,44.89926,.3229689
SWE,1760,1.01794,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,51.41277,.5233511
SWE,1761,.8588554,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,55.85789,.4797385
SWE,1762,-1.55049,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,68.11602,-1.056132
SWE,1763,2.84521,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,77.34641,2.200668
SWE,1764,.4869484,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,71.16633,.3465433
SWE,1765,.4576873,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,70.05034,.3206115
SWE,1766,-2.065059,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,64.84195,-1.339024
SWE,1767,-.7252459,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,57.53447,-.4172664
SWE,1768,.2273773,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,49.76618,.113157
SWE,1769,-.932491,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,48.91888,-.4561641
SWE,1770,.0893299,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,52.78045,.0471487
SWE,1771,-.7180724,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,60.07905,-.431411
SWE,1772,-1.412057,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,60.93697,-.8604646
SWE,1773,.1560434,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,63.45184,.0990124
SWE,1774,-.2786863,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,59.21375,-.1650206
SWE,1775,-.1380694,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,64.8823,-.0895826
SWE,1776,1.235015,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,69.09975,.8533924
SWE,1777,.5250776,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,71.83508,.37719
SWE,1778,-2.45,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,78.75767,-1.929563
SWE,1779,11.05812,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,81.81018,9.046665
SWE,1780,.7822669,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,84.83276,.6636186
SWE,1781,.3170874,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,85.49859,.2711053
SWE,1782,.3383797,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,86.38881,.2923222
SWE,1783,-.3260891,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,87.11459,-.2840712
SWE,1784,-.0551013,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,83.42818,-.04597
SWE,1785,.6316705,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,87.3304,.5516403
SWE,1786,.7187477,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,91.01786,.6541888
SWE,1787,.6832153,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,89.02302,.6082188
SWE,1788,.2886848,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,89.0108,.2569607
SWE,1789,8.298141,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,103.1681,8.561034
SWE,1790,-2.283935,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,100.1217,-2.286714
SWE,1791,.6965033,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,102.3864,.7131248
SWE,1792,6.485713,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,100.5208,6.519494
SWE,1793,-.6498702,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,98.48802,-.6400443
SWE,1794,.1354178,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,112.2856,.1520547
SWE,1795,-1.901174,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,117.2411,-2.228957
SWE,1796,.8564903,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,120.4192,1.031379
SWE,1797,2.086461,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,114.5127,2.389263
SWE,1798,-.9728372,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,122.4958,-1.191684
SWE,1799,-.2499878,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,139.0956,-.347722
SWE,1800,-.6532345,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,154.2791,-1.007805
SWE,1801,.9092088,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,163.3492,1.485186
SWE,1802,-1.715468,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,170.1976,-2.919686
SWE,1803,3.013205,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,163.9845,4.941189
SWE,1804,2.581874,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,152.757,3.943993
SWE,1805,1.083824,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,169.2236,1.834086
SWE,1806,1.226762,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,186.5947,2.289072
SWE,1807,1.038282,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,193.3345,2.007358
SWE,1808,4.682122,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,214.5907,10.0474
SWE,1809,3.942189,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,219.4967,8.652974
SWE,1810,1.940909,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,233.2648,4.527458
SWE,1811,-.5549819,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,268.0345,-1.487543
SWE,1812,-3.620236,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,310.94,-11.25676
SWE,1813,.748919,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,338.3871,2.534245
SWE,1814,-.5512691,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,340.1862,-1.875342
SWE,1815,-1.717219,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,340.3228,-5.844087
SWE,1816,.5477462,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,353.349,1.935456
SWE,1817,-.2143229,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,359.1326,-.7697033
SWE,1818,-.1644885,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,379.0796,-.6235422
SWE,1819,.6547945,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,390.2693,2.555462
SWE,1820,.0535656,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,376.2881,.2015609
SWE,1821,.7012429,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,359.3763,2.520101
SWE,1822,.1816021,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,351.7942,.6388655
SWE,1823,-.1626436,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,355.1152,-.5775721
SWE,1824,.0321679,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,355.4345,.1143357
SWE,1825,.0088528,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,386.1228,.0341828
SWE,1826,-.0491815,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,405.0372,-.1992034
SWE,1827,.1000837,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,425.1617,.4255174
SWE,1828,.3114974,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,393.5403,1.225868
SWE,1829,-.2807509,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,397.1735,-1.115068
SWE,1830,.6635037,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,411.9719,2.733449
SWE,1831,-.0023894,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,443.9865,-.0106085
SWE,1832,.1778111,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,449.4497,.7991713
SWE,1833,-.1185424,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,439.5,-.5209936
SWE,1834,-.0733951,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,443.2536,-.3253264
SWE,1835,.048596,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,456.0024,.2215991
SWE,1836,.2116337,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,480.101,1.016055
SWE,1837,.3832545,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,489.9353,1.877699
SWE,1838,-.4393694,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,501.9427,-2.205383
SWE,1839,.5324032,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,524.4869,2.792385
SWE,1840,.2925769,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,516.4854,1.511117
SWE,1841,.389013,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,519.9521,2.022681
SWE,1842,.1774359,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,524.138,.930009
SWE,1843,-.5517051,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,527.9295,-2.912614
SWE,1844,-.125935,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,523.2092,-.6589037
SWE,1845,-.1800704,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,525.634,-.9465111
SWE,1846,-.0237646,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,570.3981,-.1355526
SWE,1847,.3049724,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,606.0323,1.848231
SWE,1848,-.6151932,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,606.61,-3.731823
SWE,1849,.2035356,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,604.6029,1.230582
SWE,1850,.0992125,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,634.432,.6294358
SWE,1851,.0812768,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,646.8128,.5257086
SWE,1852,.2497068,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,655.1931,1.636062
SWE,1853,-.13996,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,688.0632,-.9630131
SWE,1854,.7611573,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,774.7583,5.897129
SWE,1855,.6045355,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,901.194,5.448038
SWE,1856,-.5205655,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1009.427,-5.254728
SWE,1857,.5839997,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1072.554,6.263711
SWE,1858,1.973137,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,955.9924,18.86304
SWE,1859,1.850661,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,940.2814,17.40142
SWE,1860,2.350595,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,987.6165,23.21486
SWE,1861,1.325687,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,998.8575,13.24173
SWE,1862,.6702107,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1020.942,6.842462
SWE,1863,1.531602,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1048.039,16.05179
SWE,1864,1.927098,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1045.624,20.15019
SWE,1865,2.004026,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1043.776,20.91754
SWE,1866,2.694784,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1043.304,28.1148
SWE,1867,1.172822,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1088.546,12.7667
SWE,1868,1.699106,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1050.93,17.85641
SWE,1869,1.418846,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1100.007,15.60741
SWE,1870,.7136921,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1173.612,8.375976
SWE,1871,-.2279948,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1234.064,-2.813602
SWE,1872,-.0601167,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1399.952,-.8416051
SWE,1873,.300047,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1589.843,4.770275
SWE,1874,1.687875,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1717.439,28.98823
SWE,1875,.8441873,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1649.7,13.92656
SWE,1876,1.113614,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1742.124,19.40053
SWE,1877,.6652083,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1707.101,11.35578
SWE,1878,2.3672,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1548.587,36.65815
SWE,1879,1.38531,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1527.822,21.16507
SWE,1880,.4353436,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1569.302,6.831854
SWE,1881,.3901613,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1655.868,6.460557
SWE,1882,-.1331637,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1625.163,-2.164127
SWE,1883,-.2742561,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1689.065,-4.632364
SWE,1884,.1860281,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1653.125,3.075277
SWE,1885,.009364,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1636.404,.1532334
SWE,1886,.9974064,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1550.737,15.46715
SWE,1887,1.34725,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1485.068,20.00757
SWE,1888,.2616573,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1547.856,4.050077
SWE,1889,-.4701883,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1654.81,-7.780722
SWE,1890,-.3969877,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1717.063,-6.81653
SWE,1891,.8069651,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1822.784,14.70923
SWE,1892,.5861838,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1840.718,10.78999
SWE,1893,.4182276,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1829.684,7.652242
SWE,1894,-.046992,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1823.562,-.8569285
SWE,1895,-.841285,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,1936.871,-16.29461
SWE,1896,.6178131,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2014.349,12.44491
SWE,1897,-.8493033,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2177.145,-18.49056
SWE,1898,-1.014068,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2354.489,-23.87613
SWE,1899,-1.257121,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2544.457,-31.98689
SWE,1900,.317791,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2615.658,8.312325
SWE,1901,1.578219,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2596.107,40.97226
SWE,1902,2.050099,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2605.877,53.42307
SWE,1903,.967063,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2829.838,27.36631
SWE,1904,.5328243,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2838.707,15.12532
SWE,1905,.5684164,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,2898.602,16.47613
SWE,1906,.3615882,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,3260.815,11.79072
SWE,1907,-.1658876,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,3626.66,-6.01618
SWE,1908,2.573213,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,3588.817,92.3479
SWE,1909,3.032616,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,3565.521,108.1286
SWE,1910,.5698616,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,3799.292,21.65071
SWE,1911,.7936653,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,3900.917,30.96022
SWE,1912,1.219323,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,4179.717,50.96426
SWE,1913,.7653485,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,4483.714,34.31604
SWE,1914,.4258955,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,4609.478,19.63156
SWE,1915,1.08904,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,5395.39,58.75795
SWE,1916,.7376492,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,6805.624,50.20163
SWE,1917,.5277545,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,8208.86,43.32263
SWE,1918,7.352757,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,10831.12,796.3859
SWE,1919,.6714237,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,13152.24,88.30725
SWE,1920,.1676793,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,14945.63,25.06074
SWE,1921,4.951952,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,11559.32,572.4117
SWE,1922,3.681374,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,9907.917,364.7475
SWE,1923,-1.067187,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,9592.008,-102.3647
SWE,1924,1.409002,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,10179.38,143.4277
SWE,1925,1.322605,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,10497.56,138.8413
SWE,1926,-.0524448,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,10657.83,-5.589484
SWE,1927,.948122,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,10885.46,103.2074
SWE,1928,.7369766,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,11273.99,83.0867
SWE,1929,.5376077,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,11821.66,63.55415
SWE,1930,-.5104911,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,11949.48,-61.00104
SWE,1931,.8001275,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,11127.69,89.0357
SWE,1932,-1.73669,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,10379.73,-180.2638
SWE,1933,3.845016,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,10436.51,401.2853
SWE,1934,2.506709,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,11322.47,283.8213
SWE,1935,2.865882,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,12010.59,344.2094
SWE,1936,1.43436,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,12668.45,181.7113
SWE,1937,-.673825,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,13744.04,-92.61076
SWE,1938,1.216574,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,14330.17,174.3372
SWE,1939,.9340646,Derived using data on central government deficit to GDP from CS1 and the spliced GDP,15580.72,145.534
