ISO3,year,cgovdebt_GDP,source,nGDP,cgovdebt
KAZ,2016,18.8994,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4.70e+07,8877267
KAZ,2017,19.2,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5.44e+07,1.04e+07
KAZ,2018,19.6,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6.18e+07,1.21e+07
KAZ,2019,18.48305,Derived using data on central government debt to GDP from WDI and the spliced GDP,6.95e+07,1.29e+07
KAZ,2020,23.71576,Derived using data on central government debt to GDP from WDI and the spliced GDP,7.06e+07,1.68e+07
KAZ,2021,22.41204,Derived using data on central government debt to GDP from WDI and the spliced GDP,8.40e+07,1.88e+07
KAZ,2022,21.35478,Derived using data on central government debt to GDP from WDI and the spliced GDP,1.04e+08,2.22e+07
KAZ,2023,20.88585,Derived using data on central government debt to GDP from WDI and the spliced GDP,1.21e+08,2.52e+07
KEN,1950,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4789.663,
KEN,1951,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6048.061,
KEN,1952,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6168.522,
KEN,1953,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6263.93,
KEN,1954,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7304.181,
KEN,1955,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8365.468,
KEN,1956,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8652.11,
KEN,1957,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,9245.073,
KEN,1958,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,9362.69,
KEN,1959,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,9226.104,
KEN,1960,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,10053.2,
KEN,1961,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,10077.22,
KEN,1962,,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,11053.56,
KEN,1963,12.88465,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,11954.98,1540.357
KEN,1964,12.0941,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,12594.45,1523.186
KEN,1965,13.36882,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,13183.65,1762.499
KEN,1966,12.82101,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,15212.77,1950.431
KEN,1967,13.55274,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,15638.41,2119.432
KEN,1968,12.67952,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,17071.07,2164.53
KEN,1969,13.67319,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,17980.94,2458.568
KEN,1970,13.92643,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,19707.13,2744.499
KEN,1971,13.24406,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,21839.49,2892.436
KEN,1972,14.10424,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,24487.74,3453.81
KEN,1973,17.88071,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,28390.17,5076.365
KEN,1974,17.47921,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,34406.42,6013.969
KEN,1975,17.82324,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,38829.17,6920.617
KEN,1976,20.01422,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,47154.35,9437.575
KEN,1977,22.01348,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,60292.53,13272.49
KEN,1978,22.35464,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,66666.5,14903.05
KEN,1979,25.39002,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,73951.03,18776.18
KEN,1980,25.96366,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,85495.72,22197.82
KEN,1981,30.6676,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,98308.7,30148.92
KEN,1982,35.83176,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,114308.7,40958.81
KEN,1983,34.7792,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,129528.1,45048.84
KEN,1984,34.06524,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,145235.4,49474.79
KEN,1985,38.39089,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,163999.6,62960.89
KEN,1986,41.66083,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,191023.9,79582.14
KEN,1987,48.35768,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,213267.8,103131.3
KEN,1988,45.10082,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,245853,110881.7
KEN,1989,44.52356,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,278991.2,124216.8
KEN,1990,50.02651,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,317917.9,159043.2
KEN,1991,57.30883,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,359738.9,206162.2
KEN,1992,54.81071,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,416486.8,228279.3
KEN,1993,82.08673,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,520584.1,427330.4
KEN,1994,75.91786,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,640161,485996.5
KEN,1995,69.35691,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,756550.9,524720.4
KEN,1996,53.97738,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,859737.7,464063.8
KEN,1997,47.9133,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,962440,461136.8
KEN,1998,47.04517,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1063767,500450.8
KEN,1999,49.75715,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1131614,563058.7
KEN,2000,52.23034,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1207090,630467
KEN,2001,56.2184,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1282392,720940.1
KEN,2002,61.84422,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1302004,805214.4
KEN,2003,60.13274,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1422894,855625.3
KEN,2004,53.79514,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1602103,861853.7
KEN,2005,48.34302,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1780001,860506.1
KEN,2006,43.97506,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2039921,897056.5
KEN,2007,38.37238,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2356884,904392.4
KEN,2008,41.46901,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2720319,1128089
KEN,2009,41.09478,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3275643,1346118
KEN,2010,44.40316,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3597630,1597462
KEN,2011,43.04943,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4162514,1791939
KEN,2012,43.87999,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4798800,2105713
KEN,2013,43.95967,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5311324,2334840
KEN,2014,48.56172,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6003838,2915567
KEN,2015,51.44615,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6884327,3541721
KEN,2016,54.4987,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7594064,4138666
KEN,2017,55.17901,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8483396,4681054
KEN,2018,60.14743,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,9340307,5617955
KGZ,1994,42.40066,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,12019.2,5096.22
KGZ,1995,52.42566,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,16145.1,8464.176
KGZ,1996,57.65179,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,23399.3,13490.12
KGZ,1997,64.80258,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,30685.7,19885.13
KGZ,1998,85.12335,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,34181.4,29096.35
KGZ,1999,119.5696,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,48744,58283.02
KGZ,2000,123.3027,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,65357.9,80588.02
KGZ,2001,108.2075,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,73883.3,79947.27
KGZ,2002,107.9415,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,75366.7,81351.93
KGZ,2003,108.2303,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,83871.6,90774.47
KGZ,2004,92.66646,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,94350.7,87431.45
KGZ,2005,85.66071,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,100899.2,86430.97
KGZ,2006,73.35469,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,113800.1,83477.71
KGZ,2007,57.74378,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,141897.7,81937.09
KGZ,2008,49.01156,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,187991.9,92137.77
KGZ,2009,58.4944,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,201222.9,117704.1
KGZ,2010,59.69859,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,220369.3,131557.4
KGZ,2011,50.05576,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,285989.1,143154
KGZ,2012,50.47788,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,310471,156719.2
KGZ,2013,47.12476,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,355294.8,167431.8
KGZ,2014,53.59679,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,400694,214759.1
KGZ,2015,67.08735,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,435238.7,291990.1
KGZ,2016,59.07282,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,486899.2,287625.1
KGZ,2017,58.78611,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,548227.2,322281.4
KGZ,2018,56.02554,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,594931,333313.3
KGZ,2019,51.33254,Derived using data on central government debt to GDP from WDI and the spliced GDP,654015.2,335722.6
KGZ,2020,67.95622,Derived using data on central government debt to GDP from WDI and the spliced GDP,639688.6,434708.2
KGZ,2021,56.36237,Derived using data on central government debt to GDP from WDI and the spliced GDP,782854.3,441235.3
KGZ,2022,47.08548,Derived using data on central government debt to GDP from WDI and the spliced GDP,1020745,480622.5
KGZ,2023,40.54199,Derived using data on central government debt to GDP from WDI and the spliced GDP,1228899,498220
KGZ,2024,40.23185,Derived using data on central government debt to GDP from WDI and the spliced GDP,1403510,564657.9
KHM,2021,28.03251,Derived using data on central government debt to GDP from WDI and the spliced GDP,1.48e+08,4.16e+07
KHM,2022,27.4924,Derived using data on central government debt to GDP from WDI and the spliced GDP,1.63e+08,4.47e+07
KHM,2023,50.34202,Derived using data on central government debt to GDP from WDI and the spliced GDP,1.76e+08,8.86e+07
KIR,1988,2.106713,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,48.99335,1.032149
KIR,1989,4.270464,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,47.60616,2.033004
KIR,1990,6.558132,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,46.80251,3.069371
KIR,1991,7.341487,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,52.95208,3.88747
KIR,1992,9.353557,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,83.72964,7.831699
KIR,1993,13.69323,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,86.69485,11.87132
KIR,1994,15.03828,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,91.71504,13.79236
KIR,1995,15.03377,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,92.53876,13.91206
KIR,1996,13.42023,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,104.0907,13.96921
KIR,1997,12.78517,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,108.0677,13.81663
KIR,1998,11.19263,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,119.237,13.34576
KIR,1999,13.23929,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,119.8483,15.86706
KIR,2000,11.85099,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,129.2077,15.3124
KIR,2001,15.39568,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,125.5497,19.32922
KIR,2002,11.77615,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,137.5708,16.20055
KIR,2003,11.24767,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,148.1866,16.66755
KIR,2004,11.98352,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,141.531,16.96039
KIR,2005,10.53448,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,149.143,15.71144
KIR,2006,11.34045,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,149.1823,16.91795
KIR,2007,9.925296,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,164.9856,16.37531
KIR,2008,12.89298,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,175.2715,22.59772
KIR,2009,9.345188,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,179.7339,16.79647
KIR,2010,8.466024,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,180.3761,15.27068
KIR,2011,8.017268,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,189.9858,15.23167
KIR,2012,7.436336,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,199.9223,14.86689
KIR,2013,8.299799,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,208.9615,17.34338
KIR,2014,8.698423,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,222.1913,19.32714
KIR,2015,19.89909,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,254.9828,50.73925
KIR,2016,21.94143,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,277.7434,60.94088
KIR,2017,21.61979,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,290.7989,62.87011
KIR,2018,20.5669,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,312.5389,64.27956
KNA,1984,16.42231,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,266.23,43.72111
KNA,1985,18.74811,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,299.72,56.19182
KNA,1986,17.40406,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,352.85,61.41021
KNA,1987,15.09764,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,398.92,60.22751
KNA,1988,14.57473,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,466.27,67.95758
KNA,1989,14.09713,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,519.8,73.27686
KNA,1990,13.03907,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,586.6,76.48717
KNA,1991,15.71525,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,595.46,93.57803
KNA,1992,13.04304,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,653.77,85.2715
KNA,1993,10.07308,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,712.14,71.73444
KNA,1994,7.871057,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,796.93,62.72681
KNA,1995,11.21185,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,846.41,94.89819
KNA,1996,14.53943,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,901.65,131.0948
KNA,1997,9.79324,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1010.52,98.96265
KNA,1998,13.22359,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1033.76,136.7002
KNA,1999,14.9585,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1096.71,164.0514
KNA,2000,21.82592,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1181.14,257.7947
KNA,2001,21.4899,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1294.23,278.1288
KNA,2002,18.82759,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1348.31,253.8544
KNA,2003,12.65913,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1304.99,165.2004
KNA,2004,90.82806,Derived using data on central government debt to GDP from WDI and the spliced GDP,1423.5,1292.937
KNA,2005,89.13201,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1549.7,1381.279
KNA,2006,98.53941,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1816.75,1790.215
KNA,2007,92.92677,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1936.27,1799.313
KNA,2008,87.6528,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2099.77,1840.507
KNA,2009,90.19266,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2090.54,1885.514
KNA,2010,93.49348,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2102.54,1965.738
KNA,2011,87.77369,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2257.45,1981.447
KNA,2012,84.02393,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2228.53,1872.499
KNA,2013,58.24387,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2362.22,1375.848
KNA,2014,51.24012,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2573.56,1318.695
KNA,2015,41.68036,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2584.5,1077.229
KNA,2016,37.46228,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2718.41,1018.378
KNA,2017,35.41854,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2853.84,1010.789
KNA,2018,27.73448,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2906.68,806.1526
KOR,1911,6.051071,Derived using data on central government debt to GDP from CS2 and the spliced GDP,360.3055,21.80234
KOR,1912,7.304901,Derived using data on central government debt to GDP from CS2 and the spliced GDP,421.0987,30.76084
KOR,1913,8.074706,Derived using data on central government debt to GDP from CS2 and the spliced GDP,465.1752,37.56153
KOR,1914,9.930559,Derived using data on central government debt to GDP from CS2 and the spliced GDP,430.1391,42.71522
KOR,1915,12.10807,Derived using data on central government debt to GDP from CS2 and the spliced GDP,384.8315,46.59567
KOR,1916,11.82049,Derived using data on central government debt to GDP from CS2 and the spliced GDP,403.0654,47.64432
KOR,1917,10.4048,Derived using data on central government debt to GDP from CS2 and the spliced GDP,538.201,55.99876
KOR,1918,7.387988,Derived using data on central government debt to GDP from CS2 and the spliced GDP,819.5065,60.54504
KOR,1919,6.489173,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1116.988,72.48325
KOR,1920,16.67591,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1109.007,184.937
KOR,1921,14.04026,Derived using data on central government debt to GDP from CS2 and the spliced GDP,911.9843,128.045
KOR,1922,12.86314,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1008.869,129.7722
KOR,1923,13.27829,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1090.164,144.755
KOR,1924,14.3402,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1168.448,167.5578
KOR,1925,14.98981,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1227.348,183.9771
KOR,1926,16.2799,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1196.963,194.8644
KOR,1927,17.52111,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1191.628,208.7865
KOR,1928,19.99148,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1109.724,221.8501
KOR,1929,22.0446,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1087.279,239.6864
KOR,1930,27.36943,Derived using data on central government debt to GDP from CS2 and the spliced GDP,957.2021,261.9808
KOR,1931,29.79308,Derived using data on central government debt to GDP from CS2 and the spliced GDP,928.8875,276.7442
KOR,1932,28.55473,Derived using data on central government debt to GDP from CS2 and the spliced GDP,976.9289,278.9594
KOR,1933,28.70559,Derived using data on central government debt to GDP from CS2 and the spliced GDP,999.8763,287.0204
KOR,1934,27.05878,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1127.508,305.0899
KOR,1935,23.17514,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1303.483,302.084
KOR,1936,23.27729,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1322.105,307.7501
KOR,1937,19.68457,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1652.243,325.2369
KOR,1938,20.63274,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1705.805,351.9542
KOR,1939,21.63435,Derived using data on central government debt to GDP from CS2 and the spliced GDP,1726.341,373.4826
KOR,1940,21.01506,Derived using data on central government debt to GDP from CS2 and the spliced GDP,2188.533,459.9216
KOR,1941,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1942,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1943,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1944,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1945,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1946,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1947,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1948,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1949,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1950,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1951,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1952,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,,
KOR,1953,7.915165,Derived using data on central government debt to GDP from CS2 and the spliced GDP,50519.71,3998.719
KOR,1954,10.21696,Derived using data on central government debt to GDP from CS2 and the spliced GDP,69917.59,7143.45
KOR,1955,11.91866,Derived using data on central government debt to GDP from CS2 and the spliced GDP,120543.9,14367.21
KOR,1956,,Derived using data on central government debt to GDP from CS2 and the spliced GDP,159979.1,
KOR,1957,10.47304,Derived using data on central government debt to GDP from CS2 and the spliced GDP,208580.4,21844.7
KOR,1958,16.22607,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,216680.6,35158.74
KOR,1959,12.64344,Derived using data on central government debt to GDP from CS2 and the spliced GDP,230216.5,29107.29
KOR,1960,13.15824,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,259100.1,34093.01
KOR,1961,12.85157,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,312857.2,40207.05
KOR,1962,12.53555,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,379400.3,47559.91
KOR,1963,8.855347,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,537716.1,47616.63
KOR,1964,6.31041,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,767034.1,48403
KOR,1965,5.905004,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,862135.6,50909.14
KOR,1966,4.270103,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1105484,47205.3
KOR,1967,3.59107,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1362189,48917.14
KOR,1968,2.64912,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1755505,46505.44
KOR,1969,18.11358,Derived using data on central government debt to GDP from CS2 and the spliced GDP,2294476,415611.7
KOR,1970,10.35614,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2900021,300330.3
KOR,1971,14.22718,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3565141,507219.1
KOR,1972,18.00244,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4425420,796683.6
KOR,1973,17.61471,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5731705,1009623
KOR,1974,18.38927,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8197335,1507430
KOR,1975,21.19603,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.09e+07,2317471
KOR,1976,20.13139,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.50e+07,3021323
KOR,1977,19.84114,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.93e+07,3828596
KOR,1978,18.19566,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.61e+07,4746290
KOR,1979,15.5825,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3.36e+07,5235808
KOR,1980,18.38927,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4.12e+07,7575307
KOR,1981,18.67963,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5.15e+07,9621230
KOR,1982,20.42175,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5.94e+07,1.21e+07
KOR,1983,19.26036,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7.06e+07,1.36e+07
KOR,1984,16.93748,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8.15e+07,1.38e+07
KOR,1985,16.25999,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,9.14e+07,1.49e+07
KOR,1986,14.61464,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.07e+08,1.56e+07
KOR,1987,15.38891,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.26e+08,1.94e+07
KOR,1988,12.77571,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.51e+08,1.93e+07
KOR,1989,12.48535,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,1.72e+08,2.15e+07
KOR,1990,12.93968,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.08e+08,2.69e+07
KOR,1991,12.07814,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.51e+08,3.04e+07
KOR,1992,11.81415,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,2.88e+08,3.40e+07
KOR,1993,11.04101,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3.27e+08,3.61e+07
KOR,1994,9.803826,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,3.86e+08,3.79e+07
KOR,1995,8.657149,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,4.53e+08,3.92e+07
KOR,1996,7.977844,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5.09e+08,4.06e+07
KOR,1997,9.915784,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5.62e+08,5.57e+07
KOR,1998,14.19689,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,5.57e+08,7.91e+07
KOR,1999,16.20963,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6.13e+08,9.94e+07
KOR,2000,16.68199,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,6.76e+08,1.13e+08
KOR,2001,17.22943,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,7.33e+08,1.26e+08
KOR,2002,17.04128,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8.13e+08,1.39e+08
KOR,2003,19.80319,Derived using data on central government debt to GDP from IMF_GDD and the spliced GDP,8.68e+08,1.72e+08
