ISO3,year,cgovexp_GDP,source,nGDP,cgovexp
BRA,1888,22.96875,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.90e-13,4.35e-14
BRA,1889,28.18182,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.96e-13,5.51e-14
BRA,1890,25.69767,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.55e-13,6.55e-14
BRA,1891,14.07643,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,4.65e-13,6.55e-14
BRA,1892,14.23469,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.81e-13,8.26e-14
BRA,1893,13.0303,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,6.84e-13,8.92e-14
BRA,1894,14.18251,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,7.79e-13,1.10e-13
BRA,1895,12.36559,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.26e-13,1.02e-13
BRA,1896,12.68041,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.62e-13,1.09e-13
BRA,1897,11.88088,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.45e-13,1.12e-13
BRA,1898,20.4908,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.66e-13,1.98e-13
BRA,1899,9.42492,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.27e-13,8.74e-14
BRA,1900,14,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.18e-13,1.29e-13
BRA,1901,12.40741,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.00e-13,9.92e-14
BRA,1902,10.27586,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.59e-13,8.83e-14
BRA,1903,12.51724,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.59e-13,1.08e-13
BRA,1904,14.46875,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.48e-13,1.37e-13
BRA,1905,13.88889,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.00e-13,1.11e-13
BRA,1906,13.21875,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.48e-13,1.25e-13
BRA,1907,14.10811,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.10e-12,1.55e-13
BRA,1908,13.81081,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.10e-12,1.51e-13
BRA,1909,12.33333,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.24e-12,1.53e-13
BRA,1910,13,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.42e-12,1.85e-13
BRA,1911,12.4,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.63e-12,2.02e-13
BRA,1912,13.8421,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.69e-12,2.34e-13
BRA,1913,13.38597,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.69e-12,2.26e-13
BRA,1914,16.31915,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.39e-12,2.27e-13
BRA,1915,15.31111,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.33e-12,2.04e-13
BRA,1916,14.3125,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.42e-12,2.04e-13
BRA,1917,14.56364,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.63e-12,2.37e-13
BRA,1918,15.76364,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.63e-12,2.57e-13
BRA,1919,11.22892,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.46e-12,2.76e-13
BRA,1920,12.52041,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.90e-12,3.63e-13
BRA,1921,11.89,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.96e-12,3.52e-13
BRA,1922,11.9,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.55e-12,4.23e-13
BRA,1923,9.80625,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,4.74e-12,4.65e-13
BRA,1924,8.15,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.92e-12,4.83e-13
BRA,1925,8,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,6.52e-12,5.21e-13
BRA,1926,8.121739,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,6.81e-12,5.53e-13
BRA,1927,8.104,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,7.41e-12,6.00e-13
BRA,1928,8.392858,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.29e-12,6.96e-13
BRA,1929,9.688,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,7.41e-12,7.17e-13
BRA,1930,11.41364,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,6.52e-12,7.44e-13
BRA,1931,11.37222,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.33e-12,6.06e-13
BRA,1932,15.88889,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.33e-12,8.47e-13
BRA,1933,12.58947,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.63e-12,7.09e-13
BRA,1934,12.2,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,7.41e-12,9.04e-13
BRA,1935,9.573334,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.89e-12,8.51e-13
BRA,1936,8.718919,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.10e-11,9.56e-13
BRA,1937,9.866667,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.24e-11,1.23e-12
BRA,1938,10.52222,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.33e-11,1.40e-12
BRA,1939,10.77778,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.33e-11,1.44e-12
BRA,1940,10.81042,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.42e-11,1.54e-12
BRA,1941,10.65882,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.51e-11,1.61e-12
BRA,1942,10.93621,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.72e-11,1.88e-12
BRA,1943,9.719403,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.98e-11,1.93e-12
BRA,1944,9.544318,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.61e-11,2.49e-12
BRA,1945,9.677678,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.32e-11,3.21e-12
BRA,1946,9.596622,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,4.38e-11,4.21e-12
BRA,1947,7.200538,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.51e-11,3.97e-12
BRA,1948,8.049231,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.78e-11,4.65e-12
BRA,1949,9.011739,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,6.81e-11,6.14e-12
BRA,1950,8.823529,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.06e-11,7.11e-12
BRA,1951,8.359133,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.57e-11,8.00e-12
BRA,1952,7.556675,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.18e-10,8.94e-12
BRA,1953,11.06383,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.39e-10,1.54e-11
BRA,1954,8.61244,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.84e-10,1.58e-11
BRA,1955,8.301405,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.31e-10,1.92e-11
BRA,1956,9.839357,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.96e-10,2.91e-11
BRA,1957,11.33005,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.59e-10,4.07e-11
BRA,1958,11.11111,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,4.27e-10,4.74e-11
BRA,1959,11.16139,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.71e-10,6.38e-11
BRA,1960,11.57143,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,8.06e-10,9.33e-11
BRA,1961,12.41463,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.15e-09,1.43e-10
BRA,1962,12.83333,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.21e-09,2.84e-10
BRA,1963,11.03546,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.94e-09,4.35e-10
BRA,1964,10.4652,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,7.66e-09,8.02e-10
BRA,1965,10.22727,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.56e-08,1.59e-09
BRA,1966,10.15156,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.27e-08,2.31e-09
BRA,1967,9.302325,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.12e-08,2.90e-09
BRA,1968,9.836065,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,4.21e-08,4.14e-09
BRA,1969,9.259259,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,5.67e-08,5.25e-09
BRA,1970,10.20408,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,7.12e-08,7.26e-09
BRA,1971,13.20306,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.15e-08,1.21e-08
BRA,1972,17.3913,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.32e-07,2.30e-08
BRA,1973,16.56315,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.93e-07,3.20e-08
BRA,1974,16.52542,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.74e-07,4.54e-08
BRA,1975,18.30846,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,3.86e-07,7.07e-08
BRA,1976,17.86372,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,6.00e-07,1.07e-07
BRA,1977,18.62706,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.25e-07,1.72e-07
BRA,1978,19.74083,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,1.34e-06,2.65e-07
BRA,1979,18.05578,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,2.21e-06,3.98e-07
BRA,1980,19.89683,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,4.07e-06,8.09e-07
BRA,1981,20.27642,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,9.15e-06,1.85e-06
BRA,1982,20.91287,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.0000193,4.04e-06
BRA,1983,21.31538,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.0000437,9.32e-06
BRA,1984,20.65363,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.0001426,.0000295
BRA,1985,25.37961,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.0005109,.0001297
BRA,1986,27.88094,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.0013536,.0003774
BRA,1987,24.88515,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.0042642,.0010611
BRA,1988,31.43228,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.0318595,.0100142
BRA,1989,34.86741,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,.4680689,.1632035
BRA,1990,33.92223,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,12.2247,4.14689
BRA,1991,24.55148,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,67.49583,16.57123
BRA,1992,27.88115,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,715.3221,199.44
BRA,1993,,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,15681.27,
BRA,1994,,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,387209.4,
BRA,1995,20.60499,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,714229.8,147167
BRA,1996,20.31098,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,854763,173610.8
BRA,1997,25.84688,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,952089,246085.3
BRA,1998,28.49366,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1002351,285606.5
BRA,1999,27.42839,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1087711,298341.7
BRA,2000,22.88019,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1199093,274354.8
BRA,2001,23.87906,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1315756,314190.2
BRA,2002,23.91888,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1488788,356101.4
BRA,2003,26.21846,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1717951,450420.3
BRA,2004,24.22298,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,1957750,474225.4
BRA,2005,.0271833,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,2170584,590.0367
BRA,2006,25.91556,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,2409450,624422.4
BRA,2007,25.29858,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,2720263,688187.9
BRA,2008,24.61867,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,3109803,765592.2
BRA,2009,26.73119,Derived using data on central government expenditure to GDP from ECLAC and the spliced GDP,3333039,890961
BRA,2010,28.05947,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3885847,1090348
BRA,2011,28.66252,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4376382,1254381
BRA,2012,28.175,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4814760,1356559
BRA,2013,28.15049,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5331619,1500877
BRA,2014,29.28224,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5778953,1692207
BRA,2015,33.94918,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5995787,2035521
BRA,2016,33.40517,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6269327,2094280
BRA,2017,32.36105,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6585479,2131130
BRA,2018,32.2313,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,7004141,2257526
BRA,2019,31.13616,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,7389131,2300691
BRA,2020,34.91198,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,7609597,2656661
BRA,2021,29.4981,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,9012142,2658411
BRA,2022,31.64144,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1.01e+07,3189355
BRA,2023,32.6917,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1.09e+07,3549047
BRB,1972,26.59966,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,538.5359,143.2487
BRB,1973,29.6599,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,670.0472,198.7354
BRB,1974,24.62022,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,839.6308,206.7189
BRB,1975,19.83254,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,970.4312,192.4611
BRB,1976,21.4871,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1043.417,224.2
BRB,1977,23.32784,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1186.879,276.8732
BRB,1978,21.20326,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1328.311,281.6451
BRB,1979,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1610.577,
BRB,1980,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2067.124,
BRB,1981,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2275.09,
BRB,1982,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2377.103,
BRB,1983,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2523.67,
BRB,1984,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2750.75,
BRB,1985,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,2878.683,
BRB,1986,22.685,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3160.71,717.0071
BRB,1987,25.36651,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3480.484,882.8774
BRB,1988,25.5165,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3702.068,944.6381
BRB,1989,24.49039,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4093.753,1002.576
BRB,1990,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4109.401,
BRB,1991,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4076.481,
BRB,1992,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,3940.057,
BRB,1993,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4155.852,
BRB,1994,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4369.325,
BRB,1995,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4594.107,
BRB,1996,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,4898.563,
BRB,1997,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5177.673,
BRB,1998,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,5838.086,
BRB,1999,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6117.6,
BRB,2000,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6304.212,
BRB,2001,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6294.417,
BRB,2002,,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6401.355,
BRB,2003,31.69564,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,6613.919,2096.324
BRB,2004,28.05942,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,7097.615,1991.55
BWA,1980,34.05157,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,662.5248,225.6001
BWA,1981,36.55262,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,815.2742,298.0041
BWA,1982,37.80917,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,878.7796,332.2593
BWA,1983,34.90421,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1016.185,354.6913
BWA,1984,35.76179,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1259.218,450.3188
BWA,1985,32.6748,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,1593.574,520.697
BWA,1986,35.76164,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,2103.25,752.1567
BWA,1987,37.46104,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,2588.92,969.8363
BWA,1988,34.50555,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,3269.511,1128.163
BWA,1989,33.92176,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,6085.329,2064.25
BWA,1990,39.16311,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,6923.322,2711.388
BWA,1991,40.92205,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,7818.188,3199.363
BWA,1992,41.95484,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,8584.855,3601.762
BWA,1993,42.693,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,9892.479,4223.396
BWA,1994,37.91161,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,11434.6,4335.041
BWA,1995,37.3709,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,13114.2,4900.895
BWA,1996,36.04982,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,16114.9,5809.393
BWA,1997,37.51072,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,18327.8,6874.89
BWA,1998,37.92387,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,20244,7677.309
BWA,1999,37.18177,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,25361.4,9429.816
BWA,2000,37.53765,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,29530.9,11085.21
BWA,2001,36.76286,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,32065.92,11788.35
BWA,2002,37.66707,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,34266.17,12907.06
BWA,2003,40.8022,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,36858.55,15039.1
BWA,2004,38.58782,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,41490.07,16010.11
BWA,2005,35.34752,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,49874.33,17629.34
BWA,2006,29.83048,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,57831.7,17251.47
BWA,2007,28.93251,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,64870.4,18768.63
BWA,2008,47.24157,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,73257.8,34608.14
BWA,2009,53.7543,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,72399,38917.58
BWA,2010,44.22538,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,85852.9,37968.77
BWA,2011,36.83321,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,103330.1,38059.79
BWA,2012,37.0765,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,106260.3,39397.6
BWA,2013,33.34152,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,119867,39965.48
BWA,2014,35.1979,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,138860.8,48876.08
BWA,2015,37.31919,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,137052.8,51147
BWA,2016,33.30709,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,164418.2,54762.92
BWA,2017,33.40527,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,166647,55668.88
BWA,2018,33.33307,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,173725,57907.87
BWA,2019,34.90483,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,179580,62682.09
CAF,1960,9.20597,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,20956.37,1929.237
CAF,1961,10.80435,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,23013.9,2486.502
CAF,1962,14.96505,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,23242.52,3478.256
CAF,1963,16.5323,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,24156.97,3993.703
CAF,1964,15.55896,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,28999.58,4512.034
CAF,1965,25.5935,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,34812.95,8909.85
CAF,1966,22.50516,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,39797.77,8956.549
CAF,1967,23.54094,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,47180.64,11106.77
CAF,1968,23.71332,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,54776.13,12989.24
CAF,1969,24.41365,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,65982.09,16108.63
CAF,1970,24.34608,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,76277.41,18570.56
CAF,1971,23.71917,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,80948.85,19200.39
CAF,1972,24.82014,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,84707.58,21024.54
CAF,1973,26.61996,Derived using data on central government expenditure to GDP from Mitchell and the spliced GDP,88205.98,23480.4
CAF,1974,,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,98844.63,
CAF,1975,,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,118425.2,
CAF,1976,,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,157317.7,
CAF,1977,,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,181877.5,
CAF,1978,,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,201064.2,
CAF,1979,,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,217535.6,
CAF,1980,25.77197,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,245747.2,63333.89
CAF,1981,18.31608,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,282364,51718.03
CAF,1982,20.37223,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,321076,65410.36
CAF,1983,21.28533,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,327719,69756.07
CAF,1984,17.00817,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,359928.9,61217.33
CAF,1985,17.96943,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,406530.6,73051.23
CAF,1986,20.25944,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,406637.3,82382.45
CAF,1987,21.9052,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,377649.8,82724.96
CAF,1988,24.63652,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,394187.5,97114.09
CAF,1989,19.83342,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,411855.1,81684.96
CAF,1990,22.94426,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,410412.3,94166.05
CAF,1991,26.12162,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,406553.6,106198.4
CAF,1992,24.16228,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,391022.4,94479.94
CAF,1993,21.56845,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,378864.6,81715.21
CAF,1994,22.98043,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,494451.3,113627
CAF,1995,22.48785,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,582516.4,130995.4
CAF,1996,12.76337,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,539402,68845.85
CAF,1997,11.00282,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,572666.7,63009.47
CAF,1998,25.50561,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,597099.6,152293.9
CAF,1999,17.91357,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,643862.9,115338.9
CAF,2000,15.47396,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,681241.8,105415.1
CAF,2001,13.19064,Derived using data on central government expenditure to GDP from AFDB and the spliced GDP,714688.6,94272.02
CAF,2002,16.585,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,722971,119904.8
CAF,2003,12.90711,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,693089.2,89457.75
CAF,2004,14.00969,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,702022.7,98351.21
CAF,2005,17.40817,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,745210,129727.4
CAF,2006,14.39022,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,803945,115689.5
CAF,2007,13.47121,Derived using data on central government expenditure to GDP from AFRISTAT and the spliced GDP,841079,113303.5
CAF,2008,11.72951,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,910457,106792.1
CAF,2009,17.19265,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,972276.1,167160
CAF,2010,17.90898,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1060142,189860.6
CAF,2011,14.5683,Derived using data on central government expenditure to GDP from IMF_GFS and the spliced GDP,1148896,167374.6
