ISO3,year,cons,source,nGDP,cons_GDP
TCD,1973,95408.13,Derived using data on consumption from UN and the spliced GDP,99617.23,.9577473
TCD,1974,113282,Derived using data on consumption from UN and the spliced GDP,125335.4,.9038311
TCD,1975,146777.6,Derived using data on consumption from UN and the spliced GDP,161221.5,.9104098
TCD,1976,148079.4,Derived using data on consumption from UN and the spliced GDP,168774.2,.8773821
TCD,1977,152481.8,Derived using data on consumption from UN and the spliced GDP,175534.7,.8686705
TCD,1978,166998.9,Derived using data on consumption from UN and the spliced GDP,192006.2,.8697577
TCD,1979,168999.3,Derived using data on consumption from UN and the spliced GDP,163191.3,1.035591
TCD,1980,145856.9,Derived using data on consumption from UN and the spliced GDP,166714.5,.8748901
TCD,1981,220393.4,Derived using data on consumption from UN and the spliced GDP,251909.8,.8748901
TCD,1982,252136.3,Derived using data on consumption from UN and the spliced GDP,284843.7,.8851744
TCD,1983,402437.3,Derived using data on consumption from UN and the spliced GDP,353561.9,1.138237
TCD,1984,455329.6,Derived using data on consumption from UN and the spliced GDP,436843.3,1.042318
TCD,1985,507134.4,Derived using data on consumption from UN and the spliced GDP,443374.5,1.143806
TCD,1986,485500.5,Derived using data on consumption from UN and the spliced GDP,420706.7,1.154012
TCD,1987,461778.6,Derived using data on consumption from UN and the spliced GDP,414512.2,1.114029
TCD,1988,499041.1,Derived using data on consumption from UN and the spliced GDP,479941.3,1.039796
TCD,1989,530397,Derived using data on consumption from UN and the spliced GDP,485810.9,1.091777
TCD,1990,529725.3,Derived using data on consumption from UN and the spliced GDP,499245.3,1.061052
TCD,1991,513623.7,Derived using data on consumption from UN and the spliced GDP,513442.4,1.000353
TCD,1992,528077.9,Derived using data on consumption from UN and the spliced GDP,501880.8,1.052198
TCD,1993,529754.9,Derived using data on consumption from UN and the spliced GDP,468375.2,1.131048
TCD,1994,749397.9,Derived using data on consumption from UN and the spliced GDP,745020.8,1.005875
TCD,1995,881988.7,Derived using data on consumption from UN and the spliced GDP,820238.9,1.075283
TCD,1996,985140.2,Derived using data on consumption from UN and the spliced GDP,939864.6,1.048172
TCD,1997,970856.6,Derived using data on consumption from UN and the spliced GDP,1024232,.9478871
TCD,1998,1228351,Derived using data on consumption from UN and the spliced GDP,1179511,1.041407
TCD,1999,1217320,Derived using data on consumption from UN and the spliced GDP,1070639,1.137003
TCD,2000,1253435,Derived using data on consumption from UN and the spliced GDP,1121908,1.117235
TCD,2001,1350573,Derived using data on consumption from UN and the spliced GDP,1425558,.9473996
TCD,2002,2360096,Derived using data on consumption from UN and the spliced GDP,1575520,1.49798
TCD,2003,2371376,Derived using data on consumption from UN and the spliced GDP,1799911,1.317496
TCD,2004,2419565,Derived using data on consumption from UN and the spliced GDP,2652865,.9120575
TCD,2005,2614503,Derived using data on consumption from UN and the spliced GDP,3523810,.7419534
TCD,2006,2928461,Derived using data on consumption from UN and the spliced GDP,3979284,.7359267
TCD,2007,3026969,Derived using data on consumption from UN and the spliced GDP,4195984,.7213966
TCD,2008,3533474,Derived using data on consumption from UN and the spliced GDP,4942457,.7149225
TCD,2009,3939264,Derived using data on consumption from UN and the spliced GDP,4837209,.8143672
TCD,2010,4187730,Derived using data on consumption from UN and the spliced GDP,6030557,.6944185
TCD,2011,4482349,Derived using data on consumption from UN and the spliced GDP,6928122,.6469789
TCD,2012,5090327,Derived using data on consumption from UN and the spliced GDP,8272843,.6153057
TCD,2013,5407794,Derived using data on consumption from UN and the spliced GDP,8059717,.6709658
TCD,2014,5944810,Derived using data on consumption from UN and the spliced GDP,8648502,.6873803
TCD,2015,6188069,Derived using data on consumption from UN and the spliced GDP,8520376,.726267
TCD,2016,5912015,Derived using data on consumption from UN and the spliced GDP,7746313,.7632038
TCD,2017,6075568,Derived using data on consumption from UN and the spliced GDP,7751211,.7838218
TCD,2018,6211810,Derived using data on consumption from UN and the spliced GDP,8532928,.7279811
TCD,2019,5972275,Derived using data on consumption from UN and the spliced GDP,8759945,.6817708
TCD,2020,6171468,Derived using data on consumption from UN and the spliced GDP,8419255,.7330182
TCD,2021,6063013,Derived using data on consumption from UN and the spliced GDP,8850923,.6850147
TCD,2022,6421026,Derived using data on consumption from UN and the spliced GDP,1.01e+07,.6329626
TCD,2023,6904550,Derived using data on consumption from UN and the spliced GDP,1.07e+07,.6451757
TCD,2024,6516992,Derived using data on consumption from WDI and the spliced GDP,1.14e+07,.5724391
TGO,1960,31665.7,Derived using data on consumption from WDI_ARC and the spliced GDP,31909.45,.9923614
TGO,1961,30590.85,Derived using data on consumption from WDI_ARC and the spliced GDP,31962.36,.95709
TGO,1962,32839.61,Derived using data on consumption from WDI_ARC and the spliced GDP,34222.29,.9595971
TGO,1963,38221.4,Derived using data on consumption from BCEAO and the spliced GDP,37373.89,1.022676
TGO,1964,40150.56,Derived using data on consumption from BCEAO and the spliced GDP,44294.98,.9064358
TGO,1965,43285.44,Derived using data on consumption from BCEAO and the spliced GDP,50177.91,.8626393
TGO,1966,54619.23,Derived using data on consumption from BCEAO and the spliced GDP,61251.66,.8917184
TGO,1967,59562.69,Derived using data on consumption from BCEAO and the spliced GDP,65750.37,.9058913
TGO,1968,62818.14,Derived using data on consumption from BCEAO and the spliced GDP,69095.56,.9091487
TGO,1969,71378.77,Derived using data on consumption from BCEAO and the spliced GDP,80284.66,.889071
TGO,1970,77166.24,Derived using data on consumption from UN and the spliced GDP,85014.07,.9076879
TGO,1971,86448.29,Derived using data on consumption from UN and the spliced GDP,95444.05,.9057484
TGO,1972,94054.46,Derived using data on consumption from UN and the spliced GDP,101726.2,.9245844
TGO,1973,94529.08,Derived using data on consumption from UN and the spliced GDP,105017.7,.900125
TGO,1974,105387.2,Derived using data on consumption from UN and the spliced GDP,151777.7,.6943524
TGO,1975,142429.1,Derived using data on consumption from UN and the spliced GDP,149068.3,.9554624
TGO,1976,141665,Derived using data on consumption from UN and the spliced GDP,158372.4,.8945055
TGO,1977,169904,Derived using data on consumption from UN and the spliced GDP,196121.1,.8663219
TGO,1978,183833.5,Derived using data on consumption from UN and the spliced GDP,223173.7,.8237239
TGO,1979,209063.9,Derived using data on consumption from UN and the spliced GDP,251229,.8321648
TGO,1980,239087.3,Derived using data on consumption from UN and the spliced GDP,277534.6,.8614684
TGO,1981,272883.4,Derived using data on consumption from UN and the spliced GDP,299758.5,.9103441
TGO,1982,294548.3,Derived using data on consumption from UN and the spliced GDP,313352.2,.9399909
TGO,1983,300289,Derived using data on consumption from UN and the spliced GDP,326829.8,.9187933
TGO,1984,303177.2,Derived using data on consumption from UN and the spliced GDP,354133.3,.8561102
TGO,1985,331926.6,Derived using data on consumption from UN and the spliced GDP,386316.7,.8592084
TGO,1986,377058.9,Derived using data on consumption from UN and the spliced GDP,422450.4,.892552
TGO,1987,378319.2,Derived using data on consumption from UN and the spliced GDP,431649.1,.8764508
TGO,1988,440042.9,Derived using data on consumption from UN and the spliced GDP,518549.8,.848603
TGO,1989,432472,Derived using data on consumption from UN and the spliced GDP,544938.1,.7936167
TGO,1990,482004.3,Derived using data on consumption from UN and the spliced GDP,560069.8,.8606146
TGO,1991,520556,Derived using data on consumption from UN and the spliced GDP,573373.4,.9078831
TGO,1992,506158.7,Derived using data on consumption from UN and the spliced GDP,564154.4,.8971989
TGO,1993,448661.3,Derived using data on consumption from UN and the spliced GDP,460000.7,.9753493
TGO,1994,608718.9,Derived using data on consumption from UN and the spliced GDP,699067.6,.8707583
TGO,1995,752597.3,Derived using data on consumption from UN and the spliced GDP,830035,.9067055
TGO,1996,843881.3,Derived using data on consumption from UN and the spliced GDP,929778.2,.9076157
TGO,1997,972138.6,Derived using data on consumption from UN and the spliced GDP,1080350,.8998365
TGO,1998,925237.6,Derived using data on consumption from UN and the spliced GDP,1033470,.895273
TGO,1999,989653.8,Derived using data on consumption from UN and the spliced GDP,1080544,.9158849
TGO,2000,943822,Derived using data on consumption from UN and the spliced GDP,1059553,.8907738
TGO,2001,990612,Derived using data on consumption from UN and the spliced GDP,1085734,.9123892
TGO,2002,1041223,Derived using data on consumption from UN and the spliced GDP,1183959,.8794418
TGO,2003,1072220,Derived using data on consumption from UN and the spliced GDP,1226968,.8738777
TGO,2004,1056350,Derived using data on consumption from UN and the spliced GDP,1191780,.8863633
TGO,2005,1249091,Derived using data on consumption from UN and the spliced GDP,1349582,.9255393
TGO,2006,1450899,Derived using data on consumption from UN and the spliced GDP,1546330,.9382854
TGO,2007,1687084,Derived using data on consumption from UN and the spliced GDP,1799645,.9374537
TGO,2008,1931249,Derived using data on consumption from UN and the spliced GDP,2042166,.9456866
TGO,2009,2131757,Derived using data on consumption from UN and the spliced GDP,2220673,.9599599
TGO,2010,2242948,Derived using data on consumption from UN and the spliced GDP,2348485,.9550617
TGO,2011,2423430,Derived using data on consumption from UN and the spliced GDP,2555317,.9483872
TGO,2012,2543865,Derived using data on consumption from UN and the spliced GDP,2763918,.9203837
TGO,2013,2730575,Derived using data on consumption from UN and the spliced GDP,2974130,.9181088
TGO,2014,2849307,Derived using data on consumption from UN and the spliced GDP,3156746,.9026089
TGO,2015,3080182,Derived using data on consumption from UN and the spliced GDP,3402694,.9052186
TGO,2016,3339658,Derived using data on consumption from UN and the spliced GDP,3597808,.928248
TGO,2017,3366519,Derived using data on consumption from UN and the spliced GDP,3708901,.9076864
TGO,2018,3505236,Derived using data on consumption from UN and the spliced GDP,3904353,.8977764
TGO,2019,3684296,Derived using data on consumption from UN and the spliced GDP,4097073,.8992507
TGO,2020,3839832,Derived using data on consumption from UN and the spliced GDP,4308855,.891149
TGO,2021,4302488,Derived using data on consumption from UN and the spliced GDP,4679632,.9194074
TGO,2022,4865666,Derived using data on consumption from UN and the spliced GDP,5154835,.9439033
TGO,2023,5185524,Derived using data on consumption from UN and the spliced GDP,5627469,.9214665
TGO,2024,5553821,Derived using data on consumption from BCEAO and the spliced GDP,6113902,.9083921
THA,1960,43866.75,Derived using data on consumption from WDI and the spliced GDP,60995.63,.7191786
THA,1961,47252.75,Derived using data on consumption from WDI and the spliced GDP,66629.23,.7091895
THA,1962,52078.39,Derived using data on consumption from WDI and the spliced GDP,72078.66,.7225216
THA,1963,55786.49,Derived using data on consumption from WDI and the spliced GDP,78842.31,.7075704
THA,1964,59992.47,Derived using data on consumption from WDI and the spliced GDP,83387.92,.7194384
THA,1965,65704.88,Derived using data on consumption from WDI and the spliced GDP,90147.38,.7288607
THA,1966,74585.27,Derived using data on consumption from WDI and the spliced GDP,105179.7,.7091225
THA,1967,84051.91,Derived using data on consumption from WDI and the spliced GDP,118257.9,.7107507
THA,1968,91935.56,Derived using data on consumption from WDI and the spliced GDP,130642.5,.7037185
THA,1969,98753.71,Derived using data on consumption from WDI and the spliced GDP,144417.5,.6838071
THA,1970,117614.4,Derived using data on consumption from UN and the spliced GDP,153657.9,.7654297
THA,1971,120399.4,Derived using data on consumption from UN and the spliced GDP,159946.7,.7527471
THA,1972,133688.6,Derived using data on consumption from UN and the spliced GDP,177314.7,.7539621
THA,1973,167318.1,Derived using data on consumption from UN and the spliced GDP,231563.3,.7225586
THA,1974,211781.3,Derived using data on consumption from UN and the spliced GDP,291089.4,.7275473
THA,1975,237892.2,Derived using data on consumption from UN and the spliced GDP,316228.7,.752279
THA,1976,270695.5,Derived using data on consumption from UN and the spliced GDP,361264.3,.7493005
THA,1977,309034.5,Derived using data on consumption from UN and the spliced GDP,420703.8,.7345656
THA,1978,363411.7,Derived using data on consumption from UN and the spliced GDP,509005.7,.7139639
THA,1979,424105.3,Derived using data on consumption from UN and the spliced GDP,582647,.727894
THA,1980,512056.7,Derived using data on consumption from UN and the spliced GDP,686536.2,.7458553
THA,1981,590431.3,Derived using data on consumption from UN and the spliced GDP,787963.9,.7493126
THA,1982,642525.4,Derived using data on consumption from UN and the spliced GDP,872125.7,.7367349
THA,1983,714671.6,Derived using data on consumption from UN and the spliced GDP,954429.3,.7487947
THA,1984,756004.1,Derived using data on consumption from UN and the spliced GDP,1023946,.7383242
THA,1985,797849.8,Derived using data on consumption from UN and the spliced GDP,1094857,.7287255
THA,1986,837059.8,Derived using data on consumption from UN and the spliced GDP,1174550,.7126644
THA,1987,923009.3,Derived using data on consumption from UN and the spliced GDP,1347112,.6851765
THA,1988,1034671,Derived using data on consumption from UN and the spliced GDP,1616439,.640093
THA,1989,1199205,Derived using data on consumption from UN and the spliced GDP,1924426,.6231493
THA,1990,1428724,Derived using data on consumption from UN and the spliced GDP,2263299,.6312574
THA,1991,1598943,Derived using data on consumption from UN and the spliced GDP,2583491,.618908
THA,1992,1825804,Derived using data on consumption from UN and the spliced GDP,2935678,.621936
THA,1993,2054676,Derived using data on consumption from UN and the spliced GDP,3263426,.629607
THA,1994,2330884,Derived using data on consumption from UN and the spliced GDP,3689090,.6318317
THA,1995,2638182,Derived using data on consumption from UN and the spliced GDP,4217614,.6255153
THA,1996,2935921,Derived using data on consumption from UN and the spliced GDP,4638604,.632932
THA,1997,3065682,Derived using data on consumption from UN and the spliced GDP,4710310,.6508451
THA,1998,3043767,Derived using data on consumption from UN and the spliced GDP,4701553,.6473961
THA,1999,3197576,Derived using data on consumption from UN and the spliced GDP,4789826,.6675767
THA,2000,3432760,Derived using data on consumption from UN and the spliced GDP,5069820,.677097
THA,2001,3713562,Derived using data on consumption from UN and the spliced GDP,5345001,.6947729
THA,2002,3971193,Derived using data on consumption from UN and the spliced GDP,5769578,.6882987
THA,2003,4330942,Derived using data on consumption from UN and the spliced GDP,6317303,.6855682
THA,2004,4797661,Derived using data on consumption from UN and the spliced GDP,6954280,.6898861
THA,2005,5291525,Derived using data on consumption from UN and the spliced GDP,7614413,.6949354
THA,2006,5708528,Derived using data on consumption from UN and the spliced GDP,8400647,.6795343
THA,2007,6033411,Derived using data on consumption from UN and the spliced GDP,9076303,.6647432
THA,2008,6598910,Derived using data on consumption from UN and the spliced GDP,9706929,.6798144
THA,2009,6668904,Derived using data on consumption from UN and the spliced GDP,9658664,.6904582
THA,2010,7346992,Derived using data on consumption from UN and the spliced GDP,1.08e+07,.6797644
THA,2011,7813385,Derived using data on consumption from UN and the spliced GDP,1.13e+07,.6910273
THA,2012,8603359,Derived using data on consumption from UN and the spliced GDP,1.24e+07,.696214
THA,2013,8900574,Derived using data on consumption from UN and the spliced GDP,1.29e+07,.6891571
THA,2014,9196726,Derived using data on consumption from UN and the spliced GDP,1.32e+07,.6951256
THA,2015,9409588,Derived using data on consumption from UN and the spliced GDP,1.37e+07,.6846584
THA,2016,9757238,Derived using data on consumption from UN and the spliced GDP,1.46e+07,.6687466
THA,2017,1.01e+07,Derived using data on consumption from UN and the spliced GDP,1.55e+07,.6522924
THA,2018,1.07e+07,Derived using data on consumption from UN and the spliced GDP,1.64e+07,.6506251
THA,2019,1.11e+07,Derived using data on consumption from UN and the spliced GDP,1.69e+07,.6594319
THA,2020,1.11e+07,Derived using data on consumption from UN and the spliced GDP,1.57e+07,.7084248
THA,2021,1.14e+07,Derived using data on consumption from UN and the spliced GDP,1.62e+07,.7046482
THA,2022,1.26e+07,Derived using data on consumption from UN and the spliced GDP,1.74e+07,.7228189
THA,2023,1.33e+07,Derived using data on consumption from UN and the spliced GDP,1.79e+07,.7431926
THA,2024,1.39e+07,Derived using data on consumption from IMF_IFS and the spliced GDP,1.88e+07,.742129
TJK,1986,.0490192,Derived using data on consumption from WDI_ARC and the spliced GDP,.0587306,.8346443
TJK,1987,.0507636,Derived using data on consumption from WDI_ARC and the spliced GDP,.0614047,.8267061
TJK,1988,.0542525,Derived using data on consumption from WDI_ARC and the spliced GDP,.0681394,.7961993
TJK,1989,.0562586,Derived using data on consumption from WDI_ARC and the spliced GDP,.0683374,.8232475
TJK,1990,.061492,Derived using data on consumption from UN and the spliced GDP,.0722,.8516898
TJK,1991,.106161,Derived using data on consumption from UN and the spliced GDP,.132532,.8010216
TJK,1992,.616668,Derived using data on consumption from UN and the spliced GDP,.637932,.9666673
TJK,1993,5.292065,Derived using data on consumption from UN and the spliced GDP,6.993512,.7567106
TJK,1994,15.3744,Derived using data on consumption from UN and the spliced GDP,17.66923,.8701231
TJK,1995,59.91749,Derived using data on consumption from UN and the spliced GDP,69.03509,.8679281
TJK,1996,251.1686,Derived using data on consumption from UN and the spliced GDP,305.1193,.8231818
TJK,1997,440.0571,Derived using data on consumption from UN and the spliced GDP,512.7191,.8582812
TJK,1998,941.8546,Derived using data on consumption from UN and the spliced GDP,1013.965,.9288825
TJK,1999,1298.659,Derived using data on consumption from UN and the spliced GDP,1330.261,.976244
TJK,2000,1775.5,Derived using data on consumption from UN and the spliced GDP,1787,.9935646
TJK,2001,2516.4,Derived using data on consumption from UN and the spliced GDP,2564.1,.9813969
TJK,2002,3158.3,Derived using data on consumption from UN and the spliced GDP,3375.1,.9357648
TJK,2003,4319.4,Derived using data on consumption from UN and the spliced GDP,4760.5,.9073417
TJK,2004,5292.8,Derived using data on consumption from UN and the spliced GDP,6167.1,.8582315
TJK,2005,6899.4,Derived using data on consumption from UN and the spliced GDP,7206.5,.9573857
TJK,2006,8773.8,Derived using data on consumption from UN and the spliced GDP,9335,.9398822
TJK,2007,11923.9,Derived using data on consumption from UN and the spliced GDP,12804.1,.9312565
TJK,2008,17156.5,Derived using data on consumption from UN and the spliced GDP,17706.8,.9689215
TJK,2009,20380.2,Derived using data on consumption from UN and the spliced GDP,20628.1,.9879824
TJK,2010,23726.2,Derived using data on consumption from UN and the spliced GDP,24706.9,.9603066
TJK,2011,33314.9,Derived using data on consumption from UN and the spliced GDP,30071.1,1.107871
TJK,2012,39960.61,Derived using data on consumption from UN and the spliced GDP,36475.07,1.09556
TJK,2013,43725.86,Derived using data on consumption from UN and the spliced GDP,41227.72,1.060594
TJK,2014,47381.26,Derived using data on consumption from UN and the spliced GDP,46797.11,1.012483
TJK,2015,42206.3,Derived using data on consumption from UN and the spliced GDP,50977.8,.8279349
TJK,2016,50109.6,Derived using data on consumption from UN and the spliced GDP,54790.3,.9145707
TJK,2017,59167.4,Derived using data on consumption from UN and the spliced GDP,64434.3,.9182593
TJK,2018,62273.4,Derived using data on consumption from UN and the spliced GDP,71059.2,.8763593
TJK,2019,69139,Derived using data on consumption from UN and the spliced GDP,79109.8,.8739626
TJK,2020,74861.6,Derived using data on consumption from UN and the spliced GDP,83958.3,.8916522
TJK,2021,92235.3,Derived using data on consumption from UN and the spliced GDP,101076.3,.9125314
TJK,2022,115547,Derived using data on consumption from UN and the spliced GDP,118181.7,.9777063
TJK,2023,123330.9,Derived using data on consumption from UN and the spliced GDP,130791.5,.9429581
TKM,1987,.00144,Derived using data on consumption from WDI and the spliced GDP,.0025333,.5684211
TKM,1988,.00152,Derived using data on consumption from WDI and the spliced GDP,.002736,.5555556
TKM,1989,.00168,Derived using data on consumption from WDI and the spliced GDP,.0028373,.5921053
TKM,1990,.00176,Derived using data on consumption from UN and the spliced GDP,.00304,.5789474
TKM,1991,.003389,Derived using data on consumption from UN and the spliced GDP,.00588,.5763605
TKM,1992,.098627,Derived using data on consumption from UN and the spliced GDP,.16,.6164188
TKM,1993,.87296,Derived using data on consumption from UN and the spliced GDP,2.0036,.4356958
TKM,1994,10.04302,Derived using data on consumption from UN and the spliced GDP,17.42746,.5762756
TKM,1995,89.95726,Derived using data on consumption from UN and the spliced GDP,130.4088,.6898097
TKM,1996,873.1964,Derived using data on consumption from UN and the spliced GDP,1550.351,.563225
TKM,1997,1815.361,Derived using data on consumption from UN and the spliced GDP,2221.757,.8170835
TKM,1998,2593.343,Derived using data on consumption from UN and the spliced GDP,2798.948,.9265422
TKM,1999,3517.288,Derived using data on consumption from UN and the spliced GDP,4011.2,.8768668
TKM,2000,2647.985,Derived using data on consumption from UN and the spliced GDP,5129.6,.5162167
TKM,2001,4597.797,Derived using data on consumption from UN and the spliced GDP,7023.794,.654603
TKM,2002,5139.012,Derived using data on consumption from UN and the spliced GDP,9047.982,.5679732
TKM,2003,8184.208,Derived using data on consumption from UN and the spliced GDP,11881.2,.6888369
TKM,2004,11047.31,Derived using data on consumption from UN and the spliced GDP,14764,.7482598
TKM,2005,10687.14,Derived using data on consumption from UN and the spliced GDP,17860.7,.5983607
TKM,2006,9418.715,Derived using data on consumption from UN and the spliced GDP,22248.9,.4233339
TKM,2007,12185.1,Derived using data on consumption from UN and the spliced GDP,27000.2,.4512967
TKM,2008,22072.22,Derived using data on consumption from UN and the spliced GDP,49470,.4461739
TKM,2009,13852.37,Derived using data on consumption from UN and the spliced GDP,57611,.2404467
TKM,2010,9237.325,Derived using data on consumption from UN and the spliced GDP,64362,.1435214
TKM,2011,14083.04,Derived using data on consumption from UN and the spliced GDP,83315,.1690337
TKM,2012,23987.27,Derived using data on consumption from UN and the spliced GDP,100218.2,.2393504
TKM,2013,20551.67,Derived using data on consumption from UN and the spliced GDP,111713,.1839685
TKM,2014,24492.6,Derived using data on consumption from UN and the spliced GDP,124044,.1974509
TKM,2015,25927.22,Derived using data on consumption from UN and the spliced GDP,125298.7,.2069233
TKM,2016,24826.69,Derived using data on consumption from UN and the spliced GDP,126593,.1961142
TKM,2017,26570.01,Derived using data on consumption from UN and the spliced GDP,132742,.2001628
TKM,2018,28688,Derived using data on consumption from UN and the spliced GDP,142679,.2010668
TKM,2019,31522.83,Derived using data on consumption from UN and the spliced GDP,158315,.1991146
TKM,2020,32091,Derived using data on consumption from UN and the spliced GDP,160363,.2001147
TKM,2021,35022.47,Derived using data on consumption from UN and the spliced GDP,175026,.2000987
TKM,2022,39535.67,Derived using data on consumption from UN and the spliced GDP,197900,.199776
TKM,2023,41920.39,Derived using data on consumption from UN and the spliced GDP,209605.7,.1999965
TLS,1990,374.2196,Derived using data on consumption from UN and the spliced GDP,202.9889,1.843547
TLS,1991,431.1444,Derived using data on consumption from UN and the spliced GDP,233.8668,1.843547
TLS,1992,548.4174,Derived using data on consumption from UN and the spliced GDP,297.4795,1.843547
TLS,1993,633.1295,Derived using data on consumption from UN and the spliced GDP,343.4301,1.843547
TLS,1994,715.9233,Derived using data on consumption from UN and the spliced GDP,378.4613,1.891669
TLS,1995,807.6887,Derived using data on consumption from UN and the spliced GDP,416.11,1.941046
TLS,1996,943.0297,Derived using data on consumption from UN and the spliced GDP,473.4768,1.991712
TLS,1997,877.6661,Derived using data on consumption from UN and the spliced GDP,429.4492,2.043702
TLS,1998,1000.703,Derived using data on consumption from UN and the spliced GDP,477.1963,2.097048
TLS,1999,692.3412,Derived using data on consumption from UN and the spliced GDP,321.7518,2.151786
TLS,2000,810.5256,Derived using data on consumption from UN and the spliced GDP,367.0857,2.208001
TLS,2001,1043.464,Derived using data on consumption from UN and the spliced GDP,477.4544,2.185475
TLS,2002,1112.024,Derived using data on consumption from UN and the spliced GDP,469.459,2.368735
TLS,2003,913.533,Derived using data on consumption from UN and the spliced GDP,490.3979,1.86284
TLS,2004,772.5909,Derived using data on consumption from UN and the spliced GDP,440.7308,1.752977
TLS,2005,668.4529,Derived using data on consumption from UN and the spliced GDP,462.2618,1.446048
TLS,2006,763.6324,Derived using data on consumption from UN and the spliced GDP,453.796,1.682766
TLS,2007,1031.872,Derived using data on consumption from UN and the spliced GDP,542.7953,1.901033
TLS,2008,1201.264,Derived using data on consumption from UN and the spliced GDP,648.4927,1.852394
TLS,2009,1384.742,Derived using data on consumption from UN and the spliced GDP,726.8817,1.905045
TLS,2010,1539.403,Derived using data on consumption from UN and the spliced GDP,881.9094,1.745534
TLS,2011,1643.241,Derived using data on consumption from UN and the spliced GDP,1042.535,1.576198
TLS,2012,1789.874,Derived using data on consumption from UN and the spliced GDP,1160.555,1.542257
TLS,2013,1768.054,Derived using data on consumption from UN and the spliced GDP,1395.727,1.266762
TLS,2014,1888.234,Derived using data on consumption from UN and the spliced GDP,1447.535,1.304448
TLS,2015,1865.983,Derived using data on consumption from UN and the spliced GDP,1595.205,1.169745
TLS,2016,1884.713,Derived using data on consumption from UN and the spliced GDP,1652.604,1.140451
TLS,2017,1886.375,Derived using data on consumption from UN and the spliced GDP,1598.208,1.180306
TLS,2018,1924.546,Derived using data on consumption from UN and the spliced GDP,1566.157,1.228833
TLS,2019,2055.669,Derived using data on consumption from UN and the spliced GDP,2027.034,1.014127
TLS,2020,2053.454,Derived using data on consumption from UN and the spliced GDP,2162.619,.9495218
TLS,2021,2118.269,Derived using data on consumption from UN and the spliced GDP,3624.89,.5843678
TLS,2022,2431.867,Derived using data on consumption from UN and the spliced GDP,3208.594,.7579231
TLS,2023,2557.489,Derived using data on consumption from UN and the spliced GDP,2079.917,1.229611
TLS,2024,2690.341,Derived using data on consumption from WDI and the spliced GDP,1865.926,1.441826
TON,1970,16.01527,Derived using data on consumption from UN and the spliced GDP,15.26535,1.049125
TON,1971,17.89629,Derived using data on consumption from UN and the spliced GDP,17.05435,1.049369
TON,1972,19.85449,Derived using data on consumption from UN and the spliced GDP,19.053,1.042067
TON,1973,25.57273,Derived using data on consumption from UN and the spliced GDP,24.21797,1.05594
TON,1974,33.62711,Derived using data on consumption from UN and the spliced GDP,32.02281,1.050099
TON,1975,33.1368,Derived using data on consumption from UN and the spliced GDP,32.48192,1.020161
TON,1976,35.36338,Derived using data on consumption from UN and the spliced GDP,32.21997,1.097561
TON,1977,41.65447,Derived using data on consumption from UN and the spliced GDP,40.34045,1.032573
TON,1978,51.84261,Derived using data on consumption from UN and the spliced GDP,47.5441,1.090411
TON,1979,58.93896,Derived using data on consumption from UN and the spliced GDP,52.25921,1.12782
TON,1980,74.26309,Derived using data on consumption from UN and the spliced GDP,69.28603,1.071834
TON,1981,79.94238,Derived using data on consumption from UN and the spliced GDP,71.25066,1.121988
TON,1982,93.37056,Derived using data on consumption from UN and the spliced GDP,84.08625,1.110414
TON,1983,112.3211,Derived using data on consumption from UN and the spliced GDP,95.21917,1.179606
TON,1984,109.6627,Derived using data on consumption from UN and the spliced GDP,97.57673,1.123861
TON,1985,121.2496,Derived using data on consumption from UN and the spliced GDP,104.7804,1.157178
TON,1986,157.2127,Derived using data on consumption from UN and the spliced GDP,130.9755,1.200321
TON,1987,167.6586,Derived using data on consumption from UN and the spliced GDP,150.3598,1.115049
TON,1988,223.6459,Derived using data on consumption from UN and the spliced GDP,185.0683,1.208451
TON,1989,224.2239,Derived using data on consumption from UN and the spliced GDP,191.2242,1.172571
TON,1990,233.3508,Derived using data on consumption from UN and the spliced GDP,207.4651,1.124771
TON,1991,305.7843,Derived using data on consumption from UN and the spliced GDP,253.0446,1.208421
TON,1992,279.5424,Derived using data on consumption from UN and the spliced GDP,259.5934,1.076847
TON,1993,287.6343,Derived using data on consumption from UN and the spliced GDP,263.2607,1.092584
TON,1994,281.0076,Derived using data on consumption from UN and the spliced GDP,258.7473,1.086031
TON,1995,291.9866,Derived using data on consumption from UN and the spliced GDP,265.455,1.099948
TON,1996,301.5282,Derived using data on consumption from UN and the spliced GDP,273.6057,1.102054
TON,1997,306.3955,Derived using data on consumption from UN and the spliced GDP,271.6417,1.12794
TON,1998,334.1923,Derived using data on consumption from UN and the spliced GDP,285.7253,1.169628
TON,1999,343.7326,Derived using data on consumption from UN and the spliced GDP,315.297,1.090187
TON,2000,370.0791,Derived using data on consumption from UN and the spliced GDP,335.769,1.102184
TON,2001,392.7515,Derived using data on consumption from UN and the spliced GDP,354.4821,1.107959
TON,2002,459.5876,Derived using data on consumption from UN and the spliced GDP,398.3882,1.153617
TON,2003,507.5486,Derived using data on consumption from UN and the spliced GDP,444.0332,1.143042
TON,2004,546.9014,Derived using data on consumption from UN and the spliced GDP,471.857,1.15904
TON,2005,604.8389,Derived using data on consumption from UN and the spliced GDP,507.4423,1.191936
TON,2006,689.2154,Derived using data on consumption from UN and the spliced GDP,587.0651,1.174002
TON,2007,727.463,Derived using data on consumption from UN and the spliced GDP,597.8333,1.216832
