ISO3,year,inv,source,nGDP,inv_GDP
SAU,1982,135817.4,Derived using data on investment from UN and the spliced GDP,525333.9,.2585354
SAU,1983,153302.3,Derived using data on investment from UN and the spliced GDP,446287.9,.3435054
SAU,1984,138392.5,Derived using data on investment from UN and the spliced GDP,421558.2,.328288
SAU,1985,80731.77,Derived using data on investment from UN and the spliced GDP,376318.2,.2145306
SAU,1986,62663.45,Derived using data on investment from UN and the spliced GDP,322020.3,.1945947
SAU,1987,56863.15,Derived using data on investment from UN and the spliced GDP,320931.3,.1771817
SAU,1988,65073.63,Derived using data on investment from UN and the spliced GDP,330519.3,.196883
SAU,1989,69431.41,Derived using data on investment from UN and the spliced GDP,357064.6,.1944505
SAU,1990,69092.64,Derived using data on investment from UN and the spliced GDP,440525.3,.1568415
SAU,1991,98964.26,Derived using data on investment from UN and the spliced GDP,495176.1,.1998567
SAU,1992,117893.8,Derived using data on investment from UN and the spliced GDP,513394.1,.229636
SAU,1993,124765.2,Derived using data on investment from UN and the spliced GDP,497964.8,.2505503
SAU,1994,103053.2,Derived using data on investment from UN and the spliced GDP,506229.9,.2035699
SAU,1995,108900,Derived using data on investment from UN and the spliced GDP,536819.6,.2028615
SAU,1996,110348.6,Derived using data on investment from UN and the spliced GDP,594190.6,.1857125
SAU,1997,116708.7,Derived using data on investment from UN and the spliced GDP,621533.7,.1877753
SAU,1998,126314.9,Derived using data on investment from UN and the spliced GDP,550407.9,.2294932
SAU,1999,130466.9,Derived using data on investment from UN and the spliced GDP,606438.9,.2151361
SAU,2000,137282.2,Derived using data on investment from UN and the spliced GDP,710680.9,.19317
SAU,2001,135500.8,Derived using data on investment from UN and the spliced GDP,690515.7,.1962313
SAU,2002,140024.1,Derived using data on investment from UN and the spliced GDP,711022.2,.1969335
SAU,2003,157748.4,Derived using data on investment from UN and the spliced GDP,809278.7,.1949247
SAU,2004,192743.2,Derived using data on investment from UN and the spliced GDP,970283.5,.1986463
SAU,2005,248306.3,Derived using data on investment from UN and the spliced GDP,1230771,.2017485
SAU,2006,313565.1,Derived using data on investment from UN and the spliced GDP,1411491,.2221517
SAU,2007,412667.3,Derived using data on investment from UN and the spliced GDP,1558827,.2647293
SAU,2008,532059.8,Derived using data on investment from UN and the spliced GDP,1949238,.2729579
SAU,2009,510336.4,Derived using data on investment from UN and the spliced GDP,1609117,.317153
SAU,2010,612582,Derived using data on investment from UN and the spliced GDP,1980777,.3092634
SAU,2011,698821.4,Derived using data on investment from UN and the spliced GDP,2537380,.2754107
SAU,2012,752412,Derived using data on investment from UN and the spliced GDP,2781938,.2704633
SAU,2013,760179,Derived using data on investment from UN and the spliced GDP,2826992,.2689003
SAU,2014,834201.3,Derived using data on investment from UN and the spliced GDP,2874772,.29018
SAU,2015,859203.8,Derived using data on investment from UN and the spliced GDP,2510567,.342235
SAU,2016,771666.4,Derived using data on investment from UN and the spliced GDP,2497500,.3089756
SAU,2017,772090.6,Derived using data on investment from UN and the spliced GDP,2681230,.2879613
SAU,2018,829325.9,Derived using data on investment from UN and the spliced GDP,3174689,.2612306
SAU,2019,889787.3,Derived using data on investment from UN and the spliced GDP,3144618,.2829556
SAU,2020,762490.2,Derived using data on investment from UN and the spliced GDP,2753517,.276915
SAU,2021,834211.2,Derived using data on investment from UN and the spliced GDP,3278086,.2544812
SAU,2022,1098625,Derived using data on investment from UN and the spliced GDP,4157143,.2642741
SAU,2023,1174693,Derived using data on investment from UN and the spliced GDP,4003436,.2934213
SAU,2024,1286679,Derived using data on investment from IMF_IFS and the spliced GDP,4120249,.3122818
SAU,2025,1363950,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,4254534,.3205875
SAU,2026,1442047,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,4488772,.3212565
SAU,2027,1524335,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,4725236,.3225944
SAU,2028,1609610,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,4986396,.3228003
SAU,2029,1699894,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,5274495,.3222857
SDN,1956,.0114125,Derived using data on investment from Mitchell and the spliced GDP,.2272951,.0502102
SDN,1957,.0114125,Derived using data on investment from Mitchell and the spliced GDP,.2272951,.0502102
SDN,1958,.03133,Derived using data on investment from Mitchell and the spliced GDP,.249267,.1256884
SDN,1959,.0247878,Derived using data on investment from Mitchell and the spliced GDP,.2560858,.0967947
SDN,1960,.0220982,Derived using data on investment from WDI and the spliced GDP,.2568435,.0860375
SDN,1961,.0327517,Derived using data on investment from WDI and the spliced GDP,.2788474,.1174539
SDN,1962,.0366545,Derived using data on investment from WDI and the spliced GDP,.3028814,.1210192
SDN,1963,.0332264,Derived using data on investment from WDI and the spliced GDP,.3270318,.1015998
SDN,1964,.0339647,Derived using data on investment from WDI and the spliced GDP,.3354846,.1012408
SDN,1965,.0301323,Derived using data on investment from WDI_ARC and the spliced GDP,.3503112,.0860159
SDN,1966,.0351983,Derived using data on investment from WDI_ARC and the spliced GDP,.3502774,.1004871
SDN,1967,.0381008,Derived using data on investment from WDI_ARC and the spliced GDP,.3775826,.1009071
SDN,1968,.0397367,Derived using data on investment from WDI_ARC and the spliced GDP,.3602934,.1102898
SDN,1969,.0451721,Derived using data on investment from WDI_ARC and the spliced GDP,.4299626,.1050605
SDN,1970,.0489188,Derived using data on investment from WDI_ARC and the spliced GDP,.429572,.1138781
SDN,1971,.0438,Derived using data on investment from WDI_ARC and the spliced GDP,.466154,.0939605
SDN,1972,.0479162,Derived using data on investment from WDI_ARC and the spliced GDP,.577705,.0829423
SDN,1973,.0882861,Derived using data on investment from AMF and the spliced GDP,.743226,.1187877
SDN,1974,.1924335,Derived using data on investment from AMF and the spliced GDP,.905458,.2125262
SDN,1975,.2223937,Derived using data on investment from AMF and the spliced GDP,1.128911,.1969984
SDN,1976,.3587673,Derived using data on investment from AMF and the spliced GDP,1.407843,.2548347
SDN,1977,.3354369,Derived using data on investment from AMF and the spliced GDP,1.654264,.2027711
SDN,1978,.347186,Derived using data on investment from AMF and the spliced GDP,1.929395,.1799455
SDN,1979,.3620402,Derived using data on investment from AMF and the spliced GDP,2.423289,.1494003
SDN,1980,.8376271,Derived using data on investment from AMF and the spliced GDP,3.182743,.2631777
SDN,1981,.9048488,Derived using data on investment from AMF and the spliced GDP,4.287985,.2110196
SDN,1982,1.383121,Derived using data on investment from AMF and the spliced GDP,5.530443,.2500923
SDN,1983,1.364658,Derived using data on investment from AMF and the spliced GDP,6.804791,.2005437
SDN,1984,1.544923,Derived using data on investment from AMF and the spliced GDP,9.180202,.1682886
SDN,1985,2.313314,Derived using data on investment from AMF and the spliced GDP,15.26134,.15158
SDN,1986,2.7341,Derived using data on investment from AMF and the spliced GDP,22.44559,.1218102
SDN,1987,4.944694,Derived using data on investment from AMF and the spliced GDP,34.8707,.1418008
SDN,1988,5.234225,Derived using data on investment from AMF and the spliced GDP,51.94036,.1007738
SDN,1989,11.01059,Derived using data on investment from AMF and the spliced GDP,81.62034,.1349
SDN,1990,15.41482,Derived using data on investment from AMF and the spliced GDP,165.6499,.0930566
SDN,1991,28.67536,Derived using data on investment from AMF and the spliced GDP,369.3936,.0776282
SDN,1992,54.93327,Derived using data on investment from AMF and the spliced GDP,762.8343,.0720121
SDN,1993,107.7896,Derived using data on investment from AMF and the spliced GDP,1995.988,.0540031
SDN,1994,228.9565,Derived using data on investment from AMF and the spliced GDP,3441.801,.0665223
SDN,1995,750.3028,Derived using data on investment from AMF and the spliced GDP,7462.594,.1005418
SDN,1996,1894.442,Derived using data on investment from AMF and the spliced GDP,10478.14,.1807995
SDN,1997,2517.665,Derived using data on investment from AMF and the spliced GDP,16137.37,.1560146
SDN,1998,6133.032,Derived using data on investment from AMF and the spliced GDP,21935.91,.2795887
SDN,1999,4118.061,Derived using data on investment from AMF and the spliced GDP,27058.81,.1521892
SDN,2000,3262.558,Derived using data on investment from AMF and the spliced GDP,33662.71,.0969191
SDN,2001,5696.192,Derived using data on investment from AMF and the spliced GDP,40658.56,.1400982
SDN,2002,8750.061,Derived using data on investment from AMF and the spliced GDP,47756.11,.1832239
SDN,2003,8603.364,Derived using data on investment from AMF and the spliced GDP,55733.79,.1543653
SDN,2004,10968.29,Derived using data on investment from AMF and the spliced GDP,68721.38,.1596052
SDN,2005,17779.41,Derived using data on investment from AMF and the spliced GDP,85707,.2074441
SDN,2006,21826.73,Derived using data on investment from AMF and the spliced GDP,98291.8,.2220605
SDN,2007,19758.38,Derived using data on investment from AMF and the spliced GDP,119838.2,.1648755
SDN,2008,23414.54,Derived using data on investment from UN and the spliced GDP,103481.4,.226268
SDN,2009,24734.81,Derived using data on investment from UN and the spliced GDP,112709.4,.2194565
SDN,2010,30958.63,Derived using data on investment from UN and the spliced GDP,126229.5,.2452568
SDN,2011,47376.83,Derived using data on investment from UN and the spliced GDP,182151.3,.260096
SDN,2012,42716.57,Derived using data on investment from UN and the spliced GDP,222547.9,.1919433
SDN,2013,50949.22,Derived using data on investment from UN and the spliced GDP,304116.8,.1675317
SDN,2014,63024.01,Derived using data on investment from UN and the spliced GDP,447998.2,.1406792
SDN,2015,61955.7,Derived using data on investment from UN and the spliced GDP,505761,.1225
SDN,2016,53599.6,Derived using data on investment from UN and the spliced GDP,605409,.0885345
SDN,2017,87297.5,Derived using data on investment from UN and the spliced GDP,815856,.1070011
SDN,2018,185581,Derived using data on investment from UN and the spliced GDP,1176630,.1577225
SDN,2019,200406,Derived using data on investment from UN and the spliced GDP,1607290,.1246857
SDN,2020,335850.7,Derived using data on investment from UN and the spliced GDP,2587386,.1298031
SDN,2021,1170525,Derived using data on investment from UN and the spliced GDP,8518871,.1374037
SDN,2022,2390318,Derived using data on investment from UN and the spliced GDP,1.83e+07,.1306308
SDN,2023,6550343,Derived using data on investment from UN and the spliced GDP,4.94e+07,.1326125
SDN,2024,2.57e+07,Derived using data on investment from WDI and the spliced GDP,1.09e+08,.2356547
SEN,1960,7148.741,Derived using data on investment from BCEAO and the spliced GDP,212462.2,.0336471
SEN,1961,9982.476,Derived using data on investment from BCEAO and the spliced GDP,229239.3,.0435461
SEN,1962,13782.26,Derived using data on investment from BCEAO and the spliced GDP,242773.7,.05677
SEN,1963,4701.424,Derived using data on investment from BCEAO and the spliced GDP,252783.5,.0185986
SEN,1964,5345.455,Derived using data on investment from BCEAO and the spliced GDP,268996.6,.0198718
SEN,1965,6504.71,Derived using data on investment from BCEAO and the spliced GDP,281544.2,.0231037
SEN,1966,7857.174,Derived using data on investment from BCEAO and the spliced GDP,290849.1,.0270146
SEN,1967,12816.21,Derived using data on investment from BCEAO and the spliced GDP,291131,.0440221
SEN,1968,12365.39,Derived using data on investment from BCEAO and the spliced GDP,307767.1,.0401778
SEN,1969,15070.32,Derived using data on investment from BCEAO and the spliced GDP,307344.1,.049034
SEN,1970,20544.58,Derived using data on investment from UN and the spliced GDP,340475.3,.0603409
SEN,1971,21906.95,Derived using data on investment from UN and the spliced GDP,350543.5,.0624942
SEN,1972,25340.13,Derived using data on investment from UN and the spliced GDP,387980.2,.065313
SEN,1973,28664.32,Derived using data on investment from UN and the spliced GDP,394503.2,.0726593
SEN,1974,40925.67,Derived using data on investment from UN and the spliced GDP,480437.4,.0851842
SEN,1975,39399.82,Derived using data on investment from UN and the spliced GDP,576298,.0683671
SEN,1976,41252.64,Derived using data on investment from UN and the spliced GDP,651313.2,.0633376
SEN,1977,46102.69,Derived using data on investment from UN and the spliced GDP,685771.9,.0672274
SEN,1978,46974.61,Derived using data on investment from UN and the spliced GDP,701512.4,.0669619
SEN,1979,59072.47,Derived using data on investment from UN and the spliced GDP,825166.8,.0715885
SEN,1980,67037.3,Derived using data on investment from UN and the spliced GDP,889551.6,.0753608
SEN,1981,75855.51,Derived using data on investment from UN and the spliced GDP,949146.1,.0799197
SEN,1982,90836.97,Derived using data on investment from UN and the spliced GDP,1195837,.075961
SEN,1983,106387.3,Derived using data on investment from UN and the spliced GDP,1330946,.0799336
SEN,1984,113214.3,Derived using data on investment from UN and the spliced GDP,1438864,.0786831
SEN,1985,107620,Derived using data on investment from UN and the spliced GDP,1631737,.0659543
SEN,1986,135117.6,Derived using data on investment from UN and the spliced GDP,1836162,.073587
SEN,1987,162330.8,Derived using data on investment from UN and the spliced GDP,1947461,.0833551
SEN,1988,178829.4,Derived using data on investment from UN and the spliced GDP,2089756,.0855743
SEN,1989,165839.1,Derived using data on investment from UN and the spliced GDP,2079330,.079756
SEN,1990,203008.3,Derived using data on investment from UN and the spliced GDP,2185840,.0928743
SEN,1991,184139.2,Derived using data on investment from UN and the spliced GDP,2185840,.0842419
SEN,1992,217894.9,Derived using data on investment from UN and the spliced GDP,2247689,.0969418
SEN,1993,199215.5,Derived using data on investment from UN and the spliced GDP,2166539,.0919511
SEN,1994,326273.5,Derived using data on investment from UN and the spliced GDP,2848707,.1145339
SEN,1995,354624.5,Derived using data on investment from UN and the spliced GDP,3147384,.1126728
SEN,1996,417205.3,Derived using data on investment from UN and the spliced GDP,3353077,.1244246
SEN,1997,550843.9,Derived using data on investment from UN and the spliced GDP,3466131,.1589219
SEN,1998,603003.4,Derived using data on investment from UN and the spliced GDP,3704830,.1627614
SEN,1999,893127.1,Derived using data on investment from UN and the spliced GDP,4057714,.2201059
SEN,2000,955473.8,Derived using data on investment from UN and the spliced GDP,4270612,.2237323
SEN,2001,1218757,Derived using data on investment from UN and the spliced GDP,4766316,.2557021
SEN,2002,1123489,Derived using data on investment from UN and the spliced GDP,4860434,.23115
SEN,2003,1216641,Derived using data on investment from UN and the spliced GDP,5084959,.2392627
SEN,2004,1255867,Derived using data on investment from UN and the spliced GDP,5313889,.2363367
SEN,2005,1426359,Derived using data on investment from UN and the spliced GDP,5804605,.2457288
SEN,2006,1369958,Derived using data on investment from UN and the spliced GDP,6111292,.2241683
SEN,2007,1648967,Derived using data on investment from UN and the spliced GDP,6698105,.2461841
SEN,2008,1971430,Derived using data on investment from UN and the spliced GDP,7516880,.2622671
SEN,2009,1548842,Derived using data on investment from UN and the spliced GDP,7593296,.2039749
SEN,2010,1602280,Derived using data on investment from UN and the spliced GDP,7976730,.2008693
SEN,2011,1762970,Derived using data on investment from UN and the spliced GDP,8394960,.2100034
SEN,2012,2220320,Derived using data on investment from UN and the spliced GDP,9016870,.2462407
SEN,2013,2248740,Derived using data on investment from UN and the spliced GDP,9343920,.2406635
SEN,2014,2529860,Derived using data on investment from UN and the spliced GDP,9775039,.2588082
SEN,2015,2714730,Derived using data on investment from UN and the spliced GDP,1.05e+07,.2583317
SEN,2016,2861660,Derived using data on investment from UN and the spliced GDP,1.13e+07,.2536168
SEN,2017,3635050,Derived using data on investment from UN and the spliced GDP,1.22e+07,.2981553
SEN,2018,4192030,Derived using data on investment from UN and the spliced GDP,1.28e+07,.3264796
SEN,2019,4383342,Derived using data on investment from UN and the spliced GDP,1.37e+07,.3196566
SEN,2020,5031168,Derived using data on investment from UN and the spliced GDP,1.41e+07,.3563296
SEN,2021,5853099,Derived using data on investment from UN and the spliced GDP,1.53e+07,.3835301
SEN,2022,7854801,Derived using data on investment from UN and the spliced GDP,1.72e+07,.4559344
SEN,2023,8062231,Derived using data on investment from UN and the spliced GDP,1.84e+07,.437104
SEN,2024,8488281,Derived using data on investment from BCEAO and the spliced GDP,2.01e+07,.4228296
SEN,2025,7533421,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2.24e+07,.3367813
SEN,2026,7734891,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2.39e+07,.3229721
SEN,2027,8293839,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2.57e+07,.3229721
SEN,2028,9127218,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2.79e+07,.3270198
SEN,2029,1.02e+07,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,3.10e+07,.3287179
SGP,1960,244.5,Derived using data on investment from IMF_IFS and the spliced GDP,2157.4,.1133309
SGP,1961,269.8,Derived using data on investment from IMF_IFS and the spliced GDP,2340.7,.1152647
SGP,1962,391.2,Derived using data on investment from IMF_IFS and the spliced GDP,2529.3,.1546673
SGP,1963,487.1,Derived using data on investment from IMF_IFS and the spliced GDP,2809,.1734069
SGP,1964,542.2,Derived using data on investment from IMF_IFS and the spliced GDP,2737.2,.1980856
SGP,1965,647.7,Derived using data on investment from IMF_IFS and the spliced GDP,2983.6,.2170867
SGP,1966,729.4,Derived using data on investment from IMF_IFS and the spliced GDP,3356.4,.2173162
SGP,1967,831.2,Derived using data on investment from IMF_IFS and the spliced GDP,3789.9,.2193198
SGP,1968,1075.2,Derived using data on investment from IMF_IFS and the spliced GDP,4364.4,.2463569
SGP,1969,1437.4,Derived using data on investment from IMF_IFS and the spliced GDP,5081.3,.2828804
SGP,1970,2244.5,Derived using data on investment from UN and the spliced GDP,5879.3,.3817632
SGP,1971,2778.1,Derived using data on investment from UN and the spliced GDP,6929.9,.400886
SGP,1972,3392.7,Derived using data on investment from UN and the spliced GDP,8302.3,.4086458
SGP,1973,4045.2,Derived using data on investment from UN and the spliced GDP,10395.6,.3891262
SGP,1974,5709.8,Derived using data on investment from UN and the spliced GDP,12831.4,.4449865
SGP,1975,5327.8,Derived using data on investment from UN and the spliced GDP,13728.7,.3880775
SGP,1976,5940.8,Derived using data on investment from UN and the spliced GDP,15003.4,.3959635
SGP,1977,5763.1,Derived using data on investment from UN and the spliced GDP,16353.2,.3524142
SGP,1978,6942.6,Derived using data on investment from UN and the spliced GDP,18337.4,.3786033
SGP,1979,8904,Derived using data on investment from UN and the spliced GDP,21141.2,.4211681
SGP,1980,11648.6,Derived using data on investment from UN and the spliced GDP,25869.6,.4502814
SGP,1981,13592.6,Derived using data on investment from UN and the spliced GDP,30352,.4478321
SGP,1982,15723.2,Derived using data on investment from UN and the spliced GDP,33981.2,.4627029
SGP,1983,17678.2,Derived using data on investment from UN and the spliced GDP,38058,.4645068
SGP,1984,19583.1,Derived using data on investment from UN and the spliced GDP,41730.4,.4692766
SGP,1985,16794.3,Derived using data on investment from UN and the spliced GDP,40862.8,.4109924
SGP,1986,14949.6,Derived using data on investment from UN and the spliced GDP,40892.7,.3655812
SGP,1987,16634.4,Derived using data on investment from UN and the spliced GDP,45549.5,.3651939
SGP,1988,17850.8,Derived using data on investment from UN and the spliced GDP,53432.3,.3340826
SGP,1989,20882.1,Derived using data on investment from UN and the spliced GDP,61308.5,.3406069
SGP,1990,25132.7,Derived using data on investment from UN and the spliced GDP,70492.3,.3565311
SGP,1991,26688.8,Derived using data on investment from UN and the spliced GDP,78542.8,.3397995
SGP,1992,30160,Derived using data on investment from UN and the spliced GDP,84920.2,.355157
SGP,1993,36429.4,Derived using data on investment from UN and the spliced GDP,97923.1,.3720205
SGP,1994,37044.3,Derived using data on investment from UN and the spliced GDP,112555.4,.3291206
SGP,1995,42169.8,Derived using data on investment from UN and the spliced GDP,124463.3,.3388132
SGP,1996,47576.5,Derived using data on investment from UN and the spliced GDP,135777.2,.3504012
SGP,1997,56744.9,Derived using data on investment from UN and the spliced GDP,148664.4,.381698
SGP,1998,45180.3,Derived using data on investment from UN and the spliced GDP,143474.9,.3149004
SGP,1999,47812.1,Derived using data on investment from UN and the spliced GDP,146252.5,.3269148
SGP,2000,58259.6,Derived using data on investment from UN and the spliced GDP,165632.4,.3517404
SGP,2001,44419.6,Derived using data on investment from UN and the spliced GDP,160885.6,.2760943
SGP,2002,41546.5,Derived using data on investment from UN and the spliced GDP,165698.1,.2507361
SGP,2003,29302,Derived using data on investment from UN and the spliced GDP,170117.9,.1722452
SGP,2004,44510.5,Derived using data on investment from UN and the spliced GDP,194433,.2289246
SGP,2005,45750.2,Derived using data on investment from UN and the spliced GDP,212723,.2150694
SGP,2006,52850.6,Derived using data on investment from UN and the spliced GDP,236158.8,.2237926
SGP,2007,62900.3,Derived using data on investment from UN and the spliced GDP,272697.6,.2306595
SGP,2008,82619.9,Derived using data on investment from UN and the spliced GDP,273941.6,.3015968
SGP,2009,77291.7,Derived using data on investment from UN and the spliced GDP,282394.5,.2737012
SGP,2010,90436.9,Derived using data on investment from UN and the spliced GDP,326980.1,.2765823
SGP,2011,93787.1,Derived using data on investment from UN and the spliced GDP,351367.9,.2669199
SGP,2012,107913.1,Derived using data on investment from UN and the spliced GDP,368770.5,.2926294
SGP,2013,115382.2,Derived using data on investment from UN and the spliced GDP,384870.3,.299795
SGP,2014,117410.4,Derived using data on investment from UN and the spliced GDP,398947.9,.2943001
SGP,2015,107356.7,Derived using data on investment from UN and the spliced GDP,423444.1,.2535322
SGP,2016,116483.2,Derived using data on investment from UN and the spliced GDP,440787.7,.2642615
SGP,2017,129310.9,Derived using data on investment from UN and the spliced GDP,474012.4,.2728007
SGP,2018,125812.3,Derived using data on investment from UN and the spliced GDP,508368.7,.2474824
SGP,2019,126516.2,Derived using data on investment from UN and the spliced GDP,514153.4,.246067
SGP,2020,110264.5,Derived using data on investment from UN and the spliced GDP,482203.8,.2286678
SGP,2021,139778.4,Derived using data on investment from UN and the spliced GDP,583221.5,.2396661
SGP,2022,153382.5,Derived using data on investment from UN and the spliced GDP,687230.4,.2231894
SGP,2023,141521.1,Derived using data on investment from UN and the spliced GDP,673300.3,.2101901
SGP,2024,159387.3,Derived using data on investment from IMF_IFS and the spliced GDP,725630.3,.2196536
SGP,2025,171208.1,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,759947.9,.2252893
SGP,2026,179198.6,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,794536.2,.2255386
SGP,2027,195569.3,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,830395.9,.2355134
SGP,2028,226146.3,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,867858,.2605799
SGP,2029,239985.3,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,907145.9,.2645498
SLB,1970,4.2,Derived using data on investment from UN and the spliced GDP,28.6,.1468531
SLB,1971,7.2,Derived using data on investment from UN and the spliced GDP,30.5,.2360656
SLB,1972,7.3,Derived using data on investment from UN and the spliced GDP,31.6,.2310127
SLB,1973,8.285433,Derived using data on investment from UN and the spliced GDP,35.6,.2327369
SLB,1974,10.88315,Derived using data on investment from UN and the spliced GDP,50.9,.2138144
SLB,1975,13.21669,Derived using data on investment from UN and the spliced GDP,49.5,.2670038
SLB,1976,13.35148,Derived using data on investment from UN and the spliced GDP,59,.2262962
SLB,1977,15.47563,Derived using data on investment from UN and the spliced GDP,73.5,.2105528
SLB,1978,18.8871,Derived using data on investment from UN and the spliced GDP,85.8,.2201294
SLB,1979,22.88969,Derived using data on investment from UN and the spliced GDP,112.7,.2031028
SLB,1980,26.17861,Derived using data on investment from UN and the spliced GDP,119.1,.2198036
SLB,1981,34.13723,Derived using data on investment from UN and the spliced GDP,140.6,.2427968
SLB,1982,39.2496,Derived using data on investment from UN and the spliced GDP,158.5,.2476316
SLB,1983,35.51533,Derived using data on investment from UN and the spliced GDP,141.4,.2511692
SLB,1984,50.9,Derived using data on investment from UN and the spliced GDP,221.7,.2295896
SLB,1985,62.1,Derived using data on investment from UN and the spliced GDP,236.9,.2621359
SLB,1986,66.1,Derived using data on investment from UN and the spliced GDP,252.5,.2617822
SLB,1987,67.5,Derived using data on investment from UN and the spliced GDP,292.8,.2305328
SLB,1988,120,Derived using data on investment from UN and the spliced GDP,367,.3269755
SLB,1989,107.9,Derived using data on investment from UN and the spliced GDP,384.4,.2806972
SLB,1990,105.8,Derived using data on investment from UN and the spliced GDP,526.3,.201026
SLB,1991,140.6,Derived using data on investment from UN and the spliced GDP,598.3,.2349992
SLB,1992,142.3,Derived using data on investment from UN and the spliced GDP,763.1,.1864762
SLB,1993,159,Derived using data on investment from UN and the spliced GDP,901.2,.1764314
SLB,1994,222.4,Derived using data on investment from UN and the spliced GDP,1052.5,.2113064
SLB,1995,286.4888,Derived using data on investment from UN and the spliced GDP,1282.583,.2233686
SLB,1996,393.1569,Derived using data on investment from UN and the spliced GDP,1533.51,.2563771
SLB,1997,483.1103,Derived using data on investment from UN and the spliced GDP,1671.719,.2889901
SLB,1998,617.4532,Derived using data on investment from UN and the spliced GDP,1962.891,.3145632
SLB,1999,740.0413,Derived using data on investment from UN and the spliced GDP,2159.737,.3426534
SLB,2000,774.696,Derived using data on investment from UN and the spliced GDP,2087.199,.3711653
SLB,2001,877.9167,Derived using data on investment from UN and the spliced GDP,2211.758,.3969316
SLB,2002,1011.217,Derived using data on investment from UN and the spliced GDP,2390.082,.4230889
SLB,2003,889.7824,Derived using data on investment from UN and the spliced GDP,3134.982,.2838237
SLB,2004,843.9611,Derived using data on investment from UN and the spliced GDP,3502.861,.2409348
SLB,2005,560.7264,Derived using data on investment from UN and the spliced GDP,4163.126,.1346888
SLB,2006,887.1946,Derived using data on investment from UN and the spliced GDP,4696.995,.1888856
SLB,2007,1401.268,Derived using data on investment from UN and the spliced GDP,5320.368,.2633781
SLB,2008,1366.583,Derived using data on investment from UN and the spliced GDP,6014.983,.2271965
SLB,2009,1237.298,Derived using data on investment from UN and the spliced GDP,6488.798,.1906821
SLB,2010,2160.658,Derived using data on investment from UN and the spliced GDP,7242.958,.2983116
SLB,2011,1655.922,Derived using data on investment from UN and the spliced GDP,8129.522,.2036924
SLB,2012,1274.3,Derived using data on investment from UN and the spliced GDP,8717.517,.146177
SLB,2013,1375.3,Derived using data on investment from UN and the spliced GDP,9389.859,.1464665
SLB,2014,1244.8,Derived using data on investment from UN and the spliced GDP,9850.34,.1263713
SLB,2015,1650.6,Derived using data on investment from UN and the spliced GDP,10351.69,.1594522
SLB,2016,1887.7,Derived using data on investment from UN and the spliced GDP,10964.37,.1721668
SLB,2017,2267.7,Derived using data on investment from UN and the spliced GDP,11592.81,.1956126
SLB,2018,2458.7,Derived using data on investment from UN and the spliced GDP,12847.06,.1913823
SLB,2019,3003.5,Derived using data on investment from UN and the spliced GDP,13233.96,.2269539
SLB,2020,2110,Derived using data on investment from UN and the spliced GDP,12616.98,.1672349
SLB,2021,1968.574,Derived using data on investment from UN and the spliced GDP,12228.28,.1609854
SLB,2022,2834.569,Derived using data on investment from UN and the spliced GDP,12774.48,.2218931
SLB,2023,3035.498,Derived using data on investment from UN and the spliced GDP,13680,.2218931
SLB,2024,2954.57,Derived using data on investment from WDI and the spliced GDP,14523.13,.2034389
SLB,2025,3133.777,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,15404.02,.2034389
SLB,2026,3322.77,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,16333.01,.2034389
SLB,2027,3535.616,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,17379.25,.2034389
SLB,2028,3762.938,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,18496.65,.2034389
SLB,2029,4005.551,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,19689.21,.2034389
SLE,1963,.025731,Derived using data on investment from Mitchell and the spliced GDP,.1671722,.1539189
SLE,1964,.0318626,Derived using data on investment from Mitchell and the spliced GDP,.2062922,.1544537
SLE,1965,.0437974,Derived using data on investment from Mitchell and the spliced GDP,.2301494,.1902997
SLE,1966,.0368993,Derived using data on investment from Mitchell and the spliced GDP,.2517208,.1465882
SLE,1967,.0359138,Derived using data on investment from Mitchell and the spliced GDP,.2744858,.1308404
SLE,1968,.0443448,Derived using data on investment from Mitchell and the spliced GDP,.2884668,.153726
SLE,1969,.0609878,Derived using data on investment from Mitchell and the spliced GDP,.3351009,.1819984
SLE,1970,.05836,Derived using data on investment from UN and the spliced GDP,.379516,.1537748
SLE,1971,.054292,Derived using data on investment from UN and the spliced GDP,.402905,.1347514
SLE,1972,.050292,Derived using data on investment from UN and the spliced GDP,.428051,.1174907
SLE,1973,.069723,Derived using data on investment from UN and the spliced GDP,.497774,.1400696
