ISO3,year,govdebt_GDP,nGDP,govdebt,source
SVK,1994,23.95266,17218.88,4124.38,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,1995,21.31246,20027.72,4268.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,1996,30.33928,22248.06,6749.899,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,1997,32.82469,24578.45,8067.801,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,1998,33.85241,26795.73,9071.001,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,1999,47.12565,28614.14,13484.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2000,50.59841,31632.02,16005.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2001,51.35083,34307.33,17617.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2002,45.64844,37272.25,17014.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2003,43.63917,41210.91,17984.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2004,41.99687,45996.76,19317.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2005,34.98455,50275.89,17588.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2006,31.53167,56349.06,17767.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2007,30.37273,63180.69,19189.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2008,28.63296,68556.65,19629.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2009,36.40723,64055.14,23320.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2010,40.65362,68726.72,27939.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2011,43.27014,71629.53,30994.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2012,51.68756,73727.61,38108,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2013,54.61072,74642.67,40762.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2014,53.39207,76562.3,40878.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2015,51.59929,80376.3,41473.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2016,52.1356,81621.57,42553.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2017,51.38148,84960.37,43653.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2018,49.27032,90275.85,44479.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2019,48.00964,94547.48,45391.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2020,58.40814,94320.59,55090.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2021,60.21688,101960,61397.14,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2022,57.75619,110088.6,63582.96,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2023,55.75763,122918.9,68536.66,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2024,59.70057,132025.3,78819.84,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2025,61.92073,140553.4,87031.67,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2026,64.00626,146807.6,93966.03,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2027,66.92819,153167.1,102512,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2028,69.30832,160532.5,111262.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVK,2029,71.66018,167530.7,120052.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,1993,22.94257,6392.229,1466.542,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,1994,20.10734,8253.648,1659.589,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,1995,18.22805,10568.33,1926.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,1996,21.59789,12126.65,2619.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,1997,22.09683,13812.39,3052.101,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,1998,22.82054,15291.05,3489.499,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,1999,23.81712,17149.43,4084.501,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2000,26.08542,18731.92,4886.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2001,26.32398,20937.56,5511.601,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2002,27.6823,23272.63,6442.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2003,27.02754,25376.34,6858.601,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2004,27.10052,27420.88,7431.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2005,26.58849,28905.74,7685.599,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2006,26.20753,31294.44,8201.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2007,22.94336,34936.91,8015.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2008,21.89388,37742.05,8263.201,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2009,34.94049,35830.35,12519.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2010,38.60721,36050.78,13918.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2011,46.81475,36782.21,17219.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2012,54.07393,35933.58,19430.7,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2013,70.8363,36041.27,25530.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2014,81.13293,37270.93,30239,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2015,83.41817,38493.89,32110.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2016,79.43037,40013.16,31782.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2017,74.88995,42625.48,31922.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2018,71.00653,45462.43,32281.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2019,66.02044,48156.45,31793.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2020,80.16975,46738.7,37470.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2021,74.81779,52022.64,38922.19,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2022,72.77334,56908.77,41414.41,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2023,68.2886,63951.24,43671.41,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2024,66.60632,66080.81,44014,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2025,65.23289,69424.03,45287.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2026,63.67683,73063.09,46524.26,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2027,63.0725,76792.2,48434.76,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2028,61.81094,80376.27,49681.32,Derived using data on general government debt to GDP and central government and the spliced GDP.
SVN,2029,60.64687,84124.88,51019.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1670,.0254926,13.87131,.0035362,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1671,.0162109,14.54229,.0023574,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1672,.015903,14.82383,.0023574,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1673,.0234426,15.0843,.0035362,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1674,.0657203,17.93538,.0117872,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1675,.1921131,17.79308,.0341828,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1676,.3855912,17.4244,.067187,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1677,.6562613,17.96112,.1178719,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1678,.7366579,18.40103,.1355527,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1679,.9286048,18.02468,.1673781,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1680,1.521968,15.56685,.2369224,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1681,1.639132,15.46089,.2534245,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1682,1.418545,16.03704,.2274927,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1683,1.432111,16.13205,.2310289,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1684,1.41289,17.35263,.2451735,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1685,1.629944,16.12659,.2628543,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1686,1.585391,17.69501,.280535,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1687,1.063436,17.73449,.188595,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1688,.6493068,18.15349,.1178719,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1689,.7062317,17.69167,.1249442,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1690,.5426875,18.24482,.0990124,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1691,.1247536,17.95192,.0223957,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1692,.139406,17.75611,.0247531,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1693,.1496821,18.89955,.0282892,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1694,.1583443,19.35446,.0306467,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1695,.1587638,19.30333,.0306467,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1696,.1518745,20.17896,.0306467,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1697,.1466509,20.89771,.0306467,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1698,.1490912,20.55566,.0306467,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1699,.1572272,19.49197,.0306467,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1700,.1394864,21.97109,.0306467,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1701,.1426541,21.48321,.0306467,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1702,.3732718,21.78884,.0813316,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1703,.815565,22.25729,.1815227,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1704,1.461868,22.41542,.3276838,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1705,2.1793,23.04107,.5021341,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1706,2.272327,22.87589,.519815,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1707,3.719048,23.35855,.8687157,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1708,4.463634,24.90195,1.111532,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1709,4.898444,23.91875,1.171646,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1710,5.64853,20.76337,1.172825,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1711,5.916586,19.82267,1.172825,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1712,5.718821,20.61122,1.178719,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1713,5.895384,19.95394,1.176361,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1714,5.182385,22.56276,1.169289,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1715,6.303466,22.68253,1.429786,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1716,5.908129,24.18036,1.428607,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1717,5.284692,26.76528,1.414462,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1718,4.633965,29.30285,1.357884,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1719,24.35522,37.7593,9.196362,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1720,30.09326,30.35195,9.133891,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1721,28.07233,32.34385,9.07967,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1722,34.88938,25.87551,9.027806,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1723,36.87045,23.79148,8.772025,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1724,37.52888,22.94063,8.609361,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1725,36.50805,23.42711,8.552783,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1726,33.4491,25.12553,8.404264,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1727,32.98904,24.92567,8.222741,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1728,33.09918,24.34773,8.0589,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1729,31.63916,24.715,7.81962,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1730,31.24898,24.5106,7.659314,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1731,30.06186,24.47082,7.356383,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1732,28.20277,25.25638,7.122997,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1733,26.18586,26.37344,6.906113,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1734,24.99315,26.75953,6.688049,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1735,23.94928,26.97599,6.460557,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1736,22.67709,27.4342,6.221277,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1737,22.41013,26.70905,5.985533,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1738,21.53369,26.68494,5.746253,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1739,21.38983,26.14252,5.591841,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1740,18.78332,28.8917,5.42682,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1741,17.90927,29.64358,5.308949,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1742,18.82491,27.35017,5.148643,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1743,22.98106,26.61484,6.116371,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1744,20.52659,29.36663,6.027967,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1745,20.5622,28.28393,5.815798,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1746,19.7909,28.56431,5.653135,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1747,18.97361,31.0869,5.898308,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1748,18.0795,32.08968,5.801654,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1749,18.03441,31.32678,5.649599,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1750,17.85744,29.96063,5.350204,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1751,18.58524,30.58858,5.68496,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1752,17.34044,32.19983,5.583591,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1753,17.20967,32.28697,5.55648,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1754,16.27307,33.97866,5.529369,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1755,15.84925,35.05831,5.55648,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1756,15.16521,38.17084,5.788688,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1757,16.15064,41.11849,6.640901,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1758,16.25859,48.3998,7.869125,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1759,20.11731,44.89926,9.032521,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1760,19.03594,51.41277,9.786901,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1761,18.40314,55.85789,10.27961,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1762,17.73026,68.11602,12.07715,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1763,17.02097,77.34641,13.16511,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1764,17.42911,71.16633,12.40366,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1765,17.78082,70.05034,12.45552,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1766,19.56534,64.84195,12.68655,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1767,21.60577,57.53447,12.43077,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1768,23.74435,49.76618,11.81666,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1769,22.39665,48.91888,10.95619,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1770,25.79849,52.78045,13.61656,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1771,23.47076,60.07905,14.10101,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1772,24.44212,60.93697,14.89429,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1773,23.28761,63.45184,14.77642,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1774,24.72744,59.21375,14.64204,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1775,24.04406,64.8823,15.60034,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1776,24.73954,69.09975,17.09496,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1777,24.16014,71.83508,17.35545,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1778,20.33185,78.75767,16.01289,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1779,9.934296,81.81018,8.127265,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1780,8.95647,84.83276,7.598021,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1781,8.724041,85.49859,7.458932,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1782,8.949326,86.38881,7.731216,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1783,10.55257,87.11459,9.192826,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1784,10.83942,83.42818,9.043129,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1785,10.92466,87.3304,9.540549,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1786,11.09462,91.01786,10.09808,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1787,12.86987,89.02302,11.45714,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1788,13.72312,89.0108,12.21506,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1789,24.394,103.1681,25.16682,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1790,26.17931,100.1217,26.21117,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1791,27.93036,102.3864,28.59689,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1792,39.29068,100.5208,39.49533,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1793,40.61269,98.48802,39.99864,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1794,38.77464,112.2856,43.53833,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1795,34.33474,117.2411,40.25442,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1796,32.22557,120.4192,38.80578,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1797,33.69835,114.5127,38.58889,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1798,32.69349,122.4958,40.04815,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1799,32.32215,139.0956,44.95869,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1800,34.3278,154.2791,52.96063,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1801,34.2506,163.3492,55.94809,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1802,33.8374,170.1976,57.59045,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1803,33.9363,163.9845,55.65027,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1804,33.3958,152.757,51.01442,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1805,26.6869,169.2236,45.16053,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1806,22.345,186.5947,41.69458,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1807,19.6247,193.3345,37.94131,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1808,17.9542,214.5907,38.52804,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1809,21.8858,219.4967,48.0386,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1810,24.1878,233.2648,56.42163,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1811,21.6573,268.0345,58.04904,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1812,14.4912,310.94,45.05894,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1813,13.5534,338.3871,45.86296,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1814,14.008,340.1862,47.65329,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1815,11.4851,340.3228,39.08641,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1816,10.9285,353.349,38.61575,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1817,10.3439,359.1326,37.14831,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1818,9.37994,379.0796,35.55744,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1819,8.94493,390.2693,34.90932,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1820,9.0411,376.2881,34.02058,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1821,9.20667,359.3763,33.08659,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1822,9.20179,351.7942,32.37136,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1823,6.80149,355.1152,24.15313,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1824,6.54068,355.4345,23.24783,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1825,6.26591,386.1228,24.19411,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1826,5.77835,405.0372,23.40447,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1827,5.25987,425.1617,22.36295,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1828,5.4441,393.5403,21.42472,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1829,3.43076,397.1735,13.62607,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1830,3.86204,411.9719,15.91052,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1831,4.09832,443.9865,18.19599,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1832,3.95054,449.4497,17.75569,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1833,3.96015,439.5,17.40486,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1834,3.98596,443.2536,17.66791,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1835,3.86541,456.0024,17.62636,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1836,3.58156,480.101,17.1951,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1837,3.05428,489.9353,14.964,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1838,2.85595,501.9427,14.33523,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1839,2.21838,524.4869,11.63511,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1840,2.13506,516.4854,11.02727,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1841,2.63438,519.9521,13.69751,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1842,2.9085,524.138,15.24455,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1843,2.56462,527.9295,13.53939,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1844,2.25414,523.2092,11.79387,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1845,2.36314,525.634,12.42147,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1846,2.26282,570.3981,12.90708,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1847,2.40249,606.0323,14.55986,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1848,2.69511,606.61,16.34881,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1849,2.65648,604.6029,16.06116,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1850,2.35883,634.432,14.96517,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1851,2.75897,646.8128,17.84537,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1852,2.56139,655.1931,16.78205,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1853,2.03892,688.0632,14.02906,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1854,2.30746,774.7583,17.87724,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1855,1.72706,901.194,15.56416,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1856,2.13307,1009.427,21.53178,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1857,1.62385,1072.554,17.41667,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1858,3.12097,955.9924,29.83624,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1859,3.90238,940.2814,36.69335,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1860,6.40673,987.6165,63.27393,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1861,7.24389,998.8575,72.35613,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1862,6.46362,1020.942,65.98981,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1863,6.55828,1048.039,68.73335,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1864,8.22599,1045.624,86.01293,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1865,9.42463,1043.776,98.37202,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1866,11.0549,1043.304,115.3362,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1867,11.5582,1088.546,125.8163,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1868,13.3075,1050.93,139.8525,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1869,13.1229,1100.007,144.3529,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1870,12.6683,1173.612,148.6767,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1871,12.3498,1234.064,152.4044,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1872,10.968,1399.952,153.5468,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1873,9.24544,1589.843,146.9879,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1874,9.26228,1717.439,159.074,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1875,10.3149,1649.7,170.165,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1876,12.1821,1742.124,212.2272,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1877,12.9181,1707.101,220.525,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1878,16.6978,1548.587,258.58,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1879,17.5385,1527.822,267.9571,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1880,17.8234,1569.302,279.7029,Derived using data on general government debt to GDP and central government and the spliced GDP.
SWE,1881,17.3248,1655.868,286.8759,Derived using data on general government debt to GDP and central government and the spliced GDP.
