ISO3,year,source,CA,USDfx,CA_USD
BMU,2006,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,1094.236,1,1094.236
BMU,2007,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,1093.523,1,1093.523
BMU,2008,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,854.5607,1,854.5607
BMU,2009,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,569.8574,1,569.8574
BMU,2010,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,695.959,1,695.959
BMU,2011,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,867.5967,1,867.5967
BMU,2012,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,926.988,1,926.988
BMU,2013,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,840.6497,1,840.6497
BMU,2014,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,817.5778,1,817.5778
BMU,2015,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,942.8962,1,942.8962
BMU,2016,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,845.9865,1,845.9865
BMU,2017,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,937.2022,1,937.2022
BMU,2018,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,888.9471,1,888.9471
BMU,2019,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,838.701,1,838.701
BMU,2020,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,853.8228,1,853.8228
BMU,2021,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,962.1855,1,962.1855
BMU,2022,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,1128.111,1,1128.111
BMU,2023,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,1252.959,1,1252.959
BOL,1976,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0010771,.00002,-53.8528
BOL,1977,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0023745,.00002,-118.7243
BOL,1978,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0066155,.00002,-330.7749
BOL,1979,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0080813,.00002,-404.0634
BOL,1980,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0001569,.000025,-6.27712
BOL,1981,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0114667,.000025,-458.6662
BOL,1982,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0111244,.000064,-173.8194
BOL,1983,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0326214,.000232,-140.6094
BOL,1984,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.5575929,.003136,-177.8038
BOL,1985,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-125.5403,.440029,-285.3
BOL,1986,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-746.9941,1.921958,-388.6631
BOL,1987,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-888.1802,2.05485,-432.236
BOL,1988,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-715.4042,2.350242,-304.396
BOL,1989,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-727.0236,2.691683,-270.1
BOL,1990,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-631.0401,3.17265,-198.9
BOL,1991,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-940.2677,3.580608,-262.6
BOL,1992,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2082.486,3.900517,-533.9
BOL,1993,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2156,4.265083,-505.5
BOL,1994,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-416.7706,4.620517,-90.2
BOL,1995,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1452.103,4.800342,-302.5
BOL,1996,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1926.78,5.074613,-379.6899
BOL,1997,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2908.232,5.254258,-553.5
BOL,1998,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-3670.299,5.510133,-666.1
BOL,1999,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2836.455,5.812408,-488
BOL,2000,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2760.023,6.183542,-446.3499
BOL,2001,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1810.371,6.606917,-274.0115
BOL,2002,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2523.359,7.17,-351.9329
BOL,2003,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,578.9938,7.659167,75.59489
BOL,2004,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,2678.396,7.936267,337.4881
BOL,2005,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,5020.633,8.066063,622.4391
BOL,2006,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,10555.08,8.011617,1317.472
BOL,2007,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,12493.26,7.851245,1591.246
BOL,2008,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,14423.8,7.238321,1992.699
BOL,2009,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,5711.051,7.02,813.54
BOL,2010,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,6130.782,7.016667,873.7456
BOL,2011,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,3726.57,6.936963,537.2048
BOL,2012,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,13612.97,6.91,1970.039
BOL,2013,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,7283.018,6.91,1053.982
BOL,2014,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,3912.654,6.91,566.2307
BOL,2015,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-13379.21,6.91,-1936.21
BOL,2016,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-13179.06,6.91,-1907.244
BOL,2017,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-10712.46,6.91,-1550.283
BOL,2018,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-9918.872,6.91,-1435.437
BOL,2019,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-7869.275,6.91,-1138.824
BOL,2020,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-95.20467,6.91,-13.77781
BOL,2021,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,9281.406,6.91,1343.185
BOL,2022,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,6888.115,6.91,996.8328
BOL,2023,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-6821.315,6.91,-987.1657
BOL,2024,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-8260.478,6.91,-1195.438
BOL,2025,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-19016.17,6.859986,-2772.042
BOL,2026,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-20511.88,6.860049,-2990.048
BOL,2027,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-23114.57,6.859987,-3369.477
BOL,2028,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-25307.2,6.860025,-3689.083
BOL,2029,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-26654.85,6.859969,-3885.564
BRA,1947,Derived using data on CA from Derived using data on current account balance to GDP from Mitchell and the spliced GDP and the spliced USD exchange rate,-2.54e-12,6.75e-15,-376.7988
BRA,1948,Derived using data on CA from Derived using data on current account balance to GDP from Mitchell and the spliced GDP and the spliced USD exchange rate,-6.66e-13,6.75e-15,-98.66817
BRA,1949,Derived using data on CA from Derived using data on current account balance to GDP from Mitchell and the spliced GDP and the spliced USD exchange rate,-1.82e-12,6.75e-15,-269.5561
BRA,1950,Derived using data on CA from Derived using data on current account balance to GDP from Mitchell and the spliced GDP and the spliced USD exchange rate,1.59e-12,6.75e-15,235.137
BRA,1951,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,6.75e-15,
BRA,1952,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,6.75e-15,
BRA,1953,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,1.42e-14,
BRA,1954,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,2.15e-14,
BRA,1955,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,2.57e-14,
BRA,1956,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,2.52e-14,
BRA,1957,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,2.66e-14,
BRA,1958,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,4.58e-14,
BRA,1959,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,5.44e-14,
BRA,1960,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,6.71e-14,
BRA,1961,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,9.68e-14,
BRA,1962,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,1.00e-13,
BRA,1963,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,2.00e-13,
BRA,1964,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,4.00e-13,
BRA,1965,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,7.00e-13,
BRA,1966,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,8.00e-13,
BRA,1967,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,1.00e-12,
BRA,1968,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,1.20e-12,
BRA,1969,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,1.50e-12,
BRA,1970,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,1.70e-12,
BRA,1971,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,1.90e-12,
BRA,1972,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,2.20e-12,
BRA,1973,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,2.20e-12,
BRA,1974,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,,2.50e-12,
BRA,1975,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2.08e-08,2.90e-12,-7183.046
BRA,1976,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2.55e-08,3.90e-12,-6545.663
BRA,1977,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2.65e-08,5.10e-12,-5192.841
BRA,1978,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-4.69e-08,6.60e-12,-7101.245
BRA,1979,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1.05e-07,9.80e-12,-10693.43
BRA,1980,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-2.20e-07,1.91e-11,-11505.56
BRA,1981,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-4.17e-07,3.38e-11,-12340.28
BRA,1982,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1.16e-06,6.51e-11,-17841.44
BRA,1983,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1.57e-06,2.09e-10,-7524.815
BRA,1984,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,2.50e-08,1.09e-09,22.97418
BRA,1985,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-6.78e-07,2.27e-09,-298.2931
BRA,1986,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.000028,4.95e-09,-5657.046
BRA,1987,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.0000219,1.44e-08,-1520.974
BRA,1988,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,.0004301,9.63e-08,4464.399
BRA,1989,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,.0011356,1.02e-06,1115.876
BRA,1990,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.1196108,.0000248,-4817.515
BRA,1991,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-.2856577,.0001487,-1920.88
BRA,1992,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,13.27165,.001655,8019.19
BRA,1993,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,.8515585,.0328084,25.95546
BRA,1994,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-849.7869,.6443689,-1318.789
BRA,1995,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-16911.61,.9161256,-18459.92
BRA,1996,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-24071.49,1.005096,-23949.45
BRA,1997,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-34711.29,1.077939,-32201.53
BRA,1998,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-40640.39,1.160544,-35018.39
BRA,1999,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-48425.36,1.820693,-26597.21
BRA,2000,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-48736.05,1.83036,-26626.49
BRA,2001,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-57559.09,2.354791,-24443.4
BRA,2002,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-23205.22,2.924356,-7935.156
BRA,2003,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,6409.507,3.075859,2083.811
BRA,2004,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,26351.16,2.926391,9004.662
BRA,2005,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,28500.29,2.434083,11708.84
BRA,2006,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,23403.79,2.177117,10749.9
BRA,2007,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-4434.199,1.947814,-2276.5
BRA,2008,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-64275.61,1.835091,-35025.85
BRA,2009,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-55620.41,1.995659,-27870.7
BRA,2010,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-152625.6,1.759356,-86750.84
BRA,2011,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-139861.4,1.673957,-83551.38
BRA,2012,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-181351,1.954152,-92802.89
BRA,2013,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-189990.9,2.15862,-88014.99
BRA,2014,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-260620,2.353535,-110735.5
BRA,2015,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-201297.5,3.339092,-60285.09
BRA,2016,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-106044,3.484096,-30436.59
BRA,2017,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-81076.1,3.190633,-25410.66
BRA,2018,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-201003.2,3.655838,-54981.41
BRA,2019,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-269484.3,3.944095,-68326.02
BRA,2020,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-138571.6,5.153948,-26886.5
BRA,2021,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-253130.9,5.394711,-46922.04
BRA,2022,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-248976.9,5.16696,-48186.34
BRA,2023,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-154209.8,4.996338,-30864.55
BRA,2024,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-195993,5.386746,-36384.3
BRA,2025,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-235109.2,5.7882,-40618.7
BRA,2026,Derived using data on CA from Derived using data on current account balance to GDP from OECD_EO and the spliced GDP and the spliced USD exchange rate,-266753.2,5.7882,-46085.69
BRA,2027,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-241537.3,5.363656,-45032.21
BRA,2028,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-238587.1,5.398664,-44193.73
BRA,2029,Derived using data on CA from Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP and the spliced USD exchange rate,-250740.2,5.432637,-46154.42
BRB,1967,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-44.08506,1.738099,-25.36395
BRB,1968,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-72.07185,2,-36.03592
BRB,1969,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-106.9332,2,-53.46659
BRB,1970,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-121.1877,2,-60.59384
BRB,1971,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-109.9883,1.974876,-55.69376
BRB,1972,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-117.1175,1.921281,-60.95804
BRB,1973,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-129.7088,1.959221,-66.20429
BRB,1974,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-155.2806,2.053231,-75.62745
BRB,1975,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-111.4058,2.018867,-55.18235
BRB,1976,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-167.2307,2,-83.61535
BRB,1977,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-113.786,2,-56.89301
BRB,1978,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-56.81299,2,-28.40649
BRB,1979,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-101.2056,2,-50.60279
BRB,1980,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-124.6485,2,-62.32426
BRB,1981,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-269.614,2,-134.807
BRB,1982,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-162.8401,2,-81.42007
BRB,1983,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-178.9546,2,-89.47731
BRB,1984,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-66.96743,2,-33.48372
BRB,1985,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-10.77921,2,-5.389606
BRB,1986,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,82.46758,2,41.23379
BRB,1987,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-15.62252,2,-7.811259
BRB,1988,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,113.44,2,56.72
BRB,1989,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,59.19792,2,29.59896
BRB,1990,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-14.56188,2,-7.280941
BRB,1991,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-39.29905,2,-19.64952
BRB,1992,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,294.2801,2,147.14
BRB,1993,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,171.3116,2,85.65581
BRB,1994,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,272.3319,2,136.166
BRB,1995,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,1.940626,2,.970313
BRB,1996,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,291.9358,2,145.9679
BRB,1997,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-166.1056,2,-83.0528
BRB,1998,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-220.0483,2,-110.0242
BRB,1999,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-274.1508,2,-137.0754
BRB,2000,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-210.5566,2,-105.2783
BRB,2001,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-229.2375,2,-114.6187
BRB,2002,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-298.371,2,-149.1855
BRB,2003,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-387.8387,2,-193.9193
BRB,2004,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-900.9523,2,-450.4761
BRB,2005,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-1021.6,2,-510.8001
BRB,2006,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-884.7676,2,-442.3838
BRB,2007,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-718.4973,2,-359.2486
BRB,2008,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-923.6038,2,-461.8019
BRB,2009,Derived using data on CA from Derived using data on current account balance to GDP from WDI and the spliced GDP and the spliced USD exchange rate,-843.6833,2,-421.8417
