ISO3,year,CA_GDP,source,nGDP,CA
ARG,1956,,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.66e-08,
ARG,1957,,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.30e-08,
ARG,1958,,Derived using data on current account balance to GDP from WDI and the spliced GDP,4.69e-08,
ARG,1959,,Derived using data on current account balance to GDP from WDI and the spliced GDP,9.00e-08,
ARG,1960,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.18e-07,
ARG,1961,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.47e-07,
ARG,1962,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.90e-07,
ARG,1963,,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.27e-07,
ARG,1964,,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.04e-07,
ARG,1965,,Derived using data on current account balance to GDP from WDI and the spliced GDP,4.62e-07,
ARG,1966,,Derived using data on current account balance to GDP from WDI and the spliced GDP,6.08e-07,
ARG,1967,,Derived using data on current account balance to GDP from WDI and the spliced GDP,7.87e-07,
ARG,1968,,Derived using data on current account balance to GDP from WDI and the spliced GDP,9.84e-07,
ARG,1969,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.13e-06,
ARG,1970,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.29e-06,
ARG,1971,,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.84e-06,
ARG,1972,,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.04e-06,
ARG,1973,,Derived using data on current account balance to GDP from WDI and the spliced GDP,5.21e-06,
ARG,1974,,Derived using data on current account balance to GDP from WDI and the spliced GDP,7.14e-06,
ARG,1975,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.000021,
ARG,1976,1.272242,Derived using data on current account balance to GDP from WDI and the spliced GDP,.0001114,1.42e-06
ARG,1977,1.983058,Derived using data on current account balance to GDP from WDI and the spliced GDP,.000307,6.09e-06
ARG,1978,2.084235,Derived using data on current account balance to GDP from WDI and the spliced GDP,.000769,.000016
ARG,1979,-.7407693,Derived using data on current account balance to GDP from WDI and the spliced GDP,.002093,-.0000155
ARG,1980,-6.203067,Derived using data on current account balance to GDP from WDI and the spliced GDP,.004161,-.0002581
ARG,1981,-5.989056,Derived using data on current account balance to GDP from WDI and the spliced GDP,.0081,-.0004851
ARG,1982,-2.790974,Derived using data on current account balance to GDP from WDI and the spliced GDP,.023681,-.0006609
ARG,1983,-2.342778,Derived using data on current account balance to GDP from WDI and the spliced GDP,.118666,-.0027801
ARG,1984,-2.134028,Derived using data on current account balance to GDP from WDI and the spliced GDP,.8571269,-.0182913
ARG,1985,-1.079966,Derived using data on current account balance to GDP from WDI and the spliced GDP,5.749075,-.0620881
ARG,1986,-2.700421,Derived using data on current account balance to GDP from WDI and the spliced GDP,10.81986,-.2921817
ARG,1987,-3.892074,Derived using data on current account balance to GDP from WDI and the spliced GDP,25.28542,-.9841272
ARG,1988,-1.238866,Derived using data on current account balance to GDP from WDI and the spliced GDP,120.3589,-1.491085
ARG,1989,-1.702994,Derived using data on current account balance to GDP from WDI and the spliced GDP,3515.6,-59.87048
ARG,1990,3.220315,Derived using data on current account balance to GDP from WDI and the spliced GDP,74691.68,2405.307
ARG,1991,-.3410289,Derived using data on current account balance to GDP from WDI and the spliced GDP,196040.8,-668.5557
ARG,1992,-2.424941,Derived using data on current account balance to GDP from WDI and the spliced GDP,245609.2,-5955.878
ARG,1993,-3.466178,Derived using data on current account balance to GDP from WDI and the spliced GDP,256302.6,-8883.903
ARG,1994,-3.931945,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,278990,-10969.73
ARG,1995,-1.826127,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,279631.5,-5106.426
ARG,1996,-2.290679,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,294931.1,-6755.926
ARG,1997,-3.817375,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,317373.8,-12115.35
ARG,1998,-4.464038,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,323973,-14462.28
ARG,1999,-3.874477,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,307256.4,-11904.58
ARG,2000,-2.906405,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,307994.2,-8951.558
ARG,2001,-1.297474,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,291189,-3778.101
ARG,2002,8.413261,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,338745.9,28499.58
ARG,2003,5.793262,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,407376.3,23600.38
ARG,2004,1.844579,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,485115.2,8948.332
ARG,2005,2.528327,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,582538.2,14728.47
ARG,2006,2.854874,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,715904.3,20438.17
ARG,2007,2.150402,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,896980.2,19288.68
ARG,2008,1.483079,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,1149646,17050.16
ARG,2009,2.165417,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,1247929,27022.87
ARG,2010,-.4368214,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,1661721,-7258.752
ARG,2011,-1.026794,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,2179024,-22374.09
ARG,2012,-.3608914,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,2637914,-9520.005
ARG,2013,-2.262751,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,3348309,-75763.88
ARG,2014,-1.701215,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,4579087,-77900.1
ARG,2015,-2.792315,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,5954511,-166268.7
ARG,2016,-2.732825,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,8228160,-224861.2
ARG,2017,-4.848343,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,1.07e+07,-516844.5
ARG,2018,-4.686622,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,1.47e+07,-691033.6
ARG,2019,-.527503,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,2.16e+07,-113721.4
ARG,2020,.5955199,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,2.72e+07,162039.9
ARG,2021,1.241022,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,4.62e+07,573589.2
ARG,2022,-.5417881,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,8.27e+07,-447803.2
ARG,2023,-3.023975,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,1.91e+08,-5788039
ARG,2024,.9909588,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,5.95e+08,5895063
ARG,2025,-.1650096,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,1.03e+09,-1695391
ARG,2026,-.6245937,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,1.49e+09,-9326529
ARG,2027,1.029,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.82e+09,1.87e+07
ARG,2028,1.254,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,2.08e+09,2.60e+07
ARG,2029,1.479,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,2.31e+09,3.42e+07
ARM,1992,-46.28,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,312.74,-144.7361
ARM,1993,-5.637999,Derived using data on current account balance to GDP from WDI and the spliced GDP,4265.315,-240.4784
ARM,1994,-7.891063,Derived using data on current account balance to GDP from WDI and the spliced GDP,199490.3,-15741.91
ARM,1995,-15.02924,Derived using data on current account balance to GDP from WDI and the spliced GDP,556945.6,-83704.71
ARM,1996,-20.17629,Derived using data on current account balance to GDP from WDI and the spliced GDP,705128.3,-142268.7
ARM,1997,-20.47821,Derived using data on current account balance to GDP from WDI and the spliced GDP,857762.1,-175654.4
ARM,1998,-21.9751,Derived using data on current account balance to GDP from WDI and the spliced GDP,1018844,-223892.1
ARM,1999,-16.93557,Derived using data on current account balance to GDP from WDI and the spliced GDP,1053033,-178337.1
ARM,2000,-15.78121,Derived using data on current account balance to GDP from WDI and the spliced GDP,1099842,-173568.4
ARM,2001,-10.43982,Derived using data on current account balance to GDP from WDI and the spliced GDP,1253982,-130913.4
ARM,2002,-6.220105,Derived using data on current account balance to GDP from WDI and the spliced GDP,1452971,-90376.32
ARM,2003,-6.181199,Derived using data on current account balance to GDP from WDI and the spliced GDP,1732556,-107092.7
ARM,2004,-2.204359,Derived using data on current account balance to GDP from WDI and the spliced GDP,2034676,-44851.56
ARM,2005,-2.528324,Derived using data on current account balance to GDP from WDI and the spliced GDP,2391859,-60473.95
ARM,2006,-2.395373,Derived using data on current account balance to GDP from WDI and the spliced GDP,2832621,-67851.84
ARM,2007,-7.356601,Derived using data on current account balance to GDP from WDI and the spliced GDP,3358467,-247069
ARM,2008,-14.22465,Derived using data on current account balance to GDP from WDI and the spliced GDP,3805239,-541281.8
ARM,2009,-16.48371,Derived using data on current account balance to GDP from WDI and the spliced GDP,3350328,-552258.4
ARM,2010,-13.62195,Derived using data on current account balance to GDP from WDI and the spliced GDP,3690038,-502655.1
ARM,2011,-10.44033,Derived using data on current account balance to GDP from WDI and the spliced GDP,4028887,-420629
ARM,2012,-9.962332,Derived using data on current account balance to GDP from WDI and the spliced GDP,4266461,-425038.9
ARM,2013,-7.316247,Derived using data on current account balance to GDP from WDI and the spliced GDP,4555638,-333301.7
ARM,2014,-7.767866,Derived using data on current account balance to GDP from WDI and the spliced GDP,4828627,-375081.3
ARM,2015,-2.661807,Derived using data on current account balance to GDP from WDI and the spliced GDP,5043633,-134251.8
ARM,2016,-.956578,Derived using data on current account balance to GDP from WDI and the spliced GDP,5067294,-48472.61
ARM,2017,-1.260724,Derived using data on current account balance to GDP from WDI and the spliced GDP,5564494,-70152.91
ARM,2018,-7.228123,Derived using data on current account balance to GDP from WDI and the spliced GDP,6017035,-434918.7
ARM,2019,-7.056866,Derived using data on current account balance to GDP from WDI and the spliced GDP,6543322,-461753.4
ARM,2020,-3.997774,Derived using data on current account balance to GDP from WDI and the spliced GDP,6181903,-247138.5
ARM,2021,-3.396294,Derived using data on current account balance to GDP from WDI and the spliced GDP,6991778,-237461.3
ARM,2022,.7378673,Derived using data on current account balance to GDP from WDI and the spliced GDP,8501449,62729.41
