ISO3,year,CA_GDP,source,nGDP,CA
BEN,1980,-10.45937,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,313634.4,-32804.2
BEN,1981,-14.03522,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,381585.6,-53556.39
BEN,1982,-37.52479,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,450073.3,-168889.1
BEN,1983,-22.87904,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,450937.6,-103170.2
BEN,1984,-15.04372,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,496202.2,-74647.26
BEN,1985,-17.24925,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,507477.8,-87536.14
BEN,1986,-19.78183,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,499653.6,-98840.63
BEN,1987,-126.0258,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,507235.9,-639248.1
BEN,1988,-11.31008,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,521149.5,-58942.44
BEN,1989,-75.0798,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,517656,-388655.1
BEN,1990,-42.7412,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,542609.8,-231917.9
BEN,1991,-130.2482,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,569818.4,-742178.2
BEN,1992,-76.66206,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,604419.6,-463360.5
BEN,1993,-60.51251,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,654908.5,-396301.6
BEN,1994,-43.42945,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,902190.4,-391816.4
BEN,1995,-9.617929,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,1170413,-112569.5
BEN,1996,-1.734575,Derived using data on current account balance to GDP from WDI and the spliced GDP,1411348,-24480.89
BEN,1997,-6.787251,Derived using data on current account balance to GDP from WDI and the spliced GDP,1672671,-113528.3
BEN,1998,-5.3974,Derived using data on current account balance to GDP from WDI and the spliced GDP,1978532,-106789.3
BEN,1999,-4.232174,Derived using data on current account balance to GDP from WDI and the spliced GDP,2263338,-95788.41
BEN,2000,-2.294988,Derived using data on current account balance to GDP from WDI and the spliced GDP,2499926,-57372.99
BEN,2001,-2.045495,Derived using data on current account balance to GDP from WDI and the spliced GDP,2685133,-54924.26
BEN,2002,-3.741529,Derived using data on current account balance to GDP from WDI and the spliced GDP,2909672,-108866.2
BEN,2003,-6.205551,Derived using data on current account balance to GDP from WDI and the spliced GDP,3102021,-192497.5
BEN,2004,-4.668788,Derived using data on current account balance to GDP from WDI and the spliced GDP,3264365,-152406.3
BEN,2005,-3.443766,Derived using data on current account balance to GDP from WDI and the spliced GDP,3462851,-119252.5
BEN,2006,-6.338032,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,3674800,-232910
BEN,2007,-9.24263,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,3909982,-361385.2
BEN,2008,-7.893607,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,4365330,-344582
BEN,2009,-8.125703,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,4580012,-372158.2
BEN,2010,-5.567234,Derived using data on current account balance to GDP from WDI and the spliced GDP,4718034,-262664
BEN,2011,-4.833286,Derived using data on current account balance to GDP from WDI and the spliced GDP,5039213,-243559.6
BEN,2012,-5.178327,Derived using data on current account balance to GDP from WDI and the spliced GDP,5688292,-294558.3
BEN,2013,-5.379255,Derived using data on current account balance to GDP from WDI and the spliced GDP,6182559,-332575.6
BEN,2014,-6.667907,Derived using data on current account balance to GDP from WDI and the spliced GDP,6559333,-437370.2
BEN,2015,-5.964093,Derived using data on current account balance to GDP from WDI and the spliced GDP,6732814,-401551.3
BEN,2016,-2.996695,Derived using data on current account balance to GDP from WDI and the spliced GDP,7005230,-209925.3
BEN,2017,-4.180789,Derived using data on current account balance to GDP from WDI and the spliced GDP,7375302,-308345.8
BEN,2018,-4.549195,Derived using data on current account balance to GDP from WDI and the spliced GDP,7922004,-360387.4
BEN,2019,-3.999481,Derived using data on current account balance to GDP from WDI and the spliced GDP,8432248,-337246.2
BEN,2020,-1.746486,Derived using data on current account balance to GDP from WDI and the spliced GDP,9008810,-157337.6
BEN,2021,-4.153521,Derived using data on current account balance to GDP from WDI and the spliced GDP,9809694,-407447.7
BEN,2022,-5.687125,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.09e+07,-617309.4
BEN,2023,-8.17628,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.19e+07,-975830.5
BEN,2024,-6.045,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.30e+07,-784036.3
BEN,2025,-6.035,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.41e+07,-850661.9
BEN,2026,-4.675,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.53e+07,-713924.2
BEN,2027,-4.585,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.65e+07,-758459.4
BEN,2028,-4.45,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.79e+07,-796036.6
BEN,2029,-4.486,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.93e+07,-867695.7
BFA,1968,-10.63535,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,125217.1,-13317.28
BFA,1969,-13.55447,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,126455.4,-17140.35
BFA,1970,-11.95243,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,139921.3,-16723.99
BFA,1971,-16.23996,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,142290.6,-23107.93
BFA,1972,-18.52462,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,166296.3,-30805.77
BFA,1973,-22.02872,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,170191.6,-37491.03
BFA,1974,-27.60766,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,202440.5,-55889.1
BFA,1975,-33.88945,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,214416.9,-72664.7
BFA,1976,-25.0034,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,229232.9,-57316
BFA,1977,-34.51413,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,284774.2,-98287.32
BFA,1978,-27.39551,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,337085.6,-92346.3
BFA,1979,-27.46139,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,426400.2,-117095.4
BFA,1980,-28.81698,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,459373.3,-132377.5
BFA,1981,-28.72274,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,547508,-157259.3
BFA,1982,-34.04094,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,607285.1,-206725.6
BFA,1983,-31.52861,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,643439.8,-202867.6
BFA,1984,-26.15668,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,659570.8,-172521.8
BFA,1985,-22.71543,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,792557.3,-180032.8
BFA,1986,-21.56618,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,801306.7,-172811.2
BFA,1987,-18.37805,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,809260.7,-148726.3
BFA,1988,-17.439,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,885391.6,-154403.5
BFA,1989,-16.24839,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,948114.4,-154053.3
BFA,1990,-11.73334,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,959477.3,-112578.7
BFA,1991,-11.51291,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,1004929,-115696.5
BFA,1992,-9.597875,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,1009587,-96898.92
BFA,1993,-10.95906,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,1029472,-112820.5
BFA,1994,-11.26329,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,1195711,-134676.3
BFA,1995,-11.93657,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,1349563,-161091.5
BFA,1996,-7.25,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,1503438,-108999.3
BFA,1997,-8.086,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,1623283,-131258.6
BFA,1998,-6.605,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,1880221,-124188.6
BFA,1999,-9.957,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,2086188,-207721.7
BFA,2000,-10.766,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,2108160,-226964.5
BFA,2001,-9.129,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,2336621,-213310.1
BFA,2002,-8.281,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,2512872,-208091
BFA,2003,-7.766,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,2749159,-213499.7
BFA,2004,-9.758,Derived using data on current account balance to GDP from IMF_WEO and the spliced GDP,2874883,-280531.1
BFA,2005,-10.32432,Derived using data on current account balance to GDP from WDI and the spliced GDP,3240716,-334582
BFA,2006,-11.96712,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,3420540,-409340
BFA,2007,-12.61747,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,3649928,-460528.8
BFA,2008,-14.54056,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,4215341,-612934.1
BFA,2009,-9.442402,Derived using data on current account balance to GDP from BCEAO and the spliced GDP,4444601,-419677
BFA,2010,-1.796556,Derived using data on current account balance to GDP from WDI and the spliced GDP,5002182,-89867
BFA,2011,-1.327723,Derived using data on current account balance to GDP from WDI and the spliced GDP,5692823,-75584.9
BFA,2012,-1.292042,Derived using data on current account balance to GDP from WDI and the spliced GDP,6413106,-82860
BFA,2013,-10.00829,Derived using data on current account balance to GDP from WDI and the spliced GDP,6640135,-664563.7
BFA,2014,-7.164549,Derived using data on current account balance to GDP from WDI and the spliced GDP,6884467,-493241
BFA,2015,-7.567512,Derived using data on current account balance to GDP from WDI and the spliced GDP,6995311,-529371
BFA,2016,-6.079638,Derived using data on current account balance to GDP from WDI and the spliced GDP,7605123,-462364
BFA,2017,-6.353495,Derived using data on current account balance to GDP from WDI and the spliced GDP,8191299,-520433.8
BFA,2018,-4.183725,Derived using data on current account balance to GDP from WDI and the spliced GDP,8826081,-369258.9
BFA,2019,-3.267282,Derived using data on current account balance to GDP from WDI and the spliced GDP,9393802,-306922
BFA,2020,4.193125,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.02e+07,427793.9
BFA,2021,.3922089,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.09e+07,42840.49
BFA,2022,-7.539121,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.17e+07,-885039.6
BFA,2023,-5.057472,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.23e+07,-623500.2
BFA,2024,-3.84,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.35e+07,-518878
BFA,2025,-1.166,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.46e+07,-170329.3
BFA,2026,-.089,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.57e+07,-13948.32
BFA,2027,.09,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.68e+07,15125.74
BFA,2028,.815,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.80e+07,146924.1
BFA,2029,1.417,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,1.93e+07,274096.8
BGD,1970,-1.279315,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,45099.04,-576.9587
BGD,1971,-1.741173,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,43891.02,-764.2188
BGD,1972,-3.626958,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,39419.91,-1429.744
BGD,1973,.7543411,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,65742.02,495.9191
BGD,1974,-3.024443,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,99895.48,-3021.282
BGD,1975,-3.231066,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,164007.6,-5299.192
BGD,1976,-2.731151,Derived using data on current account balance to GDP from WDI and the spliced GDP,145480.9,-3973.303
BGD,1977,-2.911137,Derived using data on current account balance to GDP from WDI and the spliced GDP,152975.2,-4453.317
BGD,1978,-2.890479,Derived using data on current account balance to GDP from WDI and the spliced GDP,191469.9,-5534.396
BGD,1979,-2.672241,Derived using data on current account balance to GDP from WDI and the spliced GDP,229518.8,-6133.295
BGD,1980,-3.871079,Derived using data on current account balance to GDP from WDI and the spliced GDP,258534.6,-10008.08
BGD,1981,-5.020422,Derived using data on current account balance to GDP from WDI and the spliced GDP,305194.7,-15322.06
BGD,1982,-2.702615,Derived using data on current account balance to GDP from WDI and the spliced GDP,341567.6,-9231.257
BGD,1983,-.2600953,Derived using data on current account balance to GDP from WDI and the spliced GDP,387952.2,-1009.045
BGD,1984,-2.524467,Derived using data on current account balance to GDP from WDI and the spliced GDP,468388.7,-11824.32
BGD,1985,-2.043113,Derived using data on current account balance to GDP from WDI and the spliced GDP,536629.6,-10963.95
BGD,1986,-2.871225,Derived using data on current account balance to GDP from WDI and the spliced GDP,614821.7,-17652.91
BGD,1987,-.9758651,Derived using data on current account balance to GDP from WDI and the spliced GDP,711053.8,-6938.925
BGD,1988,-1.026512,Derived using data on current account balance to GDP from WDI and the spliced GDP,787453.7,-8083.304
BGD,1989,-3.820364,Derived using data on current account balance to GDP from WDI and the spliced GDP,869823.4,-33230.41
BGD,1990,-1.259274,Derived using data on current account balance to GDP from WDI and the spliced GDP,972647.8,-12248.3
BGD,1991,.2086514,Derived using data on current account balance to GDP from WDI and the spliced GDP,1100327,2295.849
BGD,1992,.5701588,Derived using data on current account balance to GDP from WDI and the spliced GDP,1195420,6815.793
BGD,1993,1.083212,Derived using data on current account balance to GDP from WDI and the spliced GDP,1253700,13580.23
BGD,1994,.5909883,Derived using data on current account balance to GDP from WDI and the spliced GDP,1354120,8002.69
BGD,1995,-2.171549,Derived using data on current account balance to GDP from WDI and the spliced GDP,1525180,-33120.03
BGD,1996,-2.134908,Derived using data on current account balance to GDP from WDI and the spliced GDP,1663240,-35508.65
BGD,1997,-.5934647,Derived using data on current account balance to GDP from WDI and the spliced GDP,1807010,-10723.97
BGD,1998,-.0703537,Derived using data on current account balance to GDP from WDI and the spliced GDP,2001770,-1408.319
BGD,1999,-.710652,Derived using data on current account balance to GDP from WDI and the spliced GDP,2196970,-15612.81
BGD,2000,-.5730427,Derived using data on current account balance to GDP from WDI and the spliced GDP,2370860,-13586.04
BGD,2001,-.9916872,Derived using data on current account balance to GDP from WDI and the spliced GDP,2535460,-25143.83
BGD,2002,1.350868,Derived using data on current account balance to GDP from WDI and the spliced GDP,2732010,36905.86
BGD,2003,.2188164,Derived using data on current account balance to GDP from WDI and the spliced GDP,3005801,6577.187
BGD,2004,-.4280227,Derived using data on current account balance to GDP from WDI and the spliced GDP,3329731,-14252.01
BGD,2005,-.2500742,Derived using data on current account balance to GDP from WDI and the spliced GDP,3707070,-9270.425
BGD,2006,1.665925,Derived using data on current account balance to GDP from WDI and the spliced GDP,4823370,80353.72
BGD,2007,1.076215,Derived using data on current account balance to GDP from WDI and the spliced GDP,5598183,60248.5
BGD,2008,1.010711,Derived using data on current account balance to GDP from WDI and the spliced GDP,6518029,65878.45
BGD,2009,3.470233,Derived using data on current account balance to GDP from WDI and the spliced GDP,7443223,258297.1
BGD,2010,1.829098,Derived using data on current account balance to GDP from WDI and the spliced GDP,8572786,156804.7
BGD,2011,-.1258422,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.00e+07,-12614.02
BGD,2012,1.931953,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.18e+07,227189.5
BGD,2013,1.372325,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.36e+07,186700.8
BGD,2014,.4371598,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.55e+07,67869.51
BGD,2015,1.321889,Derived using data on current account balance to GDP from WDI and the spliced GDP,1.78e+07,235733
BGD,2016,.3511719,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.08e+07,72897
BGD,2017,-2.037566,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.32e+07,-473592.9
BGD,2018,-2.207839,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.64e+07,-582703.5
BGD,2019,-.839485,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.95e+07,-247768
BGD,2020,.3189404,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.17e+07,101119.1
BGD,2021,-3.789693,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.53e+07,-1337832
BGD,2022,-3.13772,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.97e+07,-1246214
BGD,2023,1.003068,Derived using data on current account balance to GDP from WDI and the spliced GDP,4.49e+07,450461.8
BGD,2024,.318705,Derived using data on current account balance to GDP from WDI and the spliced GDP,5.00e+07,159437.1
BGD,2025,-1.525,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,5.77e+07,-879528.1
BGD,2026,-2.358,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,6.55e+07,-1544143
BGD,2027,-2.284,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,7.39e+07,-1687638
BGD,2028,-1.508,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,8.31e+07,-1253627
BGD,2029,-1.374,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,9.33e+07,-1282044
BGR,1924,-.5272727,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0719996,-.0003796
BGR,1925,-1.87,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0818177,-.00153
BGR,1926,-1.9,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0801814,-.0015234
BGR,1927,-.9301887,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0867268,-.0008067
BGR,1928,-1.673214,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0916359,-.0015333
BGR,1929,-5.2375,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0916359,-.0047994
BGR,1930,-.2428571,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0801814,-.0001947
BGR,1931,-1.375556,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.073636,-.0010129
BGR,1932,-.1641026,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0638178,-.0001047
BGR,1933,.2722222,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0589088,.0001604
BGR,1934,-.0142857,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0572724,-8.18e-06
BGR,1935,1.789189,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0605451,.0010833
BGR,1936,2.3575,Derived using data on current account balance to GDP from Mitchell and the spliced GDP,.0654542,.0015431
BGR,1937,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.0769087,
BGR,1938,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.0834541,
BGR,1939,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.0965449,
BGR,1940,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.1063631,
BGR,1941,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.1456356,
BGR,1942,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.1996353,
BGR,1943,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.2650895,
BGR,1944,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.4090887,
BGR,1945,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.4679975,
BGR,1946,,Derived using data on current account balance to GDP from WDI and the spliced GDP,.5465425,
BGR,1947,,Derived using data on current account balance to GDP from WDI and the spliced GDP,,
BGR,1948,,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.580531,
BGR,1949,,Derived using data on current account balance to GDP from WDI and the spliced GDP,2.708167,
BGR,1950,,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.071438,
BGR,1951,,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.853615,
BGR,1952,,Derived using data on current account balance to GDP from WDI and the spliced GDP,3.997615,
BGR,1953,,Derived using data on current account balance to GDP from WDI and the spliced GDP,4.549066,
BGR,1954,,Derived using data on current account balance to GDP from WDI and the spliced GDP,4.431248,
BGR,1955,,Derived using data on current account balance to GDP from WDI and the spliced GDP,4.61452,
BGR,1956,,Derived using data on current account balance to GDP from WDI and the spliced GDP,4.491794,
BGR,1957,,Derived using data on current account balance to GDP from WDI and the spliced GDP,5.251062,
BGR,1958,,Derived using data on current account balance to GDP from WDI and the spliced GDP,5.704332,
BGR,1959,,Derived using data on current account balance to GDP from WDI and the spliced GDP,6.905416,
BGR,1960,,Derived using data on current account balance to GDP from WDI and the spliced GDP,7.345596,
BGR,1961,,Derived using data on current account balance to GDP from WDI and the spliced GDP,7.717049,
BGR,1962,,Derived using data on current account balance to GDP from WDI and the spliced GDP,8.440317,
BGR,1963,,Derived using data on current account balance to GDP from WDI and the spliced GDP,9.28795,
BGR,1964,,Derived using data on current account balance to GDP from WDI and the spliced GDP,10.15194,
BGR,1965,,Derived using data on current account balance to GDP from WDI and the spliced GDP,10.85885,
BGR,1966,,Derived using data on current account balance to GDP from WDI and the spliced GDP,11.90284,
BGR,1967,,Derived using data on current account balance to GDP from WDI and the spliced GDP,12.85029,
BGR,1968,,Derived using data on current account balance to GDP from WDI and the spliced GDP,14.00065,
BGR,1969,,Derived using data on current account balance to GDP from WDI and the spliced GDP,15.29992,
BGR,1970,,Derived using data on current account balance to GDP from WDI and the spliced GDP,15.29992,
BGR,1971,,Derived using data on current account balance to GDP from WDI and the spliced GDP,15.12556,
BGR,1972,,Derived using data on current account balance to GDP from WDI and the spliced GDP,16.33153,
BGR,1973,,Derived using data on current account balance to GDP from WDI and the spliced GDP,17.65375,
BGR,1974,,Derived using data on current account balance to GDP from WDI and the spliced GDP,19.01955,
BGR,1975,,Derived using data on current account balance to GDP from WDI and the spliced GDP,20.76313,
BGR,1976,,Derived using data on current account balance to GDP from WDI and the spliced GDP,22.0127,
BGR,1977,,Derived using data on current account balance to GDP from WDI and the spliced GDP,22.50671,
BGR,1978,,Derived using data on current account balance to GDP from WDI and the spliced GDP,27.22237,
BGR,1979,,Derived using data on current account balance to GDP from WDI and the spliced GDP,31.93803,
BGR,1980,4.808654,Derived using data on current account balance to GDP from WDI and the spliced GDP,37.4739,1.80199
BGR,1981,.613991,Derived using data on current account balance to GDP from WDI and the spliced GDP,40.4191,.2481696
BGR,1982,.915107,Derived using data on current account balance to GDP from WDI and the spliced GDP,42.15541,.3857671
BGR,1983,.2173432,Derived using data on current account balance to GDP from WDI and the spliced GDP,43.32012,.0941533
BGR,1984,3.040646,Derived using data on current account balance to GDP from WDI and the spliced GDP,46.01744,1.399227
BGR,1985,-.7927523,Derived using data on current account balance to GDP from WDI and the spliced GDP,47.36,-.3754475
BGR,1986,-4.69646,Derived using data on current account balance to GDP from WDI and the spliced GDP,50.01707,-2.349031
BGR,1987,-2.562186,Derived using data on current account balance to GDP from WDI and the spliced GDP,53.07938,-1.359993
BGR,1988,-1.782236,Derived using data on current account balance to GDP from WDI and the spliced GDP,55.7148,-.9929689
BGR,1989,-3.497292,Derived using data on current account balance to GDP from WDI and the spliced GDP,57.50763,-2.011209
BGR,1990,-8.288059,Derived using data on current account balance to GDP from WDI and the spliced GDP,65.95092,-5.466051
BGR,1991,-1.00803,Derived using data on current account balance to GDP from WDI and the spliced GDP,197.2073,-1.98791
BGR,1992,-4.183479,Derived using data on current account balance to GDP from WDI and the spliced GDP,291.8504,-12.2095
BGR,1993,-10.14396,Derived using data on current account balance to GDP from WDI and the spliced GDP,434.3921,-44.06454
BGR,1994,-.3275231,Derived using data on current account balance to GDP from WDI and the spliced GDP,763.7164,-2.501347
BGR,1995,-.1358504,Derived using data on current account balance to GDP from WDI and the spliced GDP,1275.677,-1.733012
BGR,1996,.1276945,Derived using data on current account balance to GDP from WDI and the spliced GDP,2187.139,2.792857
BGR,1997,3.772492,Derived using data on current account balance to GDP from WDI and the spliced GDP,19032.36,717.9941
BGR,1998,-.411897,Derived using data on current account balance to GDP from WDI and the spliced GDP,26460.04,-108.9881
BGR,1999,-4.782043,Derived using data on current account balance to GDP from WDI and the spliced GDP,25042.94,-1197.564
BGR,2000,-5.312443,Derived using data on current account balance to GDP from WDI and the spliced GDP,28124.88,-1494.118
BGR,2001,-5.673151,Derived using data on current account balance to GDP from WDI and the spliced GDP,30986.69,-1757.921
BGR,2002,-1.944999,Derived using data on current account balance to GDP from WDI and the spliced GDP,34068.71,-662.6361
BGR,2003,-4.834037,Derived using data on current account balance to GDP from WDI and the spliced GDP,36637.91,-1771.09
BGR,2004,-6.388641,Derived using data on current account balance to GDP from WDI and the spliced GDP,41201.3,-2632.203
BGR,2005,-11.20572,Derived using data on current account balance to GDP from WDI and the spliced GDP,47017.24,-5268.621
BGR,2006,-17.05393,Derived using data on current account balance to GDP from WDI and the spliced GDP,53608.44,-9142.344
BGR,2007,-23.85687,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,63494.49,-15147.8
BGR,2008,-21.95628,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,72847.05,-15994.5
BGR,2009,-8.297729,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,73181.47,-6072.4
BGR,2010,-1.71951,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,74887.6,-1287.7
BGR,2011,.3283768,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,81126.31,266.4
BGR,2012,-.8466554,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,82642.83,-699.7
BGR,2013,1.273503,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,82253.42,1047.5
BGR,2014,2.111288,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,84147.69,1776.6
BGR,2015,.017193,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,89571.38,15.4
BGR,2016,3.02781,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,95349.44,2887
BGR,2017,3.156901,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,102683,3241.6
BGR,2018,.6552097,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,109781.7,719.3
BGR,2019,1.662295,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,119906.5,1993.2
BGR,2020,.4429821,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,121088.4,536.4
BGR,2021,-1.076561,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,139602,-1502.9
BGR,2022,-2.593252,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,168360,-4366
BGR,2023,.8854817,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,185232.5,1640.2
BGR,2024,.2456419,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,204220.9,501.6523
BGR,2025,-.4823064,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,219661.6,-1059.442
BGR,2026,-.6156198,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,234671.5,-1444.684
BGR,2027,-1.241,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,245557.8,-3047.372
BGR,2028,-.168,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,257329.1,-432.3129
BGR,2029,-.285,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,270110.1,-769.8137
