ISO3,year,finv,source,USDfx,finv_USD
ARE,2008,262645,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,71516.68
ARE,2009,269470.1,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,73375.13
ARE,2010,266506.8,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,72568.23
ARE,2011,278040.2,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,75708.69
ARE,2012,288919.3,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,78671
ARE,2013,263683.7,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,71799.51
ARE,2014,292767.9,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,79718.97
ARE,2015,313442.5,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,85348.53
ARE,2016,310740.9,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,84612.91
ARE,2017,269292.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,73326.78
ARE,2018,269272.9,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,73321.43
ARE,2019,279777.8,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,76181.85
ARE,2020,245478.3,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,66842.27
ARE,2021,322860.8,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,87913.07
ARE,2022,369904.7,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,100722.9
ARE,2023,386713.9,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.6725,105299.9
ARG,1935,1.05e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,3.80e-13,274.9644
ARG,1936,1.31e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,3.59e-13,363.5455
ARG,1937,1.83e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,3.33e-13,549.6024
ARG,1938,1.96e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,3.92e-13,500.6143
ARG,1939,1.83e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.33e-13,422.7291
ARG,1940,1.83e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.00e-13,457.3929
ARG,1941,1.96e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.00e-13,490.0638
ARG,1942,2.22e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.00e-13,555.4056
ARG,1943,2.35e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.00e-13,588.0766
ARG,1944,2.88e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.00e-13,718.7603
ARG,1945,3.40e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.00e-13,849.4439
ARG,1946,5.10e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.00e-13,1274.166
ARG,1947,9.02e-10,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.00e-13,2254.294
ARG,1948,1.35e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,5.00e-13,2692.084
ARG,1949,1.56e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,6.00e-13,2591.893
ARG,1950,1.83e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,1.10e-12,1663.247
ARG,1951,2.48e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,1.40e-12,1773.564
ARG,1952,2.74e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,1.40e-12,1960.255
ARG,1953,3.01e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,1.40e-12,2146.946
ARG,1954,3.14e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,1.40e-12,2240.292
ARG,1955,3.92e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,1.70e-12,2306.183
ARG,1956,5.23e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,3.60e-12,1452.041
ARG,1957,7.06e-09,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.00e-12,1764.23
ARG,1958,1.01e-08,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,4.80e-12,2096.384
ARG,1959,1.65e-08,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,7.90e-12,2084.322
ARG,1960,2.72e-08,Derived using data on fixed investment from WDI and the spliced USD exchange rate,8.30e-12,3274.965
ARG,1961,4.08e-08,Derived using data on fixed investment from WDI and the spliced USD exchange rate,8.30e-12,4912.5
ARG,1962,4.08e-08,Derived using data on fixed investment from WDI and the spliced USD exchange rate,1.14e-11,3576.645
ARG,1963,4.08e-08,Derived using data on fixed investment from WDI and the spliced USD exchange rate,1.38e-11,2954.619
ARG,1964,5.44e-08,Derived using data on fixed investment from WDI and the spliced USD exchange rate,1.40e-11,3883.173
ARG,1965,8.15e-08,Derived using data on fixed investment from WDI and the spliced USD exchange rate,1.69e-11,4825.242
ARG,1966,1.09e-07,Derived using data on fixed investment from WDI and the spliced USD exchange rate,2.08e-11,5227.487
ARG,1967,1.50e-07,Derived using data on fixed investment from WDI and the spliced USD exchange rate,3.31e-11,4516.636
ARG,1968,1.77e-07,Derived using data on fixed investment from WDI and the spliced USD exchange rate,3.50e-11,5048.165
ARG,1969,2.31e-07,Derived using data on fixed investment from WDI and the spliced USD exchange rate,3.50e-11,6601.35
ARG,1970,2.58e-07,Derived using data on fixed investment from UN and the spliced USD exchange rate,3.79e-11,6813.519
ARG,1971,3.63e-07,Derived using data on fixed investment from UN and the spliced USD exchange rate,5.42e-11,6696.741
ARG,1972,5.97e-07,Derived using data on fixed investment from UN and the spliced USD exchange rate,9.88e-11,6038.517
ARG,1973,8.96e-07,Derived using data on fixed investment from UN and the spliced USD exchange rate,9.98e-11,8975.434
ARG,1974,1.30e-06,Derived using data on fixed investment from UN and the spliced USD exchange rate,9.98e-11,13014.05
ARG,1975,5.14e-06,Derived using data on fixed investment from UN and the spliced USD exchange rate,4.10e-10,12543.71
ARG,1976,.0000283,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.51e-09,11244.19
ARG,1977,.000079,Derived using data on fixed investment from UN and the spliced USD exchange rate,4.23e-09,18672.76
ARG,1978,.000177,Derived using data on fixed investment from UN and the spliced USD exchange rate,8.15e-09,21726.79
ARG,1979,.000449,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.34e-08,33416.25
ARG,1980,.000872,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.86e-08,46993.82
ARG,1981,.001524,Derived using data on fixed investment from UN and the spliced USD exchange rate,6.05e-08,25208.36
ARG,1982,.004272,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.68e-07,15918.42
ARG,1983,.0205522,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.13e-06,18236.06
ARG,1984,.1418953,Derived using data on fixed investment from UN and the spliced USD exchange rate,7.47e-06,18990.99
ARG,1985,.8385237,Derived using data on fixed investment from UN and the spliced USD exchange rate,.0000624,13430.44
ARG,1986,1.566693,Derived using data on fixed investment from UN and the spliced USD exchange rate,.0000964,16254.82
ARG,1987,4.100148,Derived using data on fixed investment from UN and the spliced USD exchange rate,.0002405,17047.25
ARG,1988,18.6037,Derived using data on fixed investment from UN and the spliced USD exchange rate,.0011326,16425.9
ARG,1989,452.2896,Derived using data on fixed investment from UN and the spliced USD exchange rate,.0473876,9544.475
ARG,1990,8669.53,Derived using data on fixed investment from UN and the spliced USD exchange rate,.5112084,16958.9
ARG,1991,23794.39,Derived using data on fixed investment from UN and the spliced USD exchange rate,.986625,24116.96
ARG,1992,34017.59,Derived using data on fixed investment from UN and the spliced USD exchange rate,.9915216,34308.48
ARG,1993,40500.93,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,.9994582,40522.89
ARG,1994,46127.72,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,.9995175,46149.98
ARG,1995,41593.37,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,.9999896,41593.8
ARG,1996,44222.36,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,1,44222.36
ARG,1997,50976.98,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,1,50976.98
ARG,1998,53554.32,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,1,53554.32
ARG,1999,45896.77,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,1,45896.77
ARG,2000,41355.27,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,.9996933,41367.95
ARG,2001,34236.93,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,.9995848,34251.15
ARG,2002,33596.88,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,3.288752,10215.7
ARG,2003,51135.3,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,2.953025,17316.24
ARG,2004,77103.18,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,2.947731,26156.79
ARG,2005,101077.1,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,2.925612,34549.03
ARG,2006,131233.8,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,3.076841,42652.11
ARG,2007,175055.4,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,3.115882,56181.64
ARG,2008,218549.6,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,3.160501,69150.3
ARG,2009,194449.3,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,3.731025,52116.85
ARG,2010,276534.7,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,3.912426,70681.14
ARG,2011,375844.3,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,4.127462,91059.41
ARG,2012,418307.8,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,4.544686,92043.28
ARG,2013,545423.1,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,5.471657,99681.51
ARG,2014,731735.9,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,8.11535,90166.9
ARG,2015,926804.4,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,9.246238,100235.8
ARG,2016,1174353,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,14.76917,79513.8
ARG,2017,1616325,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,16.55321,97644.22
ARG,2018,2248739,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,28.06565,80124.24
ARG,2019,3061094,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,48.16281,63557.21
ARG,2020,3886243,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,70.36396,55230.59
ARG,2021,7991572,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,95.16146,83979.08
ARG,2022,1.45e+07,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,130.8089,111023.5
ARG,2023,3.55e+07,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,295.2123,120401.8
ARG,2024,9.25e+07,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,916.2543,100979
ARG,2025,1.75e+08,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,998.25,175195.8
ARG,2026,2.77e+08,Derived using data on fixed investment from OECD_EO and the spliced USD exchange rate,998.25,277303.4
ARM,1990,22.305,Derived using data on fixed investment from UN and the spliced USD exchange rate,.00333,6698.198
ARM,1991,22.685,Derived using data on fixed investment from UN and the spliced USD exchange rate,.00875,2592.571
ARM,1992,52.935,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.114444,47.49902
ARM,1993,525.44,Derived using data on fixed investment from UN and the spliced USD exchange rate,9.105,57.70895
ARM,1994,40429.48,Derived using data on fixed investment from UN and the spliced USD exchange rate,288.6508,140.0636
ARM,1995,90102.59,Derived using data on fixed investment from UN and the spliced USD exchange rate,405.9083,221.9777
ARM,1996,126296.3,Derived using data on fixed investment from UN and the spliced USD exchange rate,414.0415,305.0331
ARM,1997,139200,Derived using data on fixed investment from UN and the spliced USD exchange rate,490.8468,283.5916
ARM,1998,165461.3,Derived using data on fixed investment from UN and the spliced USD exchange rate,504.915,327.7013
ARM,1999,173160.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,535.0618,323.6272
ARM,2000,203060.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,539.5258,376.3686
ARM,2001,222172.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,555.0782,400.2545
ARM,2002,306912.7,Derived using data on fixed investment from UN and the spliced USD exchange rate,573.3533,535.2941
ARM,2003,399024.2,Derived using data on fixed investment from UN and the spliced USD exchange rate,578.7629,689.4433
ARM,2004,486269.9,Derived using data on fixed investment from UN and the spliced USD exchange rate,533.4508,911.5552
ARM,2005,713716.3,Derived using data on fixed investment from UN and the spliced USD exchange rate,457.687,1559.398
ARM,2006,1007966,Derived using data on fixed investment from UN and the spliced USD exchange rate,416.0404,2422.759
ARM,2007,1242311,Derived using data on fixed investment from UN and the spliced USD exchange rate,342.0791,3631.649
ARM,2008,1515276,Derived using data on fixed investment from UN and the spliced USD exchange rate,305.9694,4952.376
ARM,2009,1221620,Derived using data on fixed investment from UN and the spliced USD exchange rate,363.2833,3362.72
ARM,2010,1235400,Derived using data on fixed investment from UN and the spliced USD exchange rate,373.6605,3306.209
ARM,2011,1052926,Derived using data on fixed investment from UN and the spliced USD exchange rate,372.5009,2826.64
ARM,2012,1006835,Derived using data on fixed investment from UN and the spliced USD exchange rate,401.764,2506.036
ARM,2013,966365.3,Derived using data on fixed investment from UN and the spliced USD exchange rate,409.6258,2359.142
ARM,2014,965486.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,415.9198,2321.329
ARM,2015,1039622,Derived using data on fixed investment from UN and the spliced USD exchange rate,477.9183,2175.313
ARM,2016,879566.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,480.4882,1830.569
ARM,2017,982042.7,Derived using data on fixed investment from UN and the spliced USD exchange rate,482.7164,2034.409
ARM,2018,1007307,Derived using data on fixed investment from UN and the spliced USD exchange rate,482.9879,2085.573
ARM,2019,1034866,Derived using data on fixed investment from UN and the spliced USD exchange rate,480.4451,2153.972
ARM,2020,1098767,Derived using data on fixed investment from UN and the spliced USD exchange rate,489.0089,2246.926
ARM,2021,1482533,Derived using data on fixed investment from UN and the spliced USD exchange rate,503.7697,2942.878
ARM,2022,1791180,Derived using data on fixed investment from UN and the spliced USD exchange rate,435.6662,4111.359
ARM,2023,1973073,Derived using data on fixed investment from UN and the spliced USD exchange rate,392.4763,5027.241
ARM,2024,2199229,Derived using data on fixed investment from IMF_IFS and the spliced USD exchange rate,392.7296,5599.857
ATG,1970,10.38548,Derived using data on fixed investment from UN and the spliced USD exchange rate,2,5.192742
ATG,1971,12.75755,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.974873,6.459934
ATG,1972,16.34783,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.921278,8.508831
ATG,1973,22.17309,Derived using data on fixed investment from UN and the spliced USD exchange rate,1.959219,11.31731
ATG,1974,26.55696,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.053232,12.93423
ATG,1975,29.57571,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.169796,13.63064
ATG,1976,32.50764,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.614671,12.43279
ATG,1977,26.25167,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,9.72284
ATG,1978,27.74567,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,10.27617
ATG,1979,62.96132,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,23.31901
ATG,1980,66.51846,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,24.63647
ATG,1981,103.7972,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,38.44342
ATG,1982,104.5087,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,38.70692
ATG,1983,60.18675,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,22.29139
ATG,1984,78.68386,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,29.14217
ATG,1985,107.8524,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,39.94533
ATG,1986,164.98,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,61.1037
ATG,1987,238.66,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,88.39259
ATG,1988,312.87,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,115.8778
ATG,1989,366.19,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,135.6259
ATG,1990,329.58,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,122.0667
ATG,1991,357.19,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,132.2926
ATG,1992,340.79,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,126.2185
ATG,1993,323.77,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,119.9148
ATG,1994,346.84,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,128.4593
ATG,1995,378.7,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,140.2593
ATG,1996,432.6,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,160.2222
ATG,1997,476.56,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,176.5037
ATG,1998,543.26,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,201.2074
ATG,1999,598.45,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,221.6481
ATG,2000,646.7434,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,239.5346
ATG,2001,442.9595,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,164.0591
ATG,2002,486.6622,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,180.2452
ATG,2003,536.3048,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,198.6314
ATG,2004,583.7974,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,216.2213
ATG,2005,743.17,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,275.2482
ATG,2006,1130.964,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,418.8756
ATG,2007,1346.119,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,498.5625
ATG,2008,1453.654,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,538.3905
ATG,2009,1347.073,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,498.9159
ATG,2010,956.0679,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,354.0992
ATG,2011,714.8301,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,264.7519
ATG,2012,784.9427,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,290.7195
ATG,2013,840.9855,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,311.4761
ATG,2014,910.5733,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,337.2494
ATG,2015,913.5182,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,338.3401
ATG,2016,1072.347,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,397.1655
ATG,2017,1303.339,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,482.7181
ATG,2018,1637.763,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,606.579
ATG,2019,1910.468,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,707.5807
ATG,2020,1659.62,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,614.6741
ATG,2021,2013.198,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,745.629
ATG,2022,2041.772,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,756.2117
ATG,2023,2053.679,Derived using data on fixed investment from UN and the spliced USD exchange rate,2.7,760.622
AUS,1861,21.56975,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124307,52.29909
AUS,1862,19.20594,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124307,46.56768
AUS,1863,26.88832,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124307,65.19475
AUS,1864,24.22903,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124307,58.74692
AUS,1865,24.81998,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124307,60.17976
AUS,1866,23.04713,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124307,55.88121
AUS,1867,25.41094,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124307,61.61263
AUS,1868,30.7295,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124307,74.50829
AUS,1869,28.95665,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124307,70.20973
AUS,1870,26.29736,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.3669462,71.66545
AUS,1871,24.22903,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.3691464,65.63528
AUS,1872,36.04807,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.3692388,97.62806
AUS,1873,40.18473,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.3624048,110.8836
AUS,1874,46.09425,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.3722235,123.8349
AUS,1875,56.43591,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.3609256,156.3644
AUS,1876,58.50424,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.3720217,157.2603
AUS,1877,74.75542,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.3999107,186.9303
AUS,1878,67.664,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4125729,164.005
AUS,1879,61.459,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4150883,148.0625
AUS,1880,69.73233,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4125225,169.0388
AUS,1881,89.23375,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4158749,214.5687
AUS,1882,78.89209,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124365,191.283
AUS,1883,91.30208,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4131763,220.9761
AUS,1884,97.50707,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4137968,235.64
AUS,1885,95.43874,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4130947,231.0336
AUS,1886,109.6216,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.412125,265.9911
AUS,1887,112.2809,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4144717,270.9012
AUS,1888,120.2587,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.412903,291.2518
AUS,1889,117.0085,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4117739,284.1571
AUS,1890,103.7121,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4127704,251.2585
AUS,1891,117.0085,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4133506,283.0732
AUS,1892,69.14138,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4123145,167.6909
AUS,1893,50.52639,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4131715,122.2892
AUS,1894,52.29925,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4124116,126.8132
AUS,1895,46.09425,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4110428,112.1398
AUS,1896,61.16353,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4130499,148.0778
AUS,1897,45.5033,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4129649,110.1868
AUS,1898,66.77757,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4162815,160.4145
AUS,1899,68.25495,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4155175,164.2649
AUS,1900,67.664,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4155044,162.8479
AUS,1901,83.32423,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4150841,200.7406
AUS,1902,113.7583,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4152714,273.9371
AUS,1903,98.98445,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4155165,238.2203
AUS,1904,75.34637,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4146392,181.7155
AUS,1905,67.95947,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4148815,163.8046
AUS,1906,76.82375,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4149465,185.1414
AUS,1907,104.894,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4119695,254.6158
AUS,1908,109.3261,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.414803,263.5615
AUS,1909,109.3261,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4135551,264.3568
AUS,1910,116.713,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.41396,281.9427
AUS,1911,138.8737,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4146559,334.9132
AUS,1912,175.8082,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4141647,424.4886
AUS,1913,209.7879,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4138494,506.9185
AUS,1914,220.1296,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4096698,537.3342
AUS,1915,189.1046,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4272694,442.5888
AUS,1916,178.763,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4259171,419.713
AUS,1917,175.8082,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4245091,414.1448
AUS,1918,156.6023,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4244381,368.9637
AUS,1919,200.9237,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.457375,439.2974
AUS,1920,296.9534,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.5594117,530.8315
AUS,1921,353.0938,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.529755,666.5228
AUS,1922,373.7771,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4526623,825.7305
AUS,1923,397.4152,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4356875,912.1564
AUS,1924,422.5307,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4423205,955.2592
AUS,1925,438.7818,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4144714,1058.654
AUS,1926,441.7366,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4125745,1070.683
AUS,1927,465.3747,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4143384,1123.175
AUS,1928,466.8521,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4151414,1124.561
AUS,1929,438.7818,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.4365832,1005.036
AUS,1930,339.7974,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.5307128,640.266
AUS,1931,248.1998,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.552345,449.3565
AUS,1932,172.8535,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.7169864,241.0833
AUS,1933,192.0594,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.5933164,323.7048
AUS,1934,220.1296,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.5002906,440.0035
AUS,1935,291.0439,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.5122579,568.1589
AUS,1936,323.5462,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.5049468,640.753
AUS,1937,353.0938,Derived using data on fixed investment from Mitchell and the spliced USD exchange rate,.5077325,695.4328
