ISO3,year,imports,source,nGDP,imports_GDP
ANT,2012,7455.2,Derived using data on imports from UN and the spliced GDP,7175.699,1.038951
ARE,1969,1178.067,Derived using data on imports from Mitchell and the spliced GDP,3857.661,.3053837
ARE,1970,1024.966,Derived using data on imports from UN and the spliced GDP,5082.217,.201677
ARE,1971,1380.041,Derived using data on imports from UN and the spliced GDP,6942.938,.198769
ARE,1972,2387.44,Derived using data on imports from UN and the spliced GDP,9656.213,.247244
ARE,1973,3588.343,Derived using data on imports from UN and the spliced GDP,17054.82,.2104005
ARE,1974,7640.192,Derived using data on imports from UN and the spliced GDP,46593.84,.1639743
ARE,1975,11105.96,Derived using data on imports from UN and the spliced GDP,59075.06,.1879973
ARE,1976,14175.25,Derived using data on imports from UN and the spliced GDP,76943.77,.1842287
ARE,1977,21351.93,Derived using data on imports from UN and the spliced GDP,98350.25,.217101
ARE,1978,22863.12,Derived using data on imports from UN and the spliced GDP,93243.65,.2451976
ARE,1979,28458.71,Derived using data on imports from UN and the spliced GDP,120703.7,.2357734
ARE,1980,36270.32,Derived using data on imports from UN and the spliced GDP,163750.3,.2214978
ARE,1981,39057.11,Derived using data on imports from UN and the spliced GDP,183469.9,.2128802
ARE,1982,38451.87,Derived using data on imports from UN and the spliced GDP,173388.7,.2217669
ARE,1983,35111.56,Derived using data on imports from UN and the spliced GDP,159184.6,.2205713
ARE,1984,31120.04,Derived using data on imports from UN and the spliced GDP,155482.6,.2001513
ARE,1985,29744.85,Derived using data on imports from UN and the spliced GDP,151003.8,.1969807
ARE,1986,30097.26,Derived using data on imports from UN and the spliced GDP,126235.2,.238422
ARE,1987,32336.27,Derived using data on imports from UN and the spliced GDP,135314.1,.2389718
ARE,1988,37224.15,Derived using data on imports from UN and the spliced GDP,134908.1,.2759224
ARE,1989,42817.83,Derived using data on imports from UN and the spliced GDP,154207.1,.2776644
ARE,1990,48447.9,Derived using data on imports from UN and the spliced GDP,188557.1,.2569402
ARE,1991,56884.86,Derived using data on imports from UN and the spliced GDP,191720.8,.2967069
ARE,1992,69813.24,Derived using data on imports from UN and the spliced GDP,201714.1,.3460999
ARE,1993,79805.71,Derived using data on imports from UN and the spliced GDP,206868.9,.3857791
ARE,1994,86440.8,Derived using data on imports from UN and the spliced GDP,220554.2,.3919255
ARE,1995,90538.13,Derived using data on imports from UN and the spliced GDP,244498.8,.370301
ARE,1996,114188.8,Derived using data on imports from UN and the spliced GDP,273609.4,.4173422
ARE,1997,127061.3,Derived using data on imports from UN and the spliced GDP,293199.8,.4333608
ARE,1998,122710.7,Derived using data on imports from UN and the spliced GDP,281546.1,.435846
ARE,1999,120584.3,Derived using data on imports from UN and the spliced GDP,314178.6,.3838083
ARE,2000,132220.9,Derived using data on imports from UN and the spliced GDP,388186.8,.3406115
ARE,2001,137671.2,Derived using data on imports from UN and the spliced GDP,384370.3,.3581734
ARE,2002,156631.6,Derived using data on imports from UN and the spliced GDP,408570.4,.383365
ARE,2003,188789.5,Derived using data on imports from UN and the spliced GDP,462629.8,.4080789
ARE,2004,256751.9,Derived using data on imports from UN and the spliced GDP,549979.1,.4668394
ARE,2005,307280.1,Derived using data on imports from UN and the spliced GDP,671985.6,.4572718
ARE,2006,369703.3,Derived using data on imports from UN and the spliced GDP,826382.6,.4473755
ARE,2007,543877.9,Derived using data on imports from UN and the spliced GDP,959575.3,.5667903
ARE,2008,724605.1,Derived using data on imports from UN and the spliced GDP,1187600,.6101426
ARE,2009,607391,Derived using data on imports from UN and the spliced GDP,965761.2,.6289246
ARE,2010,655948,Derived using data on imports from UN and the spliced GDP,1102444,.5949942
ARE,2011,793161,Derived using data on imports from UN and the spliced GDP,1325158,.5985406
ARE,2012,880477,Derived using data on imports from UN and the spliced GDP,1412481,.6233551
ARE,2013,927341,Derived using data on imports from UN and the spliced GDP,1469803,.630929
ARE,2014,1010345,Derived using data on imports from UN and the spliced GDP,1520802,.6643502
ARE,2015,987900,Derived using data on imports from UN and the spliced GDP,1359837,.7264844
ARE,2016,994200,Derived using data on imports from UN and the spliced GDP,1356090,.7331371
ARE,2017,1047900,Derived using data on imports from UN and the spliced GDP,1434173,.730665
ARE,2018,1033940,Derived using data on imports from UN and the spliced GDP,1568339,.6592579
ARE,2019,1123800,Derived using data on imports from UN and the spliced GDP,1535067,.7320852
ARE,2020,1091571,Derived using data on imports from UN and the spliced GDP,1283440,.850504
ARE,2021,1276300,Derived using data on imports from UN and the spliced GDP,1524744,.8370585
ARE,2022,1571800,Derived using data on imports from UN and the spliced GDP,1846283,.8513321
ARE,2023,1769600,Derived using data on imports from UN and the spliced GDP,1888144,.9372166
ARE,2024,1834350,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,1995455,.919264
ARE,2025,1891435,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,2081540,.9086708
ARE,2026,1966430,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,2203056,.8925918
ARE,2027,2052540,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,2330998,.8805415
ARE,2028,2154900,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,2465774,.8739245
ARE,2029,2264951,Derived using data on imports from IMF_WEO_forecast and the spliced GDP,2609172,.8680728
ARG,1820,3.41e-13,Derived using data on imports from Tena and the spliced GDP,1.95e-12,.1748858
ARG,1821,3.49e-13,Derived using data on imports from Tena and the spliced GDP,1.82e-12,.1919211
ARG,1822,5.12e-13,Derived using data on imports from Tena and the spliced GDP,1.83e-12,.2793384
ARG,1823,5.30e-13,Derived using data on imports from Tena and the spliced GDP,1.78e-12,.2981536
ARG,1824,5.46e-13,Derived using data on imports from Tena and the spliced GDP,1.93e-12,.2824259
ARG,1825,5.63e-13,Derived using data on imports from CS3 and the spliced GDP,2.03e-12,.2772621
ARG,1826,5.56e-13,Derived using data on imports from Tena and the spliced GDP,2.16e-12,.2580312
ARG,1827,5.49e-13,Derived using data on imports from Tena and the spliced GDP,2.02e-12,.2723853
ARG,1828,5.42e-13,Derived using data on imports from Tena and the spliced GDP,2.01e-12,.2695703
